number,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
5016,issue,jenshnielsen,2015-09-06T18:22:08Z,6e281f0,close,['#5023'],17,5,"['knarrff', 'WeatherGod', 'tacaswell', 'mdboom', 'efiring']"
4947,issue,WeatherGod,2015-08-18T13:16:12Z,#4951,close,"['#4951', '#4943', '#4962']",7,3,"['jrevans', 'tacaswell', 'mdehoon']"
4784,issue,WeatherGod,2015-07-27T20:33:28Z,#4793,close,"['#4792', '#4793']",8,3,"['cwebster2', 'WeatherGod', 'ianthomas23']"
4751,issue,WeatherGod,2015-07-22T14:53:50Z,#4752,close,['#4752'],4,2,"['chriswl', 'tacaswell']"
4470,issue,tacaswell,2015-07-03T15:18:21Z,#4522,close,"['#4472', '#4522']",1,1,['tacaswell']
4447,issue,tacaswell,2015-07-08T01:30:41Z,#4589,close,['#4589'],3,3,"['rmccampbell', 'tacaswell', 'mfitzp']"
4445,issue,tacaswell,2016-03-26T02:52:54Z,91b3019,close,"['#4446', '#6619']",3,2,"['anntzer', 'tacaswell']"
4437,issue,tacaswell,2015-07-16T02:40:59Z,,close,['#4444'],3,3,"['divenex', 'ianthomas23', 'tacaswell']"
4421,issue,efiring,2015-05-13T17:56:24Z,#4422,close,['#4422'],8,4,"['tritemio', 'mwaskom', 'tacaswell', 'efiring']"
4323,issue,efiring,2015-05-13T17:59:04Z,#4411,close,"['#4411', '#4909']",10,3,"['anntzer', 'tacaswell', 'efiring']"
4318,issue,efiring,2015-07-17T00:35:51Z,604299f,close,['#5029'],24,5,"['jezemine', 'OceanWolf', 'tacaswell', 'WeatherGod', 'efiring']"
4309,issue,jenshnielsen,2015-04-19T17:04:16Z,#4311,close,['#4311'],3,2,"['ezbc', 'tacaswell']"
4303,issue,tacaswell,2015-04-03T17:45:28Z,94e6944,close,[],5,2,"['Acanthostega', 'tacaswell']"
4283,issue,mfitzp,2015-06-10T15:59:49Z,,close,"['#4377', '#4513']",10,3,"['dryo', 'tacaswell', 'mfitzp']"
4280,issue,tacaswell,2016-02-18T02:36:03Z,fe376c4,close,"['#4406', '#5520', '#5718']",9,6,"['kushal124', 'tacaswell', 'mfitzp', 'WeatherGod', 'f0k', 'QuLogic']"
4262,issue,tacaswell,2015-03-23T03:16:08Z,3f03e2e,close,[],7,3,"['megies', 'tacaswell', 'efiring']"
4239,issue,mdboom,2015-03-18T18:05:40Z,0c8c640,close,[],2,3,"['u55', 'mdboom', 'tacaswell']"
4227,issue,efiring,2015-04-19T19:49:56Z,#4228,close,['#4228'],3,3,"['u55', 'tacaswell', 'efiring']"
4185,issue,efiring,2015-03-04T22:48:51Z,#4186,close,['#4186'],8,4,"['u55', 'efiring', 'tacaswell', 'mdboom']"
4180,issue,miaocb,2015-03-04T02:06:55Z,,close,['#4184'],9,4,"['miaocb', 'ianthomas23', 'tacaswell', 'jenshnielsen']"
4162,issue,efiring,2015-03-08T01:08:46Z,308fae5,close,[],12,8,"['divenex', 'tacaswell', 'Tillsten', 'NelleV', 'efiring', 'WeatherGod', 'mwaskom', 'QuLogic']"
4083,issue,tacaswell,2015-02-19T02:42:06Z,,close,[],26,4,"['cpitclaudel', 'tacaswell', 'efiring', 'WeatherGod']"
4076,issue,mdboom,2015-02-11T17:01:56Z,0f204ec,close,[],9,4,"['MathieuDuponchelle', 'tacaswell', 'efiring', 'mdboom']"
4053,issue,tacaswell,2015-02-02T02:34:33Z,c98a90d,close,['#4055'],9,3,"['olegarch', 'tacaswell', 'WeatherGod']"
4050,pr,,,,,['#3998'],1,2,"['mdboom', 'tacaswell']"
4049,issue,tacaswell,2015-01-30T23:18:44Z,#4050,close,"['#4008', '#4050']",8,3,"['astrofrog', 'mdboom', 'tacaswell']"
4043,issue,tacaswell,2015-02-16T03:12:19Z,08b8adb,close,['#4097'],2,3,"['duncanmmacleod', 'WeatherGod', 'tacaswell']"
4024,issue,tacaswell,2015-10-09T18:33:51Z,#5217,close,"['#4201', '#4202', '#4532', '#5217']",5,5,"['dkirkby', 'cimarronm', 'jenshnielsen', 'tacaswell', 'mdboom']"
3998,issue,jenshnielsen,2015-01-31T09:39:45Z,,close,['#4007'],6,4,"['raoulbq', 'tacaswell', 'jbmohler', 'jenshnielsen']"
3982,pr,,,,,[],15,4,"['tacaswell', 'pwuertz', 'blink1073', 'pelson']"
3980,issue,jenshnielsen,2015-12-09T21:29:49Z,,close,[],4,3,"['tacaswell', 'briantoby', 'jenshnielsen']"
3977,issue,pelson,2015-01-07T20:08:38Z,#3978,close,['#3978'],10,4,"['NelleV', 'tacaswell', 'WeatherGod', 'mdboom']"
3962,issue,tacaswell,2015-01-15T15:49:22Z,,close,[],12,3,"['beojan', 'WeatherGod', 'tacaswell']"
3922,pr,,,,,[],2,3,"['ronaldnie', 'mdboom', 'tacaswell']"
3895,issue,tacaswell,2015-02-19T02:10:28Z,,close,[],5,3,"['rosenbrockc', 'tacaswell', 'asmwarrior']"
3824,pr,,,,,[],5,4,"['alimuldal', 'jenshnielsen', 'mdboom', 'pelson']"
3817,issue,tacaswell,2015-01-25T19:50:56Z,b280f7d,close,"['#4025', '#4034']",10,4,"['moghimis', 'tacaswell', 'efiring', 'rsignell-usgs']"
3816,issue,tacaswell,2015-01-31T21:59:44Z,,close,[],8,4,"['breedlun', 'itziakos', 'tacaswell', 'pelson']"
3809,issue,pelson,2014-12-09T10:49:52Z,543a222,close,"['#3863', '#3866']",2,3,"['dguest', 'tacaswell', 'pelson']"
3805,issue,tacaswell,2014-11-16T20:59:27Z,e9f0839,close,[],3,2,"['chebee7i', 'tacaswell']"
3766,issue,tacaswell,2014-12-31T22:29:01Z,09191a4,close,['#3773'],5,3,"['mrclary', 'tacaswell', 'efiring']"
3763,pr,,,,,[],6,4,"['vmarkovtsev', 'WeatherGod', 'mdboom', 'tacaswell']"
3734,issue,tacaswell,2015-01-15T17:34:49Z,,close,"['#3904', '#3905']",7,4,"['briantoby', 'RobinD42', 'efiring', 'tacaswell']"
3728,issue,tacaswell,2014-10-28T16:52:57Z,a2d46ff,close,[],2,2,"['alimuldal', 'tacaswell']"
3722,pr,,,,,[],11,4,"['marcobardoscia', 'tacaswell', 'mdboom', 'jenshnielsen']"
3715,issue,tacaswell,2015-03-12T23:38:27Z,e4222e8,close,['#4134'],2,3,"['jkseppan', 'cimarronm', 'tacaswell']"
3709,issue,efiring,2015-01-25T19:50:56Z,6260c48,close,"['#4025', '#4034']",9,4,"['espdev', 'tacaswell', 'efiring', 'soupault']"
3633,issue,tacaswell,2015-01-27T06:11:06Z,b4563d8,close,['#3634'],4,3,"['dukecld', 'efiring', 'tacaswell']"
3626,issue,mdboom,2014-12-27T22:51:50Z,9e1b7ae,close,"['#3761', '#3826']",9,5,"['nicktimko', 'cimarronm', 'jenshnielsen', 'tacaswell', 'mdboom']"
3622,pr,,,,,"['#3976', '#4062']",7,5,"['mdboom', 'efiring', 'WeatherGod', 'tacaswell', 'frol']"
3574,pr,,,,,[],5,3,"['tonysyu', 'mdboom', 'tacaswell']"
3557,issue,tacaswell,2015-01-13T05:08:47Z,,close,['#3612'],7,4,"['nhmc', 'efiring', 'tacaswell', 'WeatherGod']"
3553,issue,tacaswell,2014-11-21T13:21:19Z,,close,[],11,7,"['marcopigg', 'cimarronm', 'efiring', 'lenolib', 'tacaswell', 'ketch', 'arksch']"
3522,issue,tacaswell,2014-09-27T03:49:50Z,,close,"['#3524', '#3648']",2,3,"['Horrifior', 'tacaswell', 'cimarronm']"
3514,pr,,,,,"['#3553', '#3696', '#3901', '#3956']",9,3,"['astrofrog', 'tacaswell', 'mdboom']"
3493,issue,tacaswell,2014-09-13T15:58:44Z,e0b9c67,close,['#3495'],1,2,"['michaelwimmer', 'tacaswell']"
3483,issue,efiring,2015-02-28T23:58:26Z,,close,['#4146'],7,5,"['mdepitta', 'efiring', 'WeatherGod', 'tacaswell', 'pelson']"
3473,issue,WeatherGod,2015-07-21T14:46:19Z,#4727,close,['#4727'],2,2,"['pgnub', 'tacaswell']"
3444,issue,jenshnielsen,2014-11-10T20:20:41Z,,close,"['#3740', '#3741']",9,4,"['JDWarner', 'jenshnielsen', 'jluttine', 'tacaswell']"
3404,issue,tacaswell,2014-08-26T12:50:14Z,,close,[],4,3,"['fph', 'tacaswell', 'pelson']"
3392,issue,tacaswell,2014-10-10T17:01:51Z,,close,['#3627'],12,4,"['kratsg', 'tacaswell', 'pelson', 'mmckerns']"
3336,issue,tacaswell,2014-08-07T12:44:38Z,,close,['#3337'],6,3,"['BrenBarn', 'jenshnielsen', 'tacaswell']"
3316,issue,mdboom,2015-12-09T13:57:22Z,#5639,close,['#5639'],35,13,"['ibell', 'mdboom', 'WeatherGod', 'tacaswell', 'ericdill', 'efiring', 'cgohlke', 'heroxbd', 'jenshnielsen', 'OceanWolf', 'RobinD42', 'bikramditya', 'zong0']"
3304,issue,mdboom,2014-07-31T03:14:41Z,d797bc1,close,[],26,4,"['letmaik', 'tacaswell', 'mdboom', 'WeatherGod']"
3298,pr,,,,,[],7,4,"['mattieudv', 'tacaswell', 'ludwigschwardt', 'mdboom']"
3196,pr,,,,,[],19,5,"['astrofrog', 'WeatherGod', 'tacaswell', 'efiring', 'mdboom']"
3166,issue,dopplershift,2014-07-11T16:28:39Z,#3167,close,['#3167'],2,2,"['twiecki', 'tacaswell']"
3117,issue,pelson,2014-06-10T12:44:44Z,#3131,close,['#3131'],5,3,"['jorgesca', 'tacaswell', 'efiring']"
3095,issue,tacaswell,2015-01-31T18:15:45Z,,close,"['#3098', '#3100', '#4017', '#4045']",12,7,"['dkillick', 'efiring', 'r5r3', 'tacaswell', 'WeatherGod', 'jenshnielsen', 'pelson']"
3091,issue,tacaswell,2014-06-01T13:18:39Z,#3102,close,['#3102'],10,4,"['bennettbrowniowa', 'Tillsten', 'efiring', 'tacaswell']"
3057,issue,tacaswell,2016-02-18T02:36:03Z,6e60ebf,close,['#5718'],16,5,"['Phlya', 'tacaswell', 'efiring', 'mdboom', 'QuLogic']"
3028,issue,tacaswell,2014-05-03T23:41:29Z,96d5473,close,['#3036'],2,2,"['huard', 'tacaswell']"
3026,issue,tacaswell,2014-05-03T14:49:05Z,,close,"['#3027', '#3037']",5,2,"['palob', 'tacaswell']"
2980,issue,pelson,2014-11-30T15:13:12Z,488eb61,close,[],4,3,"['breedlun', 'tacaswell', 'pelson']"
2964,issue,tacaswell,2014-04-11T00:55:19Z,8ada91f,close,['#2968'],2,2,"['wuxb45', 'tacaswell']"
2963,issue,tacaswell,2014-06-04T17:41:29Z,,close,['#3009'],14,3,"['ilogue', 'tacaswell', 'solvents']"
2941,issue,tacaswell,2014-06-02T12:15:33Z,#3104,close,['#3104'],7,4,"['mscross', 'tacaswell', 'JDWarner', 'astraw']"
2842,issue,efiring,2016-05-22T04:55:58Z,,close,['#2981'],3,4,"['Arfrever', 'WeatherGod', 'efiring', 'tacaswell']"
2808,issue,tacaswell,2014-03-08T03:42:16Z,#2851,close,['#2851'],13,6,"['fperez', 'WeatherGod', 'limtaesu', 'pbhandari', 'tacaswell', 'sohakes']"
2792,issue,pelson,2014-02-10T11:49:44Z,,close,['#2798'],5,4,"['gnsiva', 'efiring', 'tacaswell', 'pelson']"
2732,pr,,,,,[],7,5,"['glyg', 'pelson', 'mdboom', 'perimosocordiae', 'WeatherGod']"
2688,issue,efiring,2014-06-11T16:58:27Z,#3110,close,['#3110'],8,4,"['NHades', 'tacaswell', 'KevKeating', 'pelson']"
2675,pr,,,,,[],4,4,"['breedlun', 'cimarronm', 'mdboom', 'pelson']"
2616,issue,tacaswell,2014-02-25T14:22:49Z,#2835,close,"['#2835', '#4143']",10,4,"['OceanWolf', 'tacaswell', 'efiring', 'zhenghu2']"
2602,issue,efiring,2014-05-16T19:57:06Z,#3015,close,"['#2839', '#3015']",3,2,"['florian-wagner', 'tacaswell']"
2556,issue,tacaswell,2014-01-27T16:39:13Z,4cc466e,close,[],3,3,"['markdbenedict', 'efiring', 'tacaswell']"
2533,issue,tacaswell,2014-07-12T21:46:09Z,,close,[],4,3,"['danieljfarrell', 'mdboom', 'tacaswell']"
2525,issue,pelson,2014-01-09T10:46:57Z,,close,[],5,4,"['brorfred', 'pelson', 'tacaswell', 'cimarronm']"
2517,issue,tacaswell,2015-07-17T04:00:49Z,,close,[],9,5,"['mrbump', 'mdboom', 'pelson', 'tacaswell', 'christianbrodbeck']"
2492,issue,tacaswell,2014-06-06T12:50:17Z,,close,[],5,3,"['ohadle', 'numpand', 'tacaswell']"
2425,pr,,,,,['#1461'],1,2,"['jarondl', 'mdboom']"
2423,pr,,,,,"['#2488', '#5925']",7,4,"['mspacek', 'tacaswell', 'mdboom', 'pelson']"
2418,pr,mdboom,2013-09-27T14:50:11Z,8fa0f35,merge,[],2,3,"['david-zwicker', 'pelson', 'mdboom']"
2394,issue,WeatherGod,2014-07-06T21:22:38Z,#2951,close,['#2951'],12,4,"['michaelaye', 'pelson', 'nickpyren', 'tacaswell']"
2355,issue,tacaswell,2014-08-17T22:03:09Z,,close,[],4,4,"['p3trus', 'WeatherGod', 'mdboom', 'tacaswell']"
2337,issue,mdboom,2013-08-26T15:10:43Z,,close,['#2344'],5,3,"['anshbansal', 'WeatherGod', 'mdboom']"
2329,issue,tacaswell,2013-11-27T08:21:09Z,,close,['#2351'],4,3,"['alefnula', 'mdboom', 'tacaswell']"
2299,issue,WeatherGod,2013-08-27T14:46:45Z,#2306,close,['#2306'],3,1,['lpsinger']
2296,issue,dmcdougall,2013-08-29T01:42:09Z,,close,['#2352'],5,5,"['eyurtsev', 'WeatherGod', 'tacaswell', 'efiring', 'dmcdougall']"
2229,pr,,,,,[],9,4,"['claria', 'WeatherGod', 'pelson', 'mdboom']"
2197,issue,efiring,2014-04-28T17:17:57Z,#3014,close,['#3014'],3,2,"['khyox', 'tacaswell']"
2187,pr,,,,,[],13,8,"['mdboom', 'WeatherGod', 'NelleV', 'GBillotey', 'dmcdougall', 'sandrotosi', 'jbmohler', 'tacaswell']"
2113,pr,,,,,[],3,3,"['ndawe', 'mdboom', 'neggert']"
2104,pr,,,,,[],10,6,"['smontanaro', 'mdboom', 'pelson', 'megies', 'WeatherGod', 'efiring']"
1986,issue,efiring,2016-02-15T22:35:21Z,,close,['#3710'],12,5,"['Nikratio', 'mdboom', 'WeatherGod', 'efiring', 'tacaswell']"
1980,issue,tacaswell,2014-08-26T03:42:02Z,98d19db,close,['#3378'],4,4,"['vMeijin', 'pelson', 'dmcdougall', 'tacaswell']"
1962,issue,tacaswell,2014-02-01T03:56:22Z,,close,"['#2755', '#2756']",4,3,"['dharadave', 'cimarronm', 'tacaswell']"
1960,issue,dmcdougall,2013-06-16T21:13:42Z,,close,[],3,3,"['technobauble', 'cimarronm', 'dmcdougall']"
1957,issue,leejjoon,2013-05-03T23:18:27Z,377facb,close,"['#1969', '#1972']",10,4,"['edge-python', 'tacaswell', 'mdboom', 'leejjoon']"
1897,pr,,,,,[],12,3,"['takluyver', 'pelson', 'mdboom']"
1894,pr,,,,,"['#1895', '#4260']",13,3,"['fgb', 'mdboom', 'pelson']"
1883,issue,tacaswell,2015-07-17T03:52:20Z,,close,['#3893'],5,3,"['arkottke', 'tacaswell', 'cgohlke']"
1810,pr,,,,,[],17,6,"['jsundram', 'jakevdp', 'ivanov', 'mdboom', 'pelson', 'pwuertz']"
1769,issue,pelson,2014-01-06T10:10:11Z,#2634,close,['#2634'],1,2,"['stefanv', 'tacaswell']"
1758,issue,efiring,2016-05-22T03:58:20Z,,close,[],8,8,"['fmder', 'pelson', 'tacaswell', 'mdboom', 'cimarronm', 'mdehoon', 'efiring', 'QuLogic']"
1751,pr,,,,,[],7,4,"['tkanmae', 'tacaswell', 'efiring', 'mdboom']"
1747,issue,pelson,2014-01-09T10:48:38Z,,close,[],3,3,"['mameghani', 'tacaswell', 'pelson']"
1737,issue,mdboom,2013-05-20T19:37:21Z,,close,[],9,6,"['dougalsutherland', 'mdboom', 'pelson', 'mdehoon', 'bingjeff', 'dmcdougall']"
1733,issue,tacaswell,2014-01-23T12:57:53Z,,close,[],3,3,"['fkbreitl', 'pelson', 'tacaswell']"
1679,issue,mdboom,2013-03-01T17:13:10Z,,close,"['#847', '#1706', '#1723', '#1724']",10,4,"['mmokrejs', 'dmcdougall', 'mdboom', 'neggert']"
1673,issue,dmcdougall,2013-01-18T00:58:23Z,,close,['#1674'],5,2,"['tkanmae', 'dmcdougall']"
1591,pr,,,,,[],11,3,"['pelson', 'mdboom', 'efiring']"
1541,issue,WeatherGod,2014-07-11T21:58:14Z,d6d8238,close,[],10,2,"['ruymanengithub', 'WeatherGod']"
1539,issue,mdboom,2013-05-10T19:31:03Z,,close,['#1989'],2,2,"['pelson', 'mdboom']"
1530,issue,efiring,2013-05-24T19:28:41Z,bb6e6a9,close,['#1537'],15,4,"['jfmoulin', 'efiring', 'mdboom', 'oliford']"
1501,issue,tacaswell,2014-08-18T00:47:29Z,,close,[],5,5,"['TPeter85', 'ivanov', 'jozsag', 'rozsat', 'tacaswell']"
1499,issue,tacaswell,2014-02-25T02:13:38Z,,close,[],4,3,"['phobson', 'tacaswell', 'cimarronm']"
1495,issue,dmcdougall,2012-11-14T00:07:14Z,,close,['#1496'],8,4,"['akhmerov', 'WeatherGod', 'ivanov', 'dmcdougall']"
1490,issue,efiring,2013-02-17T20:58:59Z,,close,"['#1497', '#1735']",4,3,"['akhmerov', 'WeatherGod', 'efiring']"
1465,issue,efiring,2012-12-07T04:14:07Z,4652560,close,['#1569'],4,3,"['NelleV', 'pelson', 'efiring']"
1444,pr,mdboom,2012-11-01T17:13:41Z,13c45b6,merge,[],4,3,"['mdboom', 'dmcdougall', 'pelson']"
1424,issue,pelson,2012-10-23T14:02:14Z,,close,['#1427'],4,3,"['jornbr', 'dmcdougall', 'pelson']"
1371,issue,tacaswell,2014-01-16T22:39:32Z,,close,[],3,3,"['andreas-h', 'WeatherGod', 'tacaswell']"
1343,issue,efiring,2012-10-14T05:09:56Z,,close,[],4,3,"['dmcdougall', 'WeatherGod', 'efiring']"
1325,issue,tacaswell,2015-07-17T03:50:44Z,,close,[],10,5,"['michaelaye', 'dmcdougall', 'leejjoon', 'pelson', 'tacaswell']"
1318,issue,efiring,2015-07-18T18:56:28Z,,close,[],15,3,"['efiring', 'dmcdougall', 'tacaswell']"
1316,pr,dmcdougall,2012-10-01T22:11:41Z,cd84c99,merge,[],16,3,"['megies', 'dmcdougall', 'mdboom']"
1310,issue,tacaswell,2013-04-09T04:05:35Z,,close,"['#1659', '#1686']",6,3,"['tacaswell', 'WeatherGod', 'mdboom']"
1307,pr,,,,,[],7,2,"['pelson', 'mdboom']"
1295,issue,pelson,2012-09-22T06:25:42Z,,close,['#1296'],3,3,"['RobinD42', 'dmcdougall', 'pelson']"
1249,issue,mdboom,2012-09-18T18:55:10Z,,close,[],3,2,"['pelson', 'mdboom']"
1246,issue,pelson,2012-09-18T18:54:58Z,652e385,close,['#1247'],1,1,['pelson']
1235,issue,tacaswell,2016-03-07T14:11:57Z,#6110,close,"['#2857', '#6110']",10,4,"['dmcdougall', 'pelson', 'wmak', 'tacaswell']"
1211,issue,mdboom,2012-09-10T15:28:30Z,,close,['#1222'],16,8,"['eeaston', 'WeatherGod', 'pelson', 'jkseppan', 'jenshnielsen', 'mdboom', 'havarnov', 'shauvik']"
1203,issue,tacaswell,2014-01-22T15:13:30Z,,close,[],3,3,"['gfunch', 'nithyanandan', 'tacaswell']"
1194,issue,pelson,2012-09-03T11:21:04Z,64e35f2,close,"['#1195', '#1120']",4,2,"['pelson', 'tonysyu']"
1193,pr,,,,,['#1188'],4,4,"['jenshnielsen', 'tacaswell', 'mdboom', 'pelson']"
1172,issue,tacaswell,2013-11-30T02:01:46Z,,close,[],2,2,"['danielflanigan', 'tacaswell']"
1110,issue,WeatherGod,2012-09-04T16:54:28Z,,close,"['#1145', '#1289']",2,3,"['mdboom', 'dmcdougall', 'WeatherGod']"
1089,issue,jkseppan,2012-09-19T17:52:11Z,,close,['#1130'],14,5,"['KennethNielsen', 'pelson', 'efiring', 'mdboom', 'jkseppan']"
1059,issue,efiring,2012-08-16T18:46:13Z,,close,['#1078'],5,4,"['gujax', 'efiring', 'pelson', 'WeatherGod']"
1045,issue,mdboom,2012-08-19T17:00:08Z,,close,[],7,3,"['schwehr', 'WeatherGod', 'mdboom']"
1024,pr,mdboom,2012-08-03T19:44:58Z,ff883a6,merge,[],5,3,"['montefra', 'WeatherGod', 'mdboom']"
1005,issue,pelson,2012-08-19T19:10:44Z,,close,['#1095'],7,5,"['danielflanigan', 'WeatherGod', 'jswhit', 'efiring', 'pelson']"
966,issue,tacaswell,2014-03-24T14:10:21Z,,close,[],6,4,"['bmu', 'pelson', 'cimarronm', 'tacaswell']"
950,issue,pelson,2012-06-17T07:03:47Z,,close,['#952'],8,2,"['pelson', 'ivanov']"
854,pr,,,,,[],12,21,"['tkf', 'pelson', 'dmcdougall', 'efiring', 'mdboom', 'megies', 'leejjoon', 'cimarronm', 'Westacular', 'pwuertz', 'tonysyu', 'GBillotey', 'neggert', 'adrn', 'phobson', 'drevicko', 'aseagram', 'tacaswell', 'bfroehle', 'takluyver', 'ivanov']"
841,issue,mdboom,2014-01-27T18:16:15Z,,close,['#1331'],9,6,"['joshualande', 'taldcroft', 'ycopin', 'tacaswell', 'neggert', 'mdboom']"
835,pr,,,,,[],29,6,"['jdh2358', 'fperez', 'pelson', 'mdboom', 'efiring', 'WeatherGod']"
808,issue,pelson,2012-06-30T17:17:31Z,,close,[],14,9,"['diimdeep', 'staticfloat', 'dmcdougall', 'veeks', 'damirv', 'pelson', 'roseperrone', 'tacaswell', 'mdboom']"
807,issue,cgra,2012-08-06T20:26:36Z,,close,['#961'],3,2,"['cgra', 'mdboom']"
804,issue,jkseppan,2012-04-13T20:20:06Z,,close,['#817'],3,1,['jkseppan']
796,issue,efiring,2015-07-17T02:59:42Z,#4721,close,['#4721'],6,5,"['jdh2358', 'efiring', 'mdboom', 'pelson', 'tacaswell']"
775,issue,dmcdougall,2013-01-26T05:44:34Z,,close,['#1107'],5,3,"['wesm', 'mdboom', 'dmcdougall']"
769,pr,mdboom,2012-03-23T01:00:17Z,9246b54,merge,[],4,2,"['WeatherGod', 'mdboom']"
761,issue,WeatherGod,2012-09-20T13:43:29Z,,close,[],11,2,"['sb2nov', 'WeatherGod']"
749,issue,WeatherGod,2012-09-20T13:49:05Z,,close,[],7,3,"['sb2nov', 'WeatherGod', 'tomaasa']"
740,issue,efiring,2013-05-22T18:24:24Z,,close,[],4,3,"['gkuhl', 'efiring', 'pelson']"
711,issue,jdh2358,2012-03-10T22:20:24Z,,close,[],3,3,"['geggo', 'WeatherGod', 'jdh2358']"
688,issue,jdh2358,2012-03-10T22:20:58Z,,close,['#689'],4,5,"['fperez', 'illya23b', 'leejjoon', 'pelson', 'jdh2358']"
676,issue,dmcdougall,2012-10-19T09:19:27Z,,close,['#1414'],4,3,"['UlFie', 'goodfeli', 'dmcdougall']"
673,issue,efiring,2012-01-15T06:58:07Z,,close,[],2,2,"['WeatherGod', 'efiring']"
621,issue,jkseppan,2012-01-01T09:15:29Z,,close,[],5,2,"['kaufman', 'jkseppan']"
563,pr,WeatherGod,2012-08-21T13:22:21Z,ff4bb1e,merge,[],4,3,"['WeatherGod', 'pelson', 'mdboom']"
560,issue,mdboom,2013-07-22T14:26:08Z,,close,[],4,4,"['bfroehle', 'pelson', 'efiring', 'mdboom']"
545,pr,mdboom,2011-10-28T17:25:52Z,0ec7c7e,merge,['#3343'],7,2,"['mdboom', 'dhyams']"
530,issue,mdboom,2011-10-21T14:23:26Z,,close,[],3,2,"['throwaway', 'mdboom']"
525,issue,jdh2358,2012-03-10T22:22:38Z,,close,[],2,1,['jdh2358']
520,issue,mdboom,2011-10-19T18:20:16Z,fc30d92,close,['#541'],2,3,"['cryptogoth', 'jdh2358', 'mdboom']"
510,issue,mdboom,2011-10-21T18:14:42Z,,close,['#512'],9,2,"['huard', 'mdboom']"
429,issue,tacaswell,2014-01-16T21:37:09Z,,close,[],7,6,"['yannpaul', 'efiring', 'c00kiemonster', 'pelson', 'tacaswell', 'AeroEngy']"
412,issue,leejjoon,2011-08-08T15:05:03Z,5bbaeee,close,[],4,2,"['fmder', 'leejjoon']"
408,pr,mdboom,2011-11-08T14:39:55Z,d2cba84,merge,['#4212'],6,2,"['kghose', 'mdboom']"
402,issue,leejjoon,2011-07-18T23:57:49Z,,close,[],4,2,"['pmarshwx', 'leejjoon']"
396,issue,dmcdougall,2012-09-24T23:34:34Z,,close,[],12,5,"['nbigaouette', 'mdboom', 'ssyr', 'dmcdougall', 'pelson']"
370,issue,mdboom,2011-06-23T16:04:52Z,1d39eda,close,[],2,2,"['mspacek', 'mdboom']"
353,issue,mdboom,2012-08-20T17:32:43Z,,close,"['#1081', '#1115']",5,4,"['ddale', 'pelson', 'mdboom', 'pwuertz']"
350,issue,mdboom,2011-07-25T19:14:50Z,,close,[],4,4,"['ddale', 'efiring', 'mdboom', 'QuLogic']"
347,issue,mdboom,2015-11-05T03:57:57Z,340c256,close,['#4063'],6,6,"['ddale', 'mdboom', 'butterw', 'pelson', 'Tillsten', 'tacaswell']"
345,issue,pelson,2012-06-30T17:49:07Z,,close,['#4063'],6,4,"['ddale', 'mdboom', 'pelson', 'BrenBarn']"
332,issue,mdboom,2011-07-25T19:29:15Z,,close,[],5,3,"['ddale', 'mdboom', 'WeatherGod']"
