number,issue_rel,rel_time,rel_author,rel_comment,type
3316,matplotlib/matplotlib#11,2015-07-01 02:25:03,tacaswell,24,within
3316,matplotlib/matplotlib#15,2015-07-01 02:25:03,tacaswell,24,within
3316,matplotlib/matplotlib#17,2015-07-01 02:25:03,tacaswell,24,within
3316,matplotlib/matplotlib#3316,2015-07-09 14:55:54,WeatherGod,27,within
3316,matplotlib/matplotlib#5639,2015-12-08 23:24:27,RobinD42,30,within
3304,matplotlib/matplotlib#3197,2014-07-25 22:56:05,letmaik,4,within
3304,matplotlib/matplotlib#3264,2014-07-28 17:09:19,letmaik,10,within
3304,matplotlib/matplotlib#3304,2014-07-29 13:45:21,WeatherGod,20,within
3298,matplotlib/matplotlib#3298,2014-07-24 13:59:02,mattieudv,2,within
3196,matplotlib/matplotlib#3196,2014-07-07 21:22:32,WeatherGod,1,within
3196,matplotlib/matplotlib#3196,2014-11-27 01:14:30,WeatherGod,13,within
3095,matplotlib/matplotlib#3095,2014-11-07 14:50:35,WeatherGod,7,within
3095,matplotlib/matplotlib#3508,2014-11-07 15:33:38,tacaswell,9,within
3095,matplotlib/matplotlib#4045,2015-01-31 18:15:43,tacaswell,11,within
3091,matplotlib/matplotlib#3091,2014-05-27 23:44:19,bennettbrowniowa,2,within
3091,matplotlib/matplotlib#2,2014-05-28 07:02:56,efiring,5,within
3091,matplotlib/matplotlib#3,2014-05-28 07:02:56,efiring,5,within
3091,matplotlib/matplotlib#1,2014-05-28 07:02:56,efiring,5,within
3057,matplotlib/matplotlib#3054,2014-05-11 20:57:00,tacaswell,1,within
3057,matplotlib/matplotlib#2995,2014-06-03 00:16:55,efiring,7,within
3057,matplotlib/matplotlib#4584,2015-07-17 03:47:15,tacaswell,14,within
3057,matplotlib/matplotlib#1441,2015-07-17 03:47:15,tacaswell,14,within
2980,matplotlib/matplotlib#2831,2014-07-13 02:54:07,tacaswell,3,within
2963,matplotlib/matplotlib#2354,2014-04-09 02:54:03,tacaswell,5,within
2963,matplotlib/matplotlib#2346,2014-04-09 02:54:03,tacaswell,5,within
2963,matplotlib/matplotlib#3009,2014-06-04 17:41:29,tacaswell,13,within
2842,matplotlib/matplotlib#2981,2016-05-22 04:55:58,efiring,2,within
2808,matplotlib/matplotlib#2808,2014-02-28 13:24:20,WeatherGod,9,within
2792,matplotlib/matplotlib#2792,2014-02-05 21:48:43,efiring,1,within
2792,matplotlib/matplotlib#2798,2014-02-10 11:49:44,pelson,4,within
2533,matplotlib/matplotlib#2045,2013-10-21 15:01:53,tacaswell,2,within
2533,matplotlib/matplotlib#3239,2014-07-12 21:46:09,tacaswell,3,within
2525,matplotlib/matplotlib#1747,2013-11-29 23:49:18,tacaswell,2,within
2525,matplotlib/matplotlib#2711,2014-01-09 10:47:17,pelson,4,within
2517,matplotlib/matplotlib#4061,2015-07-17 04:00:47,tacaswell,8,within
2492,matplotlib/matplotlib#1325,2014-01-22 18:49:01,tacaswell,2,within
2492,matplotlib/matplotlib#3118,2014-06-06 12:50:17,tacaswell,4,within
2423,matplotlib/matplotlib#2488,2013-10-02 14:45:44,mspacek,5,within
2394,matplotlib/matplotlib#2951,2014-04-03 02:38:50,tacaswell,6,within
2394,matplotlib/matplotlib#2712,2014-04-03 03:09:17,tacaswell,10,within
2337,matplotlib/matplotlib#2344,2013-08-26 15:10:43,mdboom,4,within
2296,matplotlib/matplotlib#77,2013-08-14 20:23:16,eyurtsev,0,within
2296,matplotlib/matplotlib#2352,2013-08-29 01:42:09,dmcdougall,4,within
2187,matplotlib/matplotlib#2187,2013-07-01 14:21:52,WeatherGod,1,within
2187,matplotlib/matplotlib#2206,2013-07-06 19:45:49,sandrotosi,7,within
2187,matplotlib/matplotlib#2206,2013-07-17 17:35:38,mdboom,8,within
1962,matplotlib/matplotlib#2755,2014-01-22 19:54:29,cimarronm,1,within
1962,matplotlib/matplotlib#2756,2014-01-22 20:42:46,cimarronm,2,within
1962,matplotlib/matplotlib#2755,2014-01-22 20:42:46,cimarronm,2,within
1960,matplotlib/matplotlib#1964,2013-06-16 21:13:42,dmcdougall,2,within
1957,matplotlib/matplotlib#1169,2013-04-29 23:58:08,leejjoon,8,within
1883,matplotlib/matplotlib#3893,2014-12-18 06:46:50,cgohlke,4,within
1758,matplotlib/matplotlib#6178,2016-05-22 03:58:20,efiring,7,within
1747,matplotlib/matplotlib#2704,2014-01-09 10:48:38,pelson,2,within
1737,matplotlib/matplotlib#1753,2013-02-19 14:10:16,bingjeff,7,within
1679,matplotlib/matplotlib#1631,2013-01-26 02:06:54,neggert,6,within
1673,matplotlib/matplotlib#1674,2013-01-17 04:41:35,dmcdougall,3,within
1673,matplotlib/matplotlib#1674,2013-01-18 00:58:23,dmcdougall,4,within
1591,matplotlib/matplotlib#800,2013-02-19 05:12:13,efiring,6,within
1591,matplotlib/matplotlib#800,2013-02-20 00:39:36,mdboom,7,within
1591,matplotlib/matplotlib#800,2013-03-01 17:30:15,mdboom,8,within
1591,matplotlib/matplotlib#1800,2013-03-22 16:08:17,mdboom,9,within
1539,matplotlib/matplotlib#1989,2013-05-10 19:31:03,mdboom,1,within
1530,ipython/ipython#2608,2012-11-24 16:32:20,jfmoulin,0,cross
1530,ipython/ipython#1184,2012-11-24 21:14:53,efiring,1,cross
1501,matplotlib/matplotlib#1502,2014-08-18 00:47:29,tacaswell,4,within
1499,matplotlib/matplotlib#2805,2014-02-13 00:05:37,cimarronm,2,within
1499,matplotlib/matplotlib#2805,2014-02-25 02:13:38,tacaswell,3,within
1495,matplotlib/matplotlib#1496,2012-11-14 00:07:14,dmcdougall,7,within
1490,matplotlib/matplotlib#1497,2013-02-17 20:58:59,efiring,3,within
1424,matplotlib/matplotlib#1427,2012-10-22 19:54:38,dmcdougall,2,within
1316,matplotlib/matplotlib#1316,2012-09-27 14:18:09,dmcdougall,1,within
1316,matplotlib/matplotlib#1316,2012-09-27 15:14:51,dmcdougall,3,within
1316,matplotlib/matplotlib#1316,2012-09-27 15:23:00,dmcdougall,5,within
1249,matplotlib/matplotlib#1247,2012-09-14 11:25:31,pelson,0,within
1249,matplotlib/matplotlib#723,2012-09-14 11:28:26,pelson,1,within
1249,matplotlib/matplotlib#1246,2012-09-17 11:25:55,pelson,2,within
1211,matplotlib/matplotlib#1222,2012-09-10 14:51:03,jkseppan,12,within
1211,matplotlib/matplotlib#905,2012-09-10 15:28:07,mdboom,13,within
1203,matplotlib/matplotlib#1656,2014-01-22 15:13:30,tacaswell,2,within
1193,matplotlib/matplotlib#1188,2012-09-02 09:39:20,jenshnielsen,0,within
1172,matplotlib/matplotlib#2618,2013-11-30 02:01:46,tacaswell,1,within
1110,matplotlib/matplotlib#1145,2012-09-04 16:43:04,dmcdougall,1,within
1059,matplotlib/matplotlib#1059,2012-08-08 11:08:33,gujax,3,within
966,matplotlib/matplotlib#2735,2014-02-25 04:21:41,cimarronm,4,within
854,matplotlib/matplotlib#731,2012-08-19 18:34:51,pelson,1,within
854,matplotlib/matplotlib#2061,2013-05-28 20:34:02,mdboom,7,within
854,matplotlib/matplotlib#2082,2013-05-29 16:12:26,mdboom,11,within
835,ipython/ipython#1612,2012-04-16 19:08:34,jdh2358,0,cross
835,ipython/ipython#1612,2012-04-16 19:55:25,fperez,1,cross
835,ipython/ipython#1615,2012-04-17 00:16:19,fperez,3,cross
835,matplotlib/matplotlib#1125,2012-08-23 19:36:36,efiring,18,within
835,matplotlib/matplotlib#1192,2012-09-02 07:59:37,efiring,27,within
835,matplotlib/matplotlib#1192,2012-09-05 17:11:33,mdboom,28,within
808,matplotlib/matplotlib#713,2012-06-19 02:51:03,damirv,8,within
808,matplotlib/matplotlib#713,2012-06-30 17:17:30,pelson,9,within
775,matplotlib/matplotlib#1107,2013-01-26 05:44:33,dmcdougall,4,within
761,matplotlib/matplotlib#762,2012-03-13 16:58:19,WeatherGod,4,within
761,matplotlib/matplotlib#761,2012-03-13 22:01:13,sb2nov,9,within
740,matplotlib/matplotlib#1688,2013-05-22 09:03:39,pelson,2,within
740,matplotlib/matplotlib#1688,2013-05-22 18:24:12,efiring,3,within
711,matplotlib/matplotlib#716,2012-02-26 13:12:23,jdh2358,2,within
688,matplotlib/matplotlib#1448,2012-11-03 16:49:37,pelson,3,within
676,matplotlib/matplotlib#1414,2012-10-18 18:32:51,dmcdougall,2,within
676,matplotlib/matplotlib#1414,2012-10-19 09:19:27,dmcdougall,3,within
621,matplotlib/matplotlib#644,2011-12-29 17:21:41,jkseppan,3,within
525,matplotlib/matplotlib#718,2012-02-26 17:05:43,jdh2358,1,within
402,matplotlib/matplotlib#104,2011-07-17 14:25:57,pmarshwx,2,within
402,matplotlib/matplotlib#1,2011-07-17 14:25:57,pmarshwx,2,within
402,matplotlib/matplotlib#8968,2011-07-17 14:25:57,pmarshwx,2,within
402,matplotlib/matplotlib#912,2011-07-17 14:25:57,pmarshwx,2,within
402,matplotlib/matplotlib#8,2011-07-17 14:25:57,pmarshwx,2,within
402,matplotlib/matplotlib#7,2011-07-17 14:25:57,pmarshwx,2,within
396,matplotlib/matplotlib#433,2011-08-24 16:32:39,mdboom,5,within
350,matplotlib/matplotlib#400,2011-07-15 20:12:33,mdboom,2,within
350,matplotlib/matplotlib#125,2011-07-15 20:12:33,mdboom,2,within
350,matplotlib/matplotlib#400,2011-07-25 19:14:50,mdboom,3,within
345,matplotlib/matplotlib#400,2011-07-15 20:15:16,mdboom,2,within
332,matplotlib/matplotlib#372,2011-06-22 18:19:49,mdboom,1,within
332,matplotlib/matplotlib#372,2011-07-25 19:29:15,mdboom,4,within
331,matplotlib/matplotlib#1139,2013-01-26 05:43:00,dmcdougall,2,within
316,matplotlib/matplotlib#373,2011-06-22 19:25:42,mdboom,1,within
316,matplotlib/matplotlib#373,2011-07-25 19:28:29,mdboom,2,within
186,matplotlib/matplotlib#4784,2015-12-01 16:07:00,WeatherGod,2,within
178,matplotlib/matplotlib#186,2011-06-21 17:58:41,WeatherGod,1,within
178,matplotlib/matplotlib#395,2011-07-11 08:01:12,ianthomas23,2,within
178,matplotlib/matplotlib#186,2013-04-04 17:37:44,WeatherGod,6,within
178,matplotlib/matplotlib#4784,2015-12-01 16:05:07,WeatherGod,7,within
166,matplotlib/matplotlib#1266,2014-08-18 01:39:51,tacaswell,5,within
166,matplotlib/matplotlib#2654,2014-08-18 01:39:51,tacaswell,5,within
125,matplotlib/matplotlib#400,2011-07-15 20:12:02,mdboom,1,within
125,matplotlib/matplotlib#350,2011-07-15 20:12:02,mdboom,1,within
125,matplotlib/matplotlib#400,2011-07-25 19:15:03,mdboom,2,within
113,matplotlib/matplotlib#1230,2012-10-01 22:31:46,dmcdougall,6,within
