number,within_refs,cross_refs,commit_refs
5692,['/matplotlib/matplotlib/issues/5711'],[],['/matplotlib/matplotlib/commit/4604517b1615e3d8450a2b276483269a114bdfb2']
5464,[],[],['/matplotlib/matplotlib/commit/b3021dc88dc5063f2c7a6b6f5cd7327b8e09ee93']
5444,['/matplotlib/matplotlib/issues/5448'],[],['/matplotlib/matplotlib/commit/f83daa76942b95ce5c16f1ab358b24e60ac86a08']
5105,"['/matplotlib/matplotlib/issues/5106', '/matplotlib/matplotlib/issues/5168']",[],[]
5023,['/matplotlib/matplotlib/issues/5016'],[],['/matplotlib/matplotlib/pull/5023/commits/7120bbc445869f76b3dc348e4a992bbc81b2a7e4']
5016,['/matplotlib/matplotlib/issues/5023'],[],['/mdboom/matplotlib/commit/7120bbc445869f76b3dc348e4a992bbc81b2a7e4']
4947,"['/matplotlib/matplotlib/issues/4951', '/matplotlib/matplotlib/issues/4943', '/matplotlib/matplotlib/issues/4962']",[],"['/tacaswell/matplotlib/commit/f0792ba02fda46be647e76172a012f47ce349e1a', '/matplotlib/matplotlib/commit/a1a6c12a2b203e350eee8b088b7dd096fc688999']"
4784,"['/matplotlib/matplotlib/issues/4792', '/matplotlib/matplotlib/issues/4793', '/matplotlib/matplotlib/issues/178', '/matplotlib/matplotlib/issues/186']",[],"['/cwebster2/matplotlib/commit/2193c0dab3de11e790492b8035e74e8e6afe5e2d', '/cwebster2/matplotlib/commit/e912b73e566fc29132162265f7ded456e97abc35', '/cwebster2/matplotlib/commit/029533d515f224a51454aeda2f96ea4d90be1ef2', '/cwebster2/matplotlib/commit/eb00c0c65c99ece50379a7440a5ea82d52d6370f']"
4751,"['/matplotlib/matplotlib/issues/4752', '/matplotlib/matplotlib/issues/5421']",[],['/tacaswell/matplotlib/commit/d7ea1f4848a162bcc85bc36c285c91856c796a49']
4470,"['/matplotlib/matplotlib/issues/4472', '/matplotlib/matplotlib/issues/4522']",[],['/tacaswell/matplotlib/commit/8a3731d90bd1f4f1ab6fa24f20e4c5f11cf71cc3']
4447,['/matplotlib/matplotlib/issues/4589'],[],['/mfitzp/matplotlib/commit/9764da118dd46b1a76db42db6bf432fdcf473c99']
4445,"['/matplotlib/matplotlib/issues/4446', '/matplotlib/matplotlib/issues/5755', '/matplotlib/matplotlib/issues/6619']",[],"['/anntzer/matplotlib/commit/2e77d3277d860018ca2b3aa0d199dfc9844dd6ef', '/matplotlib/matplotlib/commit/91b3019f8557f7a6e698d1f48f97f34f2362a3ee']"
4437,['/matplotlib/matplotlib/issues/4444'],[],[]
4421,['/matplotlib/matplotlib/issues/4422'],[],['/tacaswell/matplotlib/commit/37927b2228c9e46bcbba8d6df97002b8978ab06e']
4323,"['/matplotlib/matplotlib/issues/4411', '/matplotlib/matplotlib/issues/4909']",['/mwaskom/seaborn/issues/508'],['/tacaswell/matplotlib/commit/66a8ac027efedc5e3667f5ed5832b7d4d9e8e1ff']
4318,['/matplotlib/matplotlib/issues/5029'],[],['/matplotlib/matplotlib/commit/604299f5b893339c588725888977081f1a9f2279']
4309,['/matplotlib/matplotlib/issues/4311'],[],['/tacaswell/matplotlib/commit/3ab6b24c676d51c88b962cc9067d0dd539733d17']
4303,[],[],[]
4283,"['/matplotlib/matplotlib/issues/4377', '/matplotlib/matplotlib/issues/4513']",[],[]
4280,"['/matplotlib/matplotlib/issues/4406', '/matplotlib/matplotlib/issues/5520', '/matplotlib/matplotlib/issues/5718']",[],"['/tacaswell/matplotlib/commit/0c51d22c728c6b6c23849aebb9db932d683d93f8', '/mdboom/matplotlib/commit/294cf3356a87dce87f9cbc43b88289ab164c0fe4', '/mdboom/matplotlib/commit/9cd51d0a1b14c6dd2a25dd80a5bed86eb73ea331', '/mdboom/matplotlib/commit/a898ead898519c9be2128eb24213ad7bff1099ed', '/mdboom/matplotlib/commit/5a59c322198f3afff7f2ba93f312f32147cc4cf5', '/mdboom/matplotlib/commit/9d3d6191b8463d084b72d00a3a3f4dc0bec372b1', '/mdboom/matplotlib/commit/d5321859a9a5f257602783bef00b5145d20ae979', '/matplotlib/matplotlib/commit/fe376c4053d6ac2971ae7835869438e87bac68cc']"
4262,[],[],['/obspy/obspy/commit/230d3f80c0215295d98b2e276c867481d5908a01']
4239,[],[],['/matplotlib/matplotlib/commit/0c8c640f4e98d3a43fd31ced6c1143afca6aa9f3']
4227,['/matplotlib/matplotlib/issues/4228'],[],"['/tacaswell/matplotlib/commit/be0aed4a8de7fb4a484fdd46f5b713a2bd19312a', '/tacaswell/matplotlib/commit/613ea28017f6fba58393e0a419ccdb09acec37c2', '/tacaswell/matplotlib/commit/8e64eedf85dd7d73a2587f1a4f8cbc50817b0114']"
4185,['/matplotlib/matplotlib/issues/4186'],[],[]
4180,['/matplotlib/matplotlib/issues/4184'],[],"['/ianthomas23/matplotlib/commit/fcbea4a54d1e7813c79eeba39358a0dfd22b57ad', '/matplotlib/matplotlib/commit/2077a46f78d3565628bb2b8d497876869ae3b0b7']"
4162,"['/matplotlib/matplotlib/issues/4157', '/matplotlib/matplotlib/issues/4531', '/matplotlib/matplotlib/issues/5197', '/matplotlib/matplotlib/issues/5199', '/matplotlib/matplotlib/issues/5242']",[],"['/mwaskom/seaborn/commit/4b4f300eb3bf6db482d6d2bd279f76d1d1a9cdc2', '/matplotlib/matplotlib/commit/308fae57e3b84407e963e2ef6fb76a794649e7b4', '/mwaskom/seaborn/commit/692551c58c850653abdfb500532a69bcd3925ff0']"
4083,['/matplotlib/matplotlib/issues/5423'],['/mwaskom/seaborn/issues/519'],['/cpitclaudel/dBoost/commit/9f763b732a0914e8d28acbebc73bdd8a98c28aed']
4076,[],[],"['/mdboom/matplotlib/commit/10955d73d3823bcc36e848c55cdd5d913ba65dd6', '/mdboom/matplotlib/commit/095699e756f95e133c218e500b5e571a2b5481a2', '/matplotlib/matplotlib/commit/0f204ec8ce5584ba02bdb1a7bd31a44c64c2fc11']"
4053,['/matplotlib/matplotlib/issues/4055'],[],"['/tacaswell/matplotlib/commit/eb858d83c78d278601b6b7a846babc83d7ce53e1', '/matplotlib/matplotlib/commit/c98a90d192bced1671024098726988e5d9b0c8ac']"
4050,['/matplotlib/matplotlib/issues/3998'],[],"['/matplotlib/matplotlib/pull/4050/commits/2fd59d4e42013cb388b76cbd3ab68ea33b8f40fe', '/matplotlib/matplotlib/pull/4050/commits/6931619b594eeeb423ea296929145d92792b4c65', '/matplotlib/matplotlib/pull/4050/commits/44230b573dc946801d0b2237f0e2dbeca42fc150', '/matplotlib/matplotlib/pull/4050/commits/7bc452de2b4e7e3d8afd1a4bfbdcd40871be43b7', '/matplotlib/matplotlib/pull/4050/commits/c2ef01155db2fe933a598b9eca1791fe0dcf3972', '/matplotlib/matplotlib/pull/4050/commits/c9e98c6d2936a415c0039098cffcacb528440407']"
4049,"['/matplotlib/matplotlib/issues/4008', '/matplotlib/matplotlib/issues/4050']",[],[]
4043,['/matplotlib/matplotlib/issues/4097'],[],['/lichri12/matplotlib/commit/63e1c1b500dad25843da5e708701dc51b8463fda']
4024,"['/matplotlib/matplotlib/issues/4201', '/matplotlib/matplotlib/issues/4202', '/matplotlib/matplotlib/issues/4532', '/matplotlib/matplotlib/issues/4609', '/matplotlib/matplotlib/issues/5049', '/matplotlib/matplotlib/issues/5217']",[],"['/tacaswell/matplotlib/commit/857a49c22bb6d4c982a141416c4633938aa862d5', '/tacaswell/matplotlib/commit/8c5a6e03f224c8f111c76b3271b2145a40d5736e', '/matplotlib/matplotlib/commit/8c5a6e03f224c8f111c76b3271b2145a40d5736e', '/mdboom/matplotlib/commit/bfab80e4567573dacbde83f89b60142075eca103']"
3998,"['/matplotlib/matplotlib/issues/4007', '/matplotlib/matplotlib/issues/4049']",[],"['/tacaswell/matplotlib/commit/ef825bff1cfd90fbef53cb541d615df9420dad82', '/tacaswell/matplotlib/commit/9e68161b91c2818f3bec4e7a3ea9cd0bade29c9c', '/tacaswell/matplotlib/commit/24bdc373bcb93072aafe16f422410c6ce55586b5', '/mdboom/matplotlib/commit/7bc452de2b4e7e3d8afd1a4bfbdcd40871be43b7']"
3982,['/matplotlib/matplotlib/issues/3981'],[],"['/pwuertz/matplotlib/commit/31cb78ed4b41190b5fdcb2142947107d117c1195', '/pwuertz/matplotlib/commit/a0cb4e2783f135daa707a866920b89ef8ba56f33', '/matplotlib/matplotlib/pull/3982/commits/d8965dd84d039f4cff5578ade372f94806cb7578', '/matplotlib/matplotlib/pull/3982/commits/9fcd0264177e273153456699980ee08726029165']"
3980,[],[],[]
3977,['/matplotlib/matplotlib/issues/3978'],[],[]
3962,[],[],[]
3922,[],[],['/matplotlib/matplotlib/pull/3922/commits/19f8ed8df1a249f193b47b2affcbc110d9d0490c']
3895,['/matplotlib/matplotlib/issues/4073'],[],"['/efiring/matplotlib/commit/4cc5c39a66899260b16c360e0d36924639a8552e', '/efiring/matplotlib/commit/a5016212c2e217aaffc13d0c2fad378ba3860a4e', '/efiring/matplotlib/commit/18cc8bfba531c80df4761e6273b9589ef2655b6c']"
3824,[],[],"['/mdboom/matplotlib/commit/3c4145b81a4811e1b33a0774db7e05281d511655', '/matplotlib/matplotlib/pull/3824/commits/2c1bc6b057fef01c20cd1a47da9c35bd6264b140']"
3817,"['/matplotlib/matplotlib/issues/4025', '/matplotlib/matplotlib/issues/4034']",[],['/efiring/matplotlib/commit/6260c48f20455e50477c777b49f64b69060c755a']
3816,[],[],[]
3809,"['/matplotlib/matplotlib/issues/3863', '/matplotlib/matplotlib/issues/3866']",[],"['/maxalbert/matplotlib/commit/a3405469e43d9ca6d52a12c54fbef17487b4ca29', '/maxalbert/matplotlib/commit/b5685f4dff571482f5dd5f9143da31229edb4cce']"
3805,[],[],['/matplotlib/matplotlib/commit/e9f0839352b7dad3d2c23e4f3a95e7ac418fed86']
3766,['/matplotlib/matplotlib/issues/3773'],[],['/matplotlib/matplotlib/commit/09191a4656b6a32e61da1df6114d2efc7bc3d842']
3763,[],[],['/matplotlib/matplotlib/pull/3763/commits/56d6257e5ef1dc2592c17d266e9a8e82003f0a97']
3734,"['/matplotlib/matplotlib/issues/3904', '/matplotlib/matplotlib/issues/3905']",[],[]
3728,[],[],['/matplotlib/matplotlib/commit/a2d46ffa6baf7009efdfea398de3fac49bc7a8a6']
3722,[],[],"['/matplotlib/matplotlib/pull/3722/commits/cf43d57f8765e74997307a6a7172aedc150f5910', '/matplotlib/matplotlib/pull/3722/commits/ac9215b5f4dfc4b44f91202c55302a6c32f4ef58', '/matplotlib/matplotlib/pull/3722/commits/6deb32363e9d09785bb1165a196f69567520284f']"
3715,['/matplotlib/matplotlib/issues/4134'],[],['/cimarronm/matplotlib/commit/54abca41433f13e24883922a778cc84d0f295f42']
3709,"['/matplotlib/matplotlib/issues/4025', '/matplotlib/matplotlib/issues/4034']",[],"['/efiring/matplotlib/commit/b0b303166c00541fb19ea8844d3787b72cb7dde9', '/matplotlib/matplotlib/commit/6260c48f20455e50477c777b49f64b69060c755a']"
3633,"['/matplotlib/matplotlib/issues/3634', '/matplotlib/matplotlib/issues/4160']",[],"['/tacaswell/matplotlib/commit/9ba3872780bd99eb106f7ecfa20eeaf95cf3de81', '/matplotlib/matplotlib/commit/b4563d842b53d668f9382c9c015e393c77934619']"
3626,"['/matplotlib/matplotlib/issues/3761', '/matplotlib/matplotlib/issues/3826']",[],['/matplotlib/matplotlib/commit/9e1b7aee1224475c27f80a4200852176d90f71e4']
3622,"['/matplotlib/matplotlib/issues/3976', '/matplotlib/matplotlib/issues/4062']",[],['/matplotlib/matplotlib/pull/3622/commits/8915c964b432b7b36461f07cfdd1ce6b86c52f0a']
3574,[],['/tonysyu/mpltools/issues/23'],"['/matplotlib/matplotlib/pull/3574/commits/d1acaf2c731bdb2792048d72ce221b57ec300131', '/matplotlib/matplotlib/pull/3574/commits/19476de149a1890554e9569f2ef3919732a62936']"
3557,['/matplotlib/matplotlib/issues/3612'],[],[]
3553,[],[],[]
3522,"['/matplotlib/matplotlib/issues/3524', '/matplotlib/matplotlib/issues/3648']",[],[]
3514,"['/matplotlib/matplotlib/issues/3553', '/matplotlib/matplotlib/issues/3696', '/matplotlib/matplotlib/issues/3901', '/matplotlib/matplotlib/issues/3956']",['/aplpy/aplpy/issues/212'],['/matplotlib/matplotlib/pull/3514/commits/350413cb1abc8bb07d52b95e92c039f2d50ee0a6']
3493,['/matplotlib/matplotlib/issues/3495'],[],"['/tacaswell/matplotlib/commit/754db8b407dc74b910ca9212e7e06bd6a1c47fe5', '/matplotlib/matplotlib/commit/e0b9c673926e55fb3f359d547597fe732cb41d1e']"
3483,"['/matplotlib/matplotlib/issues/4068', '/matplotlib/matplotlib/issues/4146']",[],"['/dvijpatel/matplotlib/commit/fdb66ae4866cff6d181acf4c2977462abecdf8ea', '/dvijpatel/matplotlib/commit/8f605e1e73bd6de278ea40864173d030b0519016', '/dvijpatel/matplotlib/commit/7740e8c99d5fe9e77e1dc0a3559782f7d4dce05b']"
3473,['/matplotlib/matplotlib/issues/4727'],[],['/tacaswell/matplotlib/commit/987e5501de93d4860757d726081cd317fac735e5']
3444,"['/matplotlib/matplotlib/issues/3740', '/matplotlib/matplotlib/issues/3741']","['/travis-ci/travis-ci/issues/2726', '/matthew-brett/travis-wheel-builder/issues/2']",[]
3404,['/matplotlib/basemap/issues/163'],[],[]
3392,"['/matplotlib/matplotlib/issues/3614', '/matplotlib/matplotlib/issues/3627']",[],[]
3336,['/matplotlib/matplotlib/issues/3337'],[],"['/tacaswell/matplotlib/commit/519dbfc2f34862734c316074bb872350ad99ac71', '/jbmohler/matplotlib/commit/7eebbbc7b036f37a06dc3224efee230d3a04c246']"
3316,"['/matplotlib/matplotlib/issues/3690', '/matplotlib/matplotlib/issues/5354', '/matplotlib/matplotlib/issues/5609', '/matplotlib/matplotlib/issues/5639']",[],['/RobinD42/matplotlib/commit/187c5bc17156035dd7fccadb516ea3a9628182ed']
3304,[],[],['/matplotlib/matplotlib/commit/d797bc18b4822098345d47212c4627f77173ae90']
3298,[],[],['/matplotlib/matplotlib/pull/3298/commits/ec2aff46351752ed1f546d5ccd99e64e17fb9ce0']
3196,[],['/astropy/astropy/issues/3066'],"['/matplotlib/matplotlib/pull/3196/commits/dab0fcf35cbceed1ddb129b8bc3a4ad5be22dfe3', '/matplotlib/matplotlib/pull/3196/commits/0b0e31149305439b680cc5a26c02b2f4c7d0b0eb', '/matplotlib/matplotlib/pull/3196/commits/9f2b532610b2b3728a98ff4cfab50eb4bd46dc8f']"
3166,['/matplotlib/matplotlib/issues/3167'],[],"['/tacaswell/matplotlib/commit/991247bc3ed68022bdbbe017850056a7ee6c9e8f', '/tacaswell/matplotlib/commit/10bc45ea8baf832f7955153ed042b4f068555ab2']"
3117,['/matplotlib/matplotlib/issues/3131'],[],"['/tacaswell/matplotlib/commit/788f130cecd844503c7731710b63c73bed37b0ff', '/matplotlib/matplotlib/commit/2d2981b87638c901a70d61806bc1b37e907a7363']"
3095,"['/matplotlib/matplotlib/issues/3098', '/matplotlib/matplotlib/issues/3100', '/matplotlib/matplotlib/issues/3508', '/matplotlib/matplotlib/issues/4017', '/matplotlib/matplotlib/issues/4045', '/matplotlib/matplotlib/issues/3817']",[],"['/efiring/matplotlib/commit/d2fbd5f73adddf4a525bf0be4cd09890a8e3b8c5', '/efiring/matplotlib/commit/f511ef93d2bdc088f0a16b1fb6b3d953ed437b18', '/matplotlib/matplotlib/commit/33346c7ce6e31ae30e1a04634a8fb26fcca05b4e', '/tacaswell/matplotlib/commit/f884001578118f578b5c4c73f2349d906e7ee38c']"
3091,['/matplotlib/matplotlib/issues/3102'],[],"['/efiring/matplotlib/commit/60cc4361b69d5e520f797527510e89d71eaa4fa6', '/matplotlib/matplotlib/commit/e53278267e8cb82d4f9f84cb319d22e25bc0db0a']"
3057,"['/matplotlib/matplotlib/issues/1441', '/matplotlib/matplotlib/issues/5718']",[],"['/mdboom/matplotlib/commit/e904b907f18c7dd1fea2f34cf5ad0226295420bd', '/mdboom/matplotlib/commit/9416905d4f4b3c901d8f2f210f0e7ac66f83e558', '/mdboom/matplotlib/commit/724a9bb19a516943341a439081d9ea1179b8b930', '/mdboom/matplotlib/commit/e0201d3f962819c815c7bd6387cc8188e36f863e', '/mdboom/matplotlib/commit/c8d02a430ea326e847ebdaa585dadbe5eed09332', '/mdboom/matplotlib/commit/5e14905a2c3fd13790fb4e46010825f5d431a4eb', '/mdboom/matplotlib/commit/fe3a17102d5cfd53134107a4d0bff23186cb937a', '/mdboom/matplotlib/commit/af067d92b74ba800ed5a86dbf2cb69a9b4e6c5c4', '/matplotlib/matplotlib/commit/6e60ebf86f2f8e64c6e26f0d95173add113cc277']"
3028,['/matplotlib/matplotlib/issues/3036'],[],"['/tacaswell/matplotlib/commit/6037e4e1004b58f7719266ed2da860ba207ec898', '/matplotlib/matplotlib/commit/96d5473560450692ab4053cf6c2254c543630067']"
3026,"['/matplotlib/matplotlib/issues/3027', '/matplotlib/matplotlib/issues/3037']",[],['/tacaswell/matplotlib/commit/fdcb6f4fa5a6c288328ddf7932a0113e37aaa21e']
2980,[],[],['/matplotlib/matplotlib/commit/488eb61e5208454d05a68f952644ec1c7d1f6342']
2964,"['/matplotlib/matplotlib/issues/2968', '/matplotlib/matplotlib/issues/2970']",[],[]
2963,"['/matplotlib/matplotlib/issues/3009', '/matplotlib/matplotlib/issues/3383']",[],"['/solvents/matplotlib/commit/b2c6a999246bc049f6713099029634fdfde71eee', '/solvents/matplotlib/commit/9a7991dad7fc01af80783e15ed131ce967c2087a']"
2941,"['/matplotlib/matplotlib/issues/3012', '/matplotlib/matplotlib/issues/3104']",[],"['/efiring/matplotlib/commit/81ea556ee775afdd1b7620e58e26bd4bb961eb41', '/matplotlib/matplotlib/commit/e5abe8032efdcafdc42269b30eaaad2724e28e1d']"
2842,['/matplotlib/matplotlib/issues/2981'],[],[]
2808,['/matplotlib/matplotlib/issues/2851'],[],[]
2792,['/matplotlib/matplotlib/issues/2798'],[],[]
2732,['/matplotlib/matplotlib/issues/3495'],[],"['/matplotlib/matplotlib/pull/2732/commits/2ba357ed59b87300e506e2bc5ea8809b2dcab59d', '/matplotlib/matplotlib/pull/2732/commits/28331bf75a4c70f0ddc9d2afa69ff2e0d0357972']"
2688,['/matplotlib/matplotlib/issues/3110'],[],[]
2675,[],[],['/matplotlib/matplotlib/pull/2675/commits/c8b4654e6dd38b264e12a66594c23a9b9530fd0c']
2616,"['/matplotlib/matplotlib/issues/2835', '/matplotlib/matplotlib/issues/4143']",[],"['/efiring/matplotlib/commit/a5747e8b8b7612d901e6681b9a70c4f83f5fc160', '/efiring/matplotlib/commit/c59cc75aa800051a5ffff74da97d7add551683e5', '/efiring/matplotlib/commit/f10740c435daa3a8af5ecad1e0768b9fb42a9075', '/efiring/matplotlib/commit/e6e4e04d645613110a9d5041d071e0aee22bf46c']"
2602,"['/matplotlib/matplotlib/issues/2839', '/matplotlib/matplotlib/issues/2938', '/matplotlib/matplotlib/issues/3015']",[],"['/tacaswell/matplotlib/commit/fce36f5a4b4bbcb65c7403f962dcec9556ef46d8', '/tacaswell/matplotlib/commit/fb24cff41e4841b11c2c836fed19eb6eb2e7d9ac', '/tacaswell/matplotlib/commit/da524c8d085c0732c48d2ba83dba45bd086f5d73', '/tacaswell/matplotlib/commit/eaf99935be92e33770907957a316eac22661cc1c', '/tacaswell/matplotlib/commit/380fe2969214ea4014a14e2b69046dbcb109368d', '/mfitzp/matplotlib/commit/f7b3d766f26805227d5aceae672c545f07ce1cf5', '/mfitzp/matplotlib/commit/16759355aaf0e8af08b9f099c1f35ff24848ce5b']"
2556,[],[],"['/tacaswell/matplotlib/commit/1b81e9f655a4e15b29599a02738d8607363a54b2', '/tacaswell/matplotlib/commit/c312ccac6ae9e09e2c12f05ec27059d688c48a45', '/matplotlib/matplotlib/commit/4cc466e5bb60b8c2751908d0e9dfb84d04773345']"
2533,[],[],[]
2525,[],[],['/cimarronm/matplotlib/commit/efa1822867005745f9b90abac6d3ab20d22be5de']
2517,[],[],"['/Khodeir/matplotlib/commit/a216906bf6878b88cb44bc051243b1757db1368e', '/Khodeir/matplotlib/commit/26b24c13e79f00aa29daeb6311e06d2d62df762e']"
2492,['/matplotlib/matplotlib/issues/3118'],[],[]
2425,['/matplotlib/matplotlib/issues/1461'],[],['/matplotlib/matplotlib/pull/2425/commits/731f6c863b9e280d55d809a2d9a8435f468e9865']
2423,"['/matplotlib/matplotlib/issues/2488', '/matplotlib/matplotlib/issues/5925']",[],['/matplotlib/matplotlib/pull/2423/commits/ea4f313bf2e821b1b4e6eee993461e9f3ecca3e2']
2418,[],[],['/matplotlib/matplotlib/pull/2418/commits/aeef93a32b337b033bc99ff304a778283f0fa6fd']
2394,['/matplotlib/matplotlib/issues/2951'],[],[]
2355,[],[],[]
2337,['/matplotlib/matplotlib/issues/2344'],[],[]
2329,['/matplotlib/matplotlib/issues/2351'],[],[]
2299,['/matplotlib/matplotlib/issues/2306'],[],"['/lpsinger/matplotlib/commit/e9220895837dbc1d30ed9c0a567aa3775926fbef', '/lpsinger/matplotlib/commit/b02d3fc80f822cc980b55084951345cf3f708247', '/lpsinger/matplotlib/commit/19777769f5c2ec586cdbf551b5d0d6e871760356', '/lpsinger/matplotlib/commit/b1fbe3228e6bdaec9f8c57f57f19894a77423889']"
2296,['/matplotlib/matplotlib/issues/2352'],[],['/tacaswell/matplotlib/commit/48f594c2e2b05839ea394040b06196f39d9fbfba']
2229,[],[],"['/mdboom/matplotlib/commit/ae6220cb2c74db11558da5f26564728d1ae0cac9', '/matplotlib/matplotlib/pull/2229/commits/eb38caac9ba25d8a484abf1d8e6f2ee652b79357', '/matplotlib/matplotlib/pull/2229/commits/ba1215472f639bce05d547b1e266f4387540a06c']"
2197,['/matplotlib/matplotlib/issues/3014'],[],"['/tacaswell/matplotlib/commit/57494efc2b9e68713e8319942f16a42da2ad9794', '/tacaswell/matplotlib/commit/51b6bc952b1c68fb91eef12d849c89a31210dfb5']"
2187,['/matplotlib/matplotlib/issues/3388'],[],"['/matplotlib/matplotlib/pull/2187/commits/63405ffaa3fb164950d79408855485f5c4b3d9f2', '/matplotlib/matplotlib/pull/2187/commits/2c5ef7beabb4894e8c146fe002fc36ff5d47004e']"
2113,[],[],['/matplotlib/matplotlib/pull/2113/commits/6a80742615843e122a0520e7c0a4b36c850faa83']
2104,[],[],['/matplotlib/matplotlib/pull/2104/commits/64b81aab8a3aae35ab5dc402d833b4b70fb7852a']
1986,['/matplotlib/matplotlib/issues/3710'],[],[]
1980,['/matplotlib/matplotlib/issues/3378'],['/tbreloff/Plots.jl/issues/163'],"['/cimarronm/matplotlib/commit/d2a89900e51dcca7bb7e45d087a01c9b9aa71613', '/cimarronm/matplotlib/commit/481314e82efae04bda1cf3c4c3bfb5a6b1d0f569']"
1962,"['/matplotlib/matplotlib/issues/2755', '/matplotlib/matplotlib/issues/2756']",[],[]
1960,[],[],['/cimarronm/matplotlib/commit/247689ddce6e13849d383d7d11635c4c1ad706a1']
1957,"['/matplotlib/matplotlib/issues/1969', '/matplotlib/matplotlib/issues/1972']",[],"['/leejjoon/matplotlib/commit/e37e8682148c779a593d370414e044d875397b42', '/mdboom/matplotlib/commit/6df3f3320d5e1f2e51371826829d255c32eb6f2e', '/mdboom/matplotlib/commit/14d4327e4687de54d3bb68ab242c71de78a8a028', '/matplotlib/matplotlib/commit/377facb19abc11d27aebca540f96ad30e5a44c51']"
1897,[],[],['/matplotlib/matplotlib/pull/1897/commits/1ed2b1a631314e548253d2d874f2fcaf44daff4c']
1894,"['/matplotlib/matplotlib/issues/1895', '/matplotlib/matplotlib/issues/4260']",[],"['/mdboom/matplotlib/commit/faebb37c7cba89a4088a88377abd18f46d2d1a3e', '/mdboom/matplotlib/commit/5177dce0642cb637f3b952fbee75a2374d3724e6', '/mdboom/matplotlib/commit/eeb52e7002255b5e5b2b155b5fc661d6cc81a718', '/matplotlib/matplotlib/pull/1894/commits/a082e6a1b8785cff2ae12ffcc47aff70f0db6b21']"
1883,['/matplotlib/matplotlib/issues/3893'],[],[]
