number,within_refs,cross_refs,commit_refs
6272,['/scikit-learn/scikit-learn/issues/6269'],[],['/scikit-learn/scikit-learn/pull/6272/commits/79dea7bfbbb397e84828c4aae306a8d6506f5b4a']
6268,['/scikit-learn/scikit-learn/issues/5639'],[],['/scikit-learn/scikit-learn/pull/6268/commits/19024a82e67d4c5b6899d023dfa54ec3d4592b02']
6226,['/scikit-learn/scikit-learn/issues/6229'],[],[]
6202,"['/scikit-learn/scikit-learn/issues/6200', '/scikit-learn/scikit-learn/issues/6221', '/scikit-learn/scikit-learn/issues/6239']",[],"['/kaichogami/scikit-learn/commit/3ea884018982f071aaa5b3f1059f34be24828ef3', '/kaichogami/scikit-learn/commit/0bd565bac988327deac1eec62aeada634044044e']"
6196,['/scikit-learn/scikit-learn/issues/6235'],[],"['/lesteve/scikit-learn/commit/7371c33d5432a1da942bbe0e08a18579a549610f', '/scikit-learn/scikit-learn/commit/3933ff4b519f7562ac8c84ca4b5b8d7db766a4b4', '/glemaitre/scikit-learn/commit/160df326a63cae31fee19923ec6c21d79826fb7a', '/yarikoptic/scikit-learn/commit/55dfe49735e651c7cfb6955c47e54b9b76c5c408', '/yarikoptic/scikit-learn/commit/1452704c18a48b43fb980c74f5458cadf414eae9', '/yarikoptic/scikit-learn/commit/82c41fb015e422500f6e2c504c8f5bb549e546f9', '/mannby/scikit-learn/commit/4f4c1a434e4cb987e170ca91f823015910808093']"
6195,"['/scikit-learn/scikit-learn/issues/6179', '/scikit-learn/scikit-learn/issues/6201', '/scikit-learn/scikit-learn/issues/6482']",[],"['/GaelVaroquaux/scikit-learn/commit/6a7eae5a97b6eba270abaaf17bc82ad56db4290e', '/glemaitre/scikit-learn/commit/3226f80ba0dfe779dc699a95b1cf1fab86bc0931', '/mannby/scikit-learn/commit/61e28f9de5ca808b63e2bd831c4bfa63344d0c4d']"
6193,['/scikit-learn/scikit-learn/issues/6218'],[],[]
6147,"['/scikit-learn/scikit-learn/issues/6179', '/scikit-learn/scikit-learn/issues/6225', '/scikit-learn/scikit-learn/issues/6627', '/scikit-learn/scikit-learn/issues/6783']",[],"['/nfcampos/scikit-learn/commit/36bb04544cf26bbe03b571d1d661c17430808f4b', '/ogrisel/scikit-learn/commit/6556a65e3a36e49725efbe383fe043cb8ab17d6d', '/ogrisel/scikit-learn/commit/a7f7edcd9b18af8586fafac2f1159bd23c057bab', '/ogrisel/scikit-learn/commit/d81dc43ab205b0cbe8bbe39f1ec7806ae8e9bc86', '/ogrisel/scikit-learn/commit/10fe8e5a8b883abe8d38c3e25a16884587a55546', '/ogrisel/scikit-learn/commit/a13460c83396dcaa48efede03a9259baa566fddc', '/ogrisel/scikit-learn/commit/3030ad6e4c01df5dd6636af161402a8c6e0bd392', '/ogrisel/scikit-learn/commit/3427d2015ecf0db04b58466b78a8fd6a6724576e', '/scikit-learn/scikit-learn/commit/613f1ad5617e4e6744a9902ba5b05c3b75972f77', '/scikit-learn/scikit-learn/commit/3bfbdb09d11970fb5ece3e7c0e0492d7bbf0140f', '/glemaitre/scikit-learn/commit/550eff3b3696cc1d46f9a017c6acad0df136eeb2', '/glemaitre/scikit-learn/commit/1e12f7e12f5a24c07280ff876dff8a7a6e2786eb', '/yarikoptic/scikit-learn/commit/55dfe49735e651c7cfb6955c47e54b9b76c5c408', '/yarikoptic/scikit-learn/commit/1452704c18a48b43fb980c74f5458cadf414eae9', '/yarikoptic/scikit-learn/commit/82c41fb015e422500f6e2c504c8f5bb549e546f9', '/mannby/scikit-learn/commit/4349439d13769674354b4f25db41b23a8d1a1e5d', '/mannby/scikit-learn/commit/ccae0fa4af13c78ccaaeb094bb6dc5df0a0fe513']"
6078,"['/scikit-learn/scikit-learn/issues/6081', '/scikit-learn/scikit-learn/issues/6088']",[],[]
5808,['/scikit-learn/scikit-learn/issues/5858'],[],[]
5738,['/scikit-learn/scikit-learn/issues/5773'],[],[]
5725,['/scikit-learn/scikit-learn/issues/5852'],[],"['/scikit-learn/scikit-learn/commit/486d99197fb2a37621e4f76a0673b812e8511190', '/nickyj88/scikit-learn/commit/998848a22eed3b80133cf7907c73da70e83512ea', '/scikit-learn/scikit-learn/commit/887a069b11971afc11c268ddc3a977b2ab05da5a']"
5677,[],[],[]
5671,['/scikit-learn/scikit-learn/issues/5682'],[],[]
5627,[],[],[]
5625,['/scikit-learn/scikit-learn/issues/5626'],[],[]
5623,"['/scikit-learn/scikit-learn/issues/5624', '/scikit-learn/scikit-learn/issues/5635']",[],[]
5608,['/scikit-learn/scikit-learn/issues/6135'],[],"['/dsquareindia/scikit-learn/commit/8392844d9c4a723777cc5e75fb96848c1c685962', '/dsquareindia/scikit-learn/commit/3b9555724f7df06fbb5615fb975f5d945fa50f75']"
5604,['/scikit-learn/scikit-learn/issues/5164'],[],[]
5598,"['/scikit-learn/scikit-learn/issues/5636', '/scikit-learn/scikit-learn/issues/5492']",[],[]
5536,[],[],[]
5502,"['/scikit-learn/scikit-learn/issues/5449', '/scikit-learn/scikit-learn/issues/5688']",[],[]
5495,['/scikit-learn/scikit-learn/issues/5508'],[],[]
5474,"['/scikit-learn/scikit-learn/issues/5472', '/scikit-learn/scikit-learn/issues/5479', '/scikit-learn/scikit-learn/issues/5480', '/scikit-learn/scikit-learn/issues/5500', '/scikit-learn/scikit-learn/issues/5567']",[],[]
5450,['/scikit-learn/scikit-learn/issues/5008'],[],[]
5449,['/scikit-learn/scikit-learn/issues/5502'],[],"['/scikit-learn/scikit-learn/pull/5449/commits/e7a3675eaf83dc6a559b0c13dde4375adfa2daca', '/scikit-learn/scikit-learn/pull/5449/commits/3f86d68f713a75ff38e96ad05d82f95ef40fc9b0', '/scikit-learn/scikit-learn/pull/5449/commits/658129ac5bdd1b11afedd2f7ac0bca824161baf2', '/scikit-learn/scikit-learn/pull/5449/commits/23e39871a8f1a0f57c72ab52c96df06e1abf545e', '/scikit-learn/scikit-learn/pull/5449/commits/2571158168be5f7257935d57cd487a78a58db16f', '/scikit-learn/scikit-learn/pull/5449/commits/9da9b581a4d59a141afd251fed5751693842726e', '/scikit-learn/scikit-learn/pull/5449/commits/f24d94aec4715f4fdfa212a4a0467d94aff05914']"
5433,"['/scikit-learn/scikit-learn/issues/5449', '/scikit-learn/scikit-learn/issues/5502']",[],"['/Jeffrey04/scikit-learn/commit/e7a3675eaf83dc6a559b0c13dde4375adfa2daca', '/Jeffrey04/scikit-learn/commit/3f86d68f713a75ff38e96ad05d82f95ef40fc9b0', '/glouppe/scikit-learn/commit/107c814b95c2403328ef166cd702093c3467a07c', '/glouppe/scikit-learn/commit/7b84f089368d04f8c1b15b262c83ccc1d969ca56']"
5422,['/scikit-learn/scikit-learn/issues/5420'],[],[]
5415,"['/scikit-learn/scikit-learn/issues/5420', '/scikit-learn/scikit-learn/issues/5008']",[],[]
5412,[],['/joblib/joblib/issues/258'],[]
5408,['/scikit-learn/scikit-learn/issues/5416'],[],[]
5407,[],[],[]
5406,['/scikit-learn/scikit-learn/issues/5409'],[],[]
5405,['/scikit-learn/scikit-learn/issues/5423'],[],[]
5404,['/scikit-learn/scikit-learn/issues/5411'],[],[]
5397,"['/scikit-learn/scikit-learn/issues/5398', '/scikit-learn/scikit-learn/issues/5338']","['/PyAbel/PyAbel/issues/51', '/nilearn/nilearn/issues/896']",[]
5389,[],[],[]
5371,['/scikit-learn/scikit-learn/issues/2393'],[],['/scikit-learn/scikit-learn/pull/5371/commits/f60ba72d7b400b10e333608849688c5e290693fd']
5358,"['/scikit-learn/scikit-learn/issues/2821', '/scikit-learn/scikit-learn/issues/6759']",[],"['/scikit-learn/scikit-learn/pull/5358/commits/adf55875ed18b4f067642c808b43de6abc18d8c8', '/scikit-learn/scikit-learn/pull/5358/commits/9a1f30841e557f6b7da619b90d04cb2586da4a59', '/scikit-learn/scikit-learn/pull/5358/commits/d7bf93fd8957a92f381a3c1e9f71e0f768b05975']"
5351,['/scikit-learn/scikit-learn/issues/5362'],[],[]
5340,['/scikit-learn/scikit-learn/issues/5426'],[],"['/absolutelyNoWarranty/scikit-learn/commit/85e273c961d5850a32578ea0c0be7e65d19cef57', '/absolutelyNoWarranty/scikit-learn/commit/62adf04979a4869e70d56540f6e412c21e652832', '/absolutelyNoWarranty/scikit-learn/commit/0baa80017d4266cdf0d8f9fe3daa95ecf3834f67']"
5324,['/scikit-learn/scikit-learn/issues/5402'],[],[]
5267,['/scikit-learn/scikit-learn/issues/5401'],[],[]
5246,['/scikit-learn/scikit-learn/issues/5282'],[],"['/andylamb/scikit-learn/commit/6d389137a5038c7332218f9ee2e727224fdc9518', '/scikit-learn/scikit-learn/commit/176427e28450a7d57e9b31bfb432d083e2db5ee1']"
5235,"['/scikit-learn/scikit-learn/issues/4914', '/scikit-learn/scikit-learn/issues/5356']",[],[]
5177,"['/scikit-learn/scikit-learn/issues/5193', '/scikit-learn/scikit-learn/issues/5197', '/scikit-learn/scikit-learn/issues/5208', '/scikit-learn/scikit-learn/issues/5534', '/scikit-learn/scikit-learn/issues/5692']",[],"['/scikit-learn/scikit-learn/commit/6eef89043e3bac8b8a141d44f788416a9df1cf46', '/scikit-learn/scikit-learn/commit/5af3e03ce6fd6aae095ac56892cea10e0ef7b756']"
5164,"['/scikit-learn/scikit-learn/issues/5534', '/scikit-learn/scikit-learn/issues/5644', '/scikit-learn/scikit-learn/issues/5661']",[],[]
5136,[],[],[]
5135,[],[],[]
5134,"['/scikit-learn/scikit-learn/issues/5149', '/scikit-learn/scikit-learn/issues/5182']",[],[]
5132,['/scikit-learn/scikit-learn/issues/5161'],[],[]
5118,['/scikit-learn/scikit-learn/issues/5253'],[],[]
5107,['/scikit-learn/scikit-learn/issues/5112'],[],['/scikit-learn/scikit-learn/commit/4ac6a90a82e4a8d7b5338c18ae8a16559c98ba10']
5095,['/scikit-learn/scikit-learn/issues/5093'],[],[]
5073,"['/scikit-learn/scikit-learn/issues/5091', '/scikit-learn/scikit-learn/issues/4996', '/scikit-learn/scikit-learn/issues/4223']",[],[]
5045,"['/scikit-learn/scikit-learn/issues/5047', '/scikit-learn/scikit-learn/issues/5049', '/scikit-learn/scikit-learn/issues/5010', '/scikit-learn/scikit-learn/issues/4939', '/scikit-learn/scikit-learn/issues/5052', '/scikit-learn/scikit-learn/issues/5062', '/scikit-learn/scikit-learn/issues/5066', '/scikit-learn/scikit-learn/issues/5064', '/scikit-learn/scikit-learn/issues/5166']",['/NixOS/nixpkgs/issues/9146'],"['/FRidh/nixpkgs/commit/c3b7549d12ef423bf52617313edf47630581e406', '/FRidh/nixpkgs/commit/2cb566cfc47ae707ccad12ee1908753dcdfeb821', '/FRidh/nixpkgs/commit/2651d6ea138c976b2bc9a560818933548b917745', '/FRidh/nixpkgs/commit/9ada7aa2a8ccc8cd6b3d247a5038d311264852e0', '/FRidh/nixpkgs/commit/e457187cf6166d22e41fd6d1d1a2ecf857ec2c83', '/kamilchm/nixpkgs/commit/17e6e5f63f6ff086a5415a4af87ad2aa1aff2a27', '/aborsu/nixpkgs/commit/263dbde13a3cc05cdf95d5155f34fb4acef21ccc']"
5043,['/scikit-learn/scikit-learn/issues/5050'],[],"['/scikit-learn/scikit-learn/commit/7bdeae84e31f3e857f9782748b88ecc7054fcc65', '/scikit-learn/scikit-learn/commit/c96e2013e9e4dd47fb6f9fb7c3b26e3493a7f431', '/scikit-learn/scikit-learn/commit/3971b0af14b4697281396f5737257b4887bbce3b', '/scikit-learn/scikit-learn/commit/2714c328400441e272b7b75c4fa30354dd487ecd', '/scikit-learn/scikit-learn/commit/a7081d797f42aab3b9f76145431b56c679702df1']"
5040,[],[],[]
5033,['/scikit-learn/scikit-learn/issues/5063'],[],[]
5029,['/scikit-learn/scikit-learn/issues/5065'],[],"['/joewreschnig/scikit-learn/commit/abe00e303d1211bc5efcf2ce472601525b4928bb', '/joewreschnig/scikit-learn/commit/051a829e4e06b72f46f980dba6ff9da73089a3f5', '/andylamb/scikit-learn/commit/4de989082d9fc544d3e969f52439af0fc51cafc2', '/joewreschnig/scikit-learn/commit/d5d41c3f7c83a1b81ca31e4430cc946c867465d0']"
5013,"['/scikit-learn/scikit-learn/issues/5012', '/scikit-learn/scikit-learn/issues/5337']",[],[]
5012,"['/scikit-learn/scikit-learn/issues/5299', '/scikit-learn/scikit-learn/issues/5545', '/scikit-learn/scikit-learn/issues/6179']",[],"['/scikit-learn/scikit-learn/pull/5012/commits/6cb51b2a28281d1ebf2ac742605f1aeb569c2ac7', '/scikit-learn/scikit-learn/pull/5012/commits/9f8e062571addccd6eeef8277a28d36ce1649cb2', '/scikit-learn/scikit-learn/pull/5012/commits/8ff339eb5ba4a1353cd228f577e59da6865c066a']"
5008,"['/scikit-learn/scikit-learn/issues/5415', '/scikit-learn/scikit-learn/issues/5420', '/scikit-learn/scikit-learn/issues/5461', '/scikit-learn/scikit-learn/issues/5598', '/scikit-learn/scikit-learn/issues/5626', '/scikit-learn/scikit-learn/issues/6817']",[],"['/scikit-learn/scikit-learn/pull/5008/commits/d439dc4d9e8267dbcf640cbe4be94e818586deed', '/scikit-learn/scikit-learn/commit/efe8399d86a3b6b15beb31f156d59660510f772b']"
4996,['/scikit-learn/scikit-learn/issues/5091'],[],[]
4995,['/scikit-learn/scikit-learn/issues/6179'],[],"['/scikit-learn/scikit-learn/pull/4995/commits/acb67bd773aa6a2416bbfb8b26e10fe3ac6a0996', '/scikit-learn/scikit-learn/pull/4995/commits/043dc9fae30c9e93375f01da65f42a1f5261cb8a', '/scikit-learn/scikit-learn/pull/4995/commits/a989fb6113c8f41fd9db80ee0e8de948228851b8', '/scikit-learn/scikit-learn/pull/4995/commits/9fd8149db775e742bd2c2b00ac246d4715828c7a', '/scikit-learn/scikit-learn/pull/4995/commits/617d28d014b23b0ea40e14838829a8323c5ec530', '/scikit-learn/scikit-learn/pull/4995/commits/c4dae2e7705d6793aa5f067fe4b3ba8a021da73c', '/scikit-learn/scikit-learn/pull/4995/commits/a29676e8687353d07f2caf8da75e80abec67092c', '/scikit-learn/scikit-learn/pull/4995/commits/054384203d1a4fb7aac070a9ce5f64503789bbdb', '/scikit-learn/scikit-learn/pull/4995/commits/6769d81b42aefb5cc56cc5b77bdc0ba3ddafeafa', '/scikit-learn/scikit-learn/pull/4995/commits/7f6b79b7bdb56a6ba5871a375f7b5642eab3d853', '/scikit-learn/scikit-learn/pull/4995/commits/b97e5b495aee4f72977460bca78c84f77003f063', '/scikit-learn/scikit-learn/pull/4995/commits/8cff95f171adb4ecb627d3f7b3cbd626efc5d444', '/scikit-learn/scikit-learn/pull/4995/commits/60cff80db2e99ff3d75aa8137123428337b2ff52', '/scikit-learn/scikit-learn/pull/4995/commits/56796e42d03e5cf22689d897d2b5cae707ae91bf']"
4985,[],[],['/scikit-learn/scikit-learn/commit/cec3bf98f292bfe486c68ee6ffccab9dc4288c1a']
4976,"['/scikit-learn/scikit-learn/issues/5084', '/scikit-learn/scikit-learn/issues/5445']",[],[]
4949,"['/scikit-learn/scikit-learn/issues/4981', '/scikit-learn/scikit-learn/issues/5082']",[],['/betatim/scikit-learn/commit/d428db8fb9e7cb6be9d2ac3b1250fd28f2313c82']
4944,['/scikit-learn/scikit-learn/issues/4967'],[],"['/stephen-hoover/scikit-learn/commit/55407f8ec962baa1640ee137c27b0e86038a5fa5', '/stephen-hoover/scikit-learn/commit/0156dcf114d98d81a2f7acf1363a2f445d4b62d4']"
4942,"['/scikit-learn/scikit-learn/issues/4967', '/scikit-learn/scikit-learn/issues/5063', '/scikit-learn/scikit-learn/issues/5093']",[],[]
4940,['/scikit-learn/scikit-learn/issues/4953'],[],[]
4930,"['/scikit-learn/scikit-learn/issues/4852', '/scikit-learn/scikit-learn/issues/5061']",[],[]
4921,['/scikit-learn/scikit-learn/issues/5262'],[],"['/andylamb/scikit-learn/commit/581056774a1d3fbd4329bfc1bc0ecb4e2c775a1b', '/andylamb/scikit-learn/commit/033ef85ceb9565c98d1c7996664d0d45b827d912', '/jmschrei/scikit-learn/commit/4d3cdea71b767797cb790c6051210863012fd019']"
4907,"['/scikit-learn/scikit-learn/issues/4956', '/scikit-learn/scikit-learn/issues/4938', '/scikit-learn/scikit-learn/issues/5533', '/scikit-learn/scikit-learn/issues/6246']",[],[]
4895,['/scikit-learn/scikit-learn/issues/4955'],[],[]
4893,"['/scikit-learn/scikit-learn/issues/4888', '/scikit-learn/scikit-learn/issues/2821']",[],"['/scikit-learn/scikit-learn/pull/4893/commits/44b3ec84a7e0132175b4ade89ddbab51d498ce76', '/scikit-learn/scikit-learn/pull/4893/commits/74ae2f0702ebcfb9a08e496d2ab614dc4ec623fa']"
4888,['/scikit-learn/scikit-learn/issues/4893'],[],[]
4880,['/scikit-learn/scikit-learn/issues/4891'],[],[]
4879,"['/scikit-learn/scikit-learn/issues/4539', '/scikit-learn/scikit-learn/issues/4894']",[],[]
4846,"['/scikit-learn/scikit-learn/issues/4838', '/scikit-learn/scikit-learn/issues/4851']",[],"['/trevorstephens/scikit-learn/commit/a9f4a325de73d5d8491cdd663d172c9775f3970a', '/trevorstephens/scikit-learn/commit/3193993503c8c3fb9d01e30dabfd4d2dc20fa0ff']"
4845,['/scikit-learn/scikit-learn/issues/4802'],[],['/scikit-learn/scikit-learn/pull/4845/commits/86f13105ee1edd569fff132fac60fb4633395cd8']
4809,[],[],[]
4793,[],[],[]
4786,[],[],['/scikit-learn/scikit-learn/pull/4786/commits/f369d3ab0f39a5c10d93372df6e7f932a62cc011']
4784,[],[],[]
4756,['/scikit-learn/scikit-learn/issues/4761'],[],[]
4755,['/scikit-learn/scikit-learn/issues/4763'],[],[]
4751,['/scikit-learn/scikit-learn/issues/4746'],[],['/scikit-learn/scikit-learn/pull/4751/commits/990a6b402f30e99371e2c641d670547ffc951518']
4746,['/scikit-learn/scikit-learn/issues/4751'],[],[]
4744,"['/scikit-learn/scikit-learn/issues/4745', '/scikit-learn/scikit-learn/issues/4954']",[],"['/ankurankan/scikit-learn/commit/03780309c7c4c252e5991ef9215fdb3bd558df4b', '/ankurankan/scikit-learn/commit/7c7e216365f97f7a70638282e0f7629ed74415f7', '/ankurankan/scikit-learn/commit/c63d44902cfebcd1b628a5742a6c74670c8a0c40', '/ankurankan/scikit-learn/commit/4dc0c07996e17b2a43b4033e5463488c0ccdc0ba', '/ankurankan/scikit-learn/commit/b6e66d2e98d79a97f5b69d96c6d92e15b792ddf3', '/ankurankan/scikit-learn/commit/5292008b1b7916450bd11bcd949ab2a8eaeb36a7', '/ankurankan/scikit-learn/commit/42434121734c57ec6df109afa1cbca6623ad3e4b']"
4737,[],"['/sphinx-doc/sphinx/issues/1892', '/nilearn/nilearn/issues/712']",[]
4731,['/scikit-learn/scikit-learn/issues/4733'],[],[]
4721,[],[],[]
4719,['/scikit-learn/scikit-learn/issues/4702'],[],[]
4717,[],[],[]
4705,['/scikit-learn/scikit-learn/issues/4700'],[],['/scikit-learn/scikit-learn/pull/4705/commits/c5b395fb3e6b411d45bf1ad1b868ead7c3289af0']
4701,['/scikit-learn/scikit-learn/issues/4197'],[],[]
4700,['/scikit-learn/scikit-learn/issues/4705'],[],[]
4684,['/scikit-learn/scikit-learn/issues/4775'],[],['/scikit-learn/scikit-learn/pull/4684/commits/dd9641f707886ce59ec44e10b8c5a1f1416e76b0']
4666,['/scikit-learn/scikit-learn/issues/3306'],[],[]
4654,[],[],['/scikit-learn/scikit-learn/pull/4654/commits/36c7ddb7f8a49f37235a4212bd30abc919b49c16']
4646,"['/scikit-learn/scikit-learn/issues/4942', '/scikit-learn/scikit-learn/issues/4933']",[],[]
4641,['/scikit-learn/scikit-learn/issues/4650'],[],[]
4634,"['/scikit-learn/scikit-learn/issues/4638', '/scikit-learn/scikit-learn/issues/4714']",[],[]
4625,['/scikit-learn/scikit-learn/issues/4654'],[],[]
4620,[],[],[]
4615,[],[],[]
4597,"['/scikit-learn/scikit-learn/issues/4678', '/scikit-learn/scikit-learn/issues/4684', '/scikit-learn/scikit-learn/issues/4773']",[],['/ogrisel/scikit-learn/commit/dd9641f707886ce59ec44e10b8c5a1f1416e76b0']
4591,['/scikit-learn/scikit-learn/issues/4923'],[],[]
4564,[],[],[]
4562,[],[],"['/scikit-learn/scikit-learn/pull/4562/commits/8d4b9d68a37db4c4a35646c7300f933ea9e8108a', '/scikit-learn/scikit-learn/pull/4562/commits/8c31b793c5a8858c1daebe0f237c810a86e724aa', '/scikit-learn/scikit-learn/pull/4562/commits/249a96bc968d0e7f9e719fd7ed53656f53fa1fa4', '/scikit-learn/scikit-learn/pull/4562/commits/e72e38bd3f870a216204bf4465d4f9786d601d39', '/scikit-learn/scikit-learn/pull/4562/commits/10a056f71b6f7bc4b0e0ae1fb60fba50e3b7fe93', '/scikit-learn/scikit-learn/pull/4562/commits/141a74bba6bb7284ec14f1b09bfceb577d633616', '/scikit-learn/scikit-learn/pull/4562/commits/f28b41fb76064da2b5b96fa9a6288cc007e97a63', '/scikit-learn/scikit-learn/pull/4562/commits/eff590ab6334100830fb40182849950d12f2e82a']"
4559,['/scikit-learn/scikit-learn/issues/4590'],[],"['/jfraj/scikit-learn/commit/a56bfa827fbbdd668bb919a2c3b5f7a4c4ec823c', '/jfraj/scikit-learn/commit/08cfbfbf04d3eaa0d8584ce16194661625ec85fd', '/jfraj/scikit-learn/commit/0b95366864e110a187bba9ac0ca114716a4a9726', '/jfraj/scikit-learn/commit/c9510ed19111be417dfdea10a2ac602f77bde012']"
4556,"['/scikit-learn/scikit-learn/issues/4588', '/scikit-learn/scikit-learn/issues/4671']",[],[]
4540,"['/scikit-learn/scikit-learn/issues/4497', '/scikit-learn/scikit-learn/issues/4541']",[],[]
4538,[],[],[]
4536,"['/scikit-learn/scikit-learn/issues/4535', '/scikit-learn/scikit-learn/issues/4537']",[],[]
4528,"['/scikit-learn/scikit-learn/issues/4529', '/scikit-learn/scikit-learn/issues/4534', '/scikit-learn/scikit-learn/issues/4161']",[],['/scikit-learn/scikit-learn/pull/4528/commits/79ea587e05d06d610fcdbf2a26ae13cdb9496d18']
4524,['/scikit-learn/scikit-learn/issues/4526'],[],"['/jcm1317/scikit-learn/commit/1d015d53d8c3f6aa0ff13417531ecd156d205555', '/jcm1317/scikit-learn/commit/155596d32ddb313cc23e782d854a133d4bea2174']"
4523,"['/scikit-learn/scikit-learn/issues/4522', '/scikit-learn/scikit-learn/issues/5460', '/scikit-learn/scikit-learn/issues/6932']",[],[]
4512,"['/scikit-learn/scikit-learn/issues/4517', '/scikit-learn/scikit-learn/issues/4252', '/scikit-learn/scikit-learn/issues/5234']",[],[]
4509,"['/scikit-learn/scikit-learn/issues/4512', '/scikit-learn/scikit-learn/issues/4511']",[],[]
4507,['/scikit-learn/scikit-learn/issues/4535'],[],"['/scikit-learn/scikit-learn/pull/4507/commits/a6cf751891068c67f78d8c646f8e9bb571964455', '/scikit-learn/scikit-learn/pull/4507/commits/61d189a2bdf961571c6b2f95298513d85bbb2351', '/scikit-learn/scikit-learn/pull/4507/commits/45182f965b67dfefa6be5ea6a1ef689199c8083a', '/scikit-learn/scikit-learn/pull/4507/commits/e77d36e771cf858debc909c9e99e897096ca862b']"
4479,[],[],[]
4461,"['/scikit-learn/scikit-learn/issues/4465', '/scikit-learn/scikit-learn/issues/4467', '/scikit-learn/scikit-learn/issues/4502']",[],"['/giantoak/scikit-learn/commit/4e3e8a01d106b91382acc8ddce82f8b94f75d383', '/giantoak/scikit-learn/commit/d16093923376f586d443e8df398a8b2fe7fba487', '/giantoak/scikit-learn/commit/edf60c0ee2e6926dfd233295bfe31ded0a650d0d']"
4460,['/scikit-learn/scikit-learn/issues/4505'],[],[]
4455,['/scikit-learn/scikit-learn/issues/4478'],[],"['/amueller/scikit-learn/commit/f7fdfd805714cdcc3f0cb522ba8e844ca63e8d27', '/amueller/scikit-learn/commit/d59f3c705616b3742a86c948b9356d366cb2e12b', '/amueller/scikit-learn/commit/1db8f14760c23003feb08ed527dbac8bcc1447eb', '/amueller/scikit-learn/commit/838570cc8a1a20f1b90d48f3ca71fa5b0fd0ce59']"
4448,[],[],"['/scikit-learn/scikit-learn/pull/4448/commits/6f335af7ee3107b5007ee232c6f05342bebe09c6', '/scikit-learn/scikit-learn/pull/4448/commits/5018a44ccf7c2889698c3f19136b4920ffce21d7', '/scikit-learn/scikit-learn/pull/4448/commits/5ba271bd39ee5cf7f55f7e062ed30910dca8297f', '/scikit-learn/scikit-learn/pull/4448/commits/d0db91a144269b9c24ef74464eead5d2034d157a']"
4447,['/scikit-learn/scikit-learn/issues/4448'],[],[]
4446,[],[],[]
4442,[],[],[]
4436,"['/scikit-learn/scikit-learn/issues/3747', '/scikit-learn/scikit-learn/issues/3722']",[],"['/scikit-learn/scikit-learn/pull/4436/commits/04078be7da9cbb658ef9c93941f43c9e475ed86d', '/scikit-learn/scikit-learn/pull/4436/commits/cbe8053acfb8a7725110361c7492f54e9adbaa6a', '/scikit-learn/scikit-learn/pull/4436/commits/b596dfcfef0b3330b682be3f0f097025512e838f']"
4435,"['/scikit-learn/scikit-learn/issues/4600', '/scikit-learn/scikit-learn/issues/5088']",[],['/scikit-learn/scikit-learn/pull/4435/commits/e3c9294dcdc1c55b3064e97032fb8f21ed54941e']
4430,[],['/joblib/joblib/issues/198'],[]
