number,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
4523,issue,lesteve,2016-06-29T15:06:00Z,#6932,close,"['#4522', '#5460', '#6932']",23,5,"['amueller', 'jnothman', 'jakevdp', 'ogrisel', 'tomMoral']"
4512,issue,ogrisel,2015-10-12T11:34:56Z,,close,"['#4517', '#4252', '#5234']",7,4,"['ThatGeoGuy', 'agramfort', 'amueller', 'ogrisel']"
4509,issue,amueller,2015-09-09T22:32:47Z,,close,"['#4512', '#4511']",9,4,"['natoromano', 'amueller', 'xuewei4d', 'atabakd']"
4507,pr,,,,,[],18,5,"['zhaipro', 'amueller', 'landscape-bot', 'ogrisel', 'coveralls']"
4479,issue,amueller,2015-04-01T17:33:25Z,,close,[],3,2,"['arjoly', 'amueller']"
4461,issue,amueller,2015-04-19T19:57:43Z,,close,"['#4467', '#4502']",5,3,"['samzhang111', 'jnothman', 'amueller']"
4460,issue,amueller,2015-04-03T17:41:24Z,,close,['#4505'],17,4,"['amueller', 'jmetzen', 'agramfort', 'lesteve']"
4455,issue,ogrisel,2015-10-15T11:39:47Z,#4478,close,['#4478'],7,3,"['aishnogah', 'amueller', 'lesteve']"
4448,pr,,,,,[],10,5,"['pprett', 'landscape-bot', 'amueller', 'arjoly', 'coveralls']"
4447,issue,pprett,2015-03-26T12:58:16Z,#4448,close,['#4448'],4,3,"['arjoly', 'pprett', 'amueller']"
4446,issue,amueller,2015-03-25T22:17:07Z,,close,[],14,2,"['ematvey', 'amueller']"
4442,issue,ogrisel,2015-03-26T14:32:57Z,,close,[],16,4,"['dartdog', 'Barmaley-exe', 'amueller', 'ogrisel']"
4436,pr,,,,,['#3722'],8,5,"['ogrisel', 'landscape-bot', 'coveralls', 'ngoix', 'amueller']"
4435,pr,,,,,['#5088'],15,5,"['hhchen1105', 'landscape-bot', 'coveralls', 'amueller', 'lesteve']"
4430,issue,amueller,2015-03-20T20:26:04Z,,close,[],9,2,"['dave1g', 'amueller']"
4427,pr,,,,,"['#4421', '#4415']",7,5,"['amueller', 'landscape-bot', 'coveralls', 'ogrisel', 'eickenberg']"
4422,pr,,,,,[],5,4,"['trevorstephens', 'landscape-bot', 'amueller', 'ogrisel']"
4415,issue,amueller,2015-09-09T22:56:32Z,,close,"['#4427', '#4428']",16,3,"['StevenLOL', 'amueller', 'GaelVaroquaux']"
4404,issue,AdamSLevy,2015-03-23T20:26:14Z,,close,[],13,3,"['AdamSLevy', 'amueller', 'ogrisel']"
4402,pr,,,,,"['#4387', '#4719']",17,5,"['amueller', 'coveralls', 'landscape-bot', 'ogrisel', 'kastnerkyle']"
4399,issue,ogrisel,2015-03-23T09:49:52Z,#4422,close,['#4422'],54,3,"['trevorstephens', 'amueller', 'ogrisel']"
4390,pr,,,,,[],7,3,"['Barmaley-exe', 'ogrisel', 'amueller']"
4387,issue,ogrisel,2015-03-18T19:11:45Z,#4402,close,['#4402'],9,2,"['yarikoptic', 'amueller']"
4386,issue,amueller,2015-03-16T19:59:38Z,#4390,close,"['#4390', '#4462']",5,4,"['yarikoptic', 'amueller', 'Barmaley-exe', 'ogrisel']"
4384,issue,mblondel,2015-03-12T14:09:33Z,7fa9b0e,close,[],1,1,['mblondel']
4377,pr,,,,,[],30,5,"['vinayak-mehta', 'amueller', 'coveralls', 'raghavrv', 'ogrisel']"
4375,issue,glouppe,2015-10-19T09:48:19Z,,close,[],3,3,"['koszpe', 'glouppe', 'amueller']"
4374,issue,ogrisel,2015-03-20T11:56:40Z,119bc20,close,['#4377'],11,3,"['amueller', 'vinayak-mehta', 'Barmaley-exe']"
4358,issue,ogrisel,2015-03-11T18:43:05Z,,close,[],7,2,"['ogrisel', 'amueller']"
4327,issue,glouppe,2016-02-11T10:42:47Z,#5863,close,['#5863'],3,2,"['trevorstephens', 'amueller']"
4324,issue,amueller,2015-10-14T16:17:32Z,,close,['#4347'],25,4,"['hannawallach', 'amueller', 'trevorstephens', 'ogrisel']"
4322,pr,,,,,"['#4235', '#2274']",13,4,"['amueller', 'ogrisel', 'MechCoder', 'jnothman']"
4319,issue,amueller,2015-03-02T19:49:48Z,,close,[],2,1,['amueller']
4311,issue,ogrisel,2015-03-02T19:35:33Z,,close,"['#3540', '#4318']",9,4,"['amueller', 'vinayak-mehta', 'ogrisel', 'raghavrv']"
4304,issue,ogrisel,2015-03-06T14:07:26Z,,close,['#4313'],7,3,"['amueller', 'vinayak-mehta', 'ogrisel']"
4303,issue,ogrisel,2015-03-06T14:05:36Z,,close,"['#4121', '#4317']",7,2,"['ogrisel', 'jnothman']"
4302,pr,,,,,"['mjbommar/scikit-learn#1', '#4297', '#4185', '#2274']",36,5,"['amueller', 'agramfort', 'mjbommar', 'coveralls', 'ogrisel']"
4297,issue,GaelVaroquaux,2015-03-06T21:46:24Z,,close,"['#4185', '#1', '#4302']",9,4,"['ogrisel', 'mjbommar', 'amueller', 'GaelVaroquaux']"
4268,issue,ogrisel,2015-02-27T10:35:30Z,,close,['#4285'],8,3,"['hannawallach', 'amueller', 'ogrisel']"
4262,issue,ogrisel,2015-03-03T21:08:22Z,#4326,close,"['#4278', '#4326']",14,3,"['amueller', 'Barmaley-exe', 'ogrisel']"
4260,issue,ogrisel,2015-02-25T15:23:10Z,#4261,close,"['#4261', '#3872', '#5434', '#5469']",1,1,['ogrisel']
4252,issue,ogrisel,2015-09-10T07:26:54Z,,close,"['#4245', '#3']",5,2,"['ogrisel', 'amueller']"
4245,pr,ogrisel,2015-02-26T09:47:15Z,feceab6,merge,[],12,5,"['ogrisel', 'agramfort', 'amueller', 'raghavrv', 'arjoly']"
4238,issue,amueller,2015-02-11T00:21:26Z,,close,[],11,3,"['Thunder1989', 'jnothman', 'amueller']"
4235,issue,ogrisel,2015-03-20T12:05:11Z,#4322,close,['#4322'],18,2,"['amueller', 'vinayak-mehta']"
4227,issue,amueller,2015-03-03T22:12:24Z,#4234,close,['#4234'],2,2,"['Treora', 'amueller']"
4224,issue,MechCoder,2015-02-12T16:44:25Z,#4226,close,['#4226'],3,2,"['jamestwebber', 'amueller']"
4212,issue,ogrisel,2015-10-28T17:00:09Z,,close,[],4,2,"['ogrisel', 'amueller']"
4206,pr,,,,,['#4059'],23,4,"['ogrisel', 'coveralls', 'jnothman', 'amueller']"
4185,pr,,,,,['#4184'],45,6,"['mjbommar', 'amueller', 'agramfort', 'GaelVaroquaux', 'NelleV', 'ogrisel']"
4184,issue,ogrisel,2015-03-06T16:29:46Z,#4302,close,"['#4185', '#4302']",13,3,"['mjbommar', 'raghavrv', 'amueller']"
4182,pr,,,,,['#1637'],12,4,"['amueller', 'fluctuation', 'ogrisel', 'acidghost']"
4176,pr,,,,,[],5,3,"['amueller', 'agramfort', 'ogrisel']"
4175,pr,,,,,[],5,2,"['amueller', 'ogrisel']"
4168,issue,amueller,2015-02-27T22:10:49Z,a5a800e,close,[],8,4,"['otakar-smrz', 'amueller', 'agramfort', 'Barmaley-exe']"
4156,pr,,,,,['#4154'],8,3,"['AlexanderFabisch', 'amueller', 'larsmans']"
4154,issue,larsmans,2015-01-27T21:36:21Z,,close,[],8,4,"['bthirion', 'amueller', 'AlexanderFabisch', 'larsmans']"
4150,pr,,,,,[],10,4,"['cathydeng', 'amueller', 'GaelVaroquaux', 'jnothman']"
4146,pr,,,,,[],12,6,"['amueller', 'agramfort', 'ogrisel', 'ajtulloch', 'bthirion', 'coveralls']"
4144,issue,amueller,2015-03-10T21:43:46Z,,close,[],8,3,"['SylvainTakerkart', 'amueller', 'raghavrv']"
4141,pr,,,,,[],4,3,"['amueller', 'GaelVaroquaux', 'larsmans']"
4137,pr,,,,,[],7,3,"['amueller', 'jnothman', 'ogrisel']"
4136,pr,,,,,"['#4149', '#3440', '#4064', '#4132', '#4056', '#4133', '#4124']",19,5,"['amueller', 'agramfort', 'arjoly', 'coveralls', 'ogrisel']"
4135,issue,amueller,2015-01-22T17:49:23Z,,close,['#4142'],5,2,"['mathDR', 'amueller']"
4130,issue,amueller,2015-03-23T22:22:35Z,,close,[],3,2,"['ZhiNie', 'amueller']"
4127,issue,larsmans,2015-02-07T21:36:46Z,,close,[],4,4,"['wizeman', 'jnothman', 'larsmans', 'amueller']"
4124,issue,amueller,2015-02-25T18:56:55Z,,close,['#4136'],7,2,"['h10r', 'amueller']"
4121,pr,,,,,"['#4072', '#4303']",21,4,"['seowyanyi', 'jnothman', 'amueller', 'ogrisel']"
4109,pr,,,,,[],7,3,"['amueller', 'agramfort', 'wadawson']"
4102,issue,amueller,2015-02-10T16:19:21Z,,close,[],28,6,"['vineetp13', 'amueller', 'raghavrv', 'jnothman', 'tkuboi', 'lesteve']"
4074,issue,jnothman,2015-01-14T10:58:20Z,#4093,close,['#4093'],10,4,"['oeddyo', 'jnothman', 'MechCoder', 'amueller']"
4072,issue,jnothman,2015-03-03T20:02:26Z,,close,"['#4073', '#4046', '#4121', '#4317']",13,4,"['jnothman', 'seowyanyi', 'amueller', 'GaelVaroquaux']"
4064,pr,,,,,"['#4063', '#4162', '#4143', '#3907', '#4132']",37,4,"['amueller', 'jnothman', 'ogrisel', 'coveralls']"
4063,issue,ogrisel,2015-02-06T18:22:40Z,#4064,close,['#4064'],7,3,"['pmaher86', 'jnothman', 'amueller']"
4059,issue,jnothman,2015-02-07T10:54:52Z,,close,"['#4136', '#4206']",8,3,"['amueller', 'jnothman', 'ogrisel']"
4055,issue,amueller,2015-02-24T21:39:25Z,,close,['#4057'],4,2,"['amueller', 'GaelVaroquaux']"
4046,pr,,,,,"['#4015', '#1400', '#4235']",81,4,"['MechCoder', 'jnothman', 'amueller', 'coveralls']"
4039,pr,,,,,[],8,2,"['wadawson', 'amueller']"
4036,issue,amueller,2015-02-03T18:52:42Z,87c9ba7,close,"['#4039', '#4802']",8,3,"['wadawson', 'amueller', 'raghavrv']"
4015,issue,MechCoder,2015-01-29T09:08:30Z,,close,"['#4019', '#4046']",17,4,"['MechCoder', 'jnothman', 'jakevdp', 'amueller']"
4006,issue,ogrisel,2015-02-24T21:33:21Z,#4057,close,"['#3755', '#4057']",7,3,"['MidoriYakumo', 'agramfort', 'amueller']"
3984,issue,amueller,2014-12-27T17:58:09Z,,close,['#3987'],8,3,"['davidbrough1', 'amueller', 'raghavrv']"
