number,issue_rel,rel_time,rel_author,rel_comment,type
5625,scikit-learn/scikit-learn#5626,2015-11-01 23:06:37,amueller,1,within
5623,joblib/joblib#263,2015-10-30 09:33:11,ogrisel,0,cross
5604,scikit-learn/scikit-learn#5534,2015-10-28 08:02:23,glouppe,1,within
5598,scikit-learn/scikit-learn#5008,2015-10-26 23:22:09,TomDLT,0,within
5598,scikit-learn/scikit-learn#5274,2015-10-26 23:22:09,TomDLT,0,within
5598,scikit-learn/scikit-learn#5636,2015-11-01 23:05:30,amueller,5,within
5502,scikit-learn/scikit-learn#5449,2015-10-21 08:47:20,amueller,0,within
5502,scikit-learn/scikit-learn#5433,2015-10-21 08:47:20,amueller,0,within
5502,scikit-learn/scikit-learn#5449,2015-10-26 20:56:50,vinayak-mehta,6,within
5502,scikit-learn/scikit-learn#5688,2015-11-02 20:01:29,amueller,8,within
5495,scikit-learn/scikit-learn#5508,2015-10-21 11:19:34,dohmatob,7,within
5495,scikit-learn/scikit-learn#5508,2015-10-23 14:31:26,amueller,10,within
5474,scikit-learn/scikit-learn#5479,2015-10-20 10:07:08,GaelVaroquaux,6,within
5449,scikit-learn/scikit-learn#5433,2015-10-19 11:34:50,Jeffrey04,0,within
5415,scikit-learn/scikit-learn#5420,2015-10-16 13:41:18,raghavrv,9,within
5415,scikit-learn/scikit-learn#5008,2015-10-17 08:39:17,TomDLT,10,within
5407,scikit-learn/scikit-learn#5237,2015-10-16 15:33:47,amueller,3,within
5407,scikit-learn/scikit-learn#5436,2015-10-21 08:58:04,amueller,6,within
5404,scikit-learn/scikit-learn#5411,2015-10-16 12:28:40,raghavrv,1,within
5397,scikit-learn/scikit-learn#5398,2015-10-14 12:08:00,raghavrv,6,within
5389,scikit-learn/scikit-learn#5476,2015-10-20 07:40:43,adijo,4,within
5389,scikit-learn/scikit-learn#5658,2015-11-02 18:04:22,amueller,5,within
5371,scikit-learn/scikit-learn#2393,2015-10-08 22:00:32,ylow,0,within
5371,scikit-learn/scikit-learn#2393,2015-10-08 23:22:25,jnothman,2,within
5371,scikit-learn/scikit-learn#2393,2015-10-08 23:35:48,ylow,3,within
5358,scikit-learn/scikit-learn#2821,2015-10-07 14:47:44,arthurmensch,0,within
5358,scikit-learn/scikit-learn#5507,2015-10-21 17:02:25,arthurmensch,12,within
5267,scikit-learn/scikit-learn#5401,2015-10-14 20:05:53,amueller,13,within
5267,scikit-learn/scikit-learn#5401,2015-10-14 21:08:35,myflyinggip,14,within
5267,scikit-learn/scikit-learn#5401,2015-10-15 11:50:06,lesteve,16,within
5267,scikit-learn/scikit-learn#5401,2015-10-15 11:58:05,lesteve,17,within
5235,scikit-learn/scikit-learn#4914,2015-10-07 08:26:52,raghavrv,4,within
5235,scikit-learn/scikit-learn#4914,2015-10-07 09:26:04,ogrisel,5,within
5177,scikit-learn/scikit-learn#5197,2015-09-01 12:12:33,garbas,5,within
5177,scikit-learn/scikit-learn#5692,2016-01-20 15:10:27,amueller,10,within
5164,scikit-learn/scikit-learn#5604,2015-10-30 19:30:54,amueller,9,within
5164,scikit-learn/scikit-learn#5534,2015-10-30 19:30:54,amueller,9,within
5164,scikit-learn/scikit-learn#5644,2015-11-02 00:15:18,amueller,12,within
5164,scikit-learn/scikit-learn#5534,2015-11-02 01:00:30,amueller,13,within
5135,scikit-learn/scikit-learn#4511,2015-08-18 21:24:58,amueller,1,within
5135,scikit-learn/scikit-learn#5152,2015-09-09 14:52:38,amueller,2,within
5132,scikit-learn/scikit-learn#5161,2015-08-26 02:17:35,dubstack,7,within
5118,scikit-learn/scikit-learn#5253,2015-09-24 20:53:00,amueller,2,within
5118,scikit-learn/scikit-learn#5253,2015-09-28 15:18:13,ogrisel,3,within
5107,scikit-learn/scikit-learn#5112,2015-08-12 10:50:00,dubstack,7,within
5095,scikit-learn/scikit-learn#5093,2015-08-07 14:55:54,amueller,1,within
5095,scikit-learn/scikit-learn#5093,2015-08-07 15:16:47,TomDLT,2,within
5095,scikit-learn/scikit-learn#5093,2015-08-07 16:11:16,olologin,3,within
5073,scikit-learn/scikit-learn#4223,2015-08-15 10:07:08,jnothman,7,within
5045,scikit-learn/scikit-learn#5047,2015-07-29 01:48:16,amueller,1,within
5033,scikit-learn/scikit-learn#5063,2015-07-30 20:48:45,amueller,2,within
5029,scikit-learn/scikit-learn#5293,2015-12-10 14:53:47,raghavrv,8,within
5013,scikit-learn/scikit-learn#5337,2015-10-02 21:13:08,ogrisel,12,within
5012,scikit-learn/scikit-learn#5013,2015-07-22 07:26:48,ogrisel,1,within
5012,scikit-learn/scikit-learn#5020,2015-07-23 07:16:32,ogrisel,10,within
5012,scikit-learn/scikit-learn#5141,2015-10-21 15:49:59,giorgiop,31,within
5008,scikit-learn/scikit-learn#5415,2015-07-20 14:02:20,TomDLT,0,within
5008,scikit-learn/scikit-learn#5450,2015-07-20 14:02:20,TomDLT,0,within
5008,scikit-learn/scikit-learn#5420,2015-07-20 14:02:20,TomDLT,0,within
5008,scikit-learn/scikit-learn#5415,2015-10-19 09:55:44,TomDLT,3,within
5008,scikit-learn/scikit-learn#5450,2015-10-19 09:55:44,TomDLT,3,within
5008,scikit-learn/scikit-learn#5420,2015-10-19 09:55:44,TomDLT,3,within
4996,scikit-learn/scikit-learn#4223,2015-08-15 10:13:51,jnothman,10,within
4996,scikit-learn/scikit-learn#5073,2015-08-15 13:40:32,jnothman,11,within
4996,scikit-learn/scikit-learn#4223,2015-08-15 13:40:32,jnothman,11,within
4985,clustering/31456290#31456290,2015-07-16 14:11:00,andrewww,0,cross
4976,scikit-learn/scikit-learn#5060,2015-07-30 17:20:37,amueller,2,within
4976,scikit-learn/scikit-learn#5084,2015-08-05 16:54:56,jayflo,4,within
4976,scikit-learn/scikit-learn#5445,2015-10-19 21:31:52,GaelVaroquaux,6,within
4944,scikit-learn/scikit-learn#4967,2015-07-23 20:15:56,stephen-hoover,13,within
4942,scikit-learn/scikit-learn#4646,2015-07-11 21:32:20,amueller,4,within
4942,scikit-learn/scikit-learn#5093,2015-08-06 17:20:54,amueller,21,within
4930,scikit-learn/scikit-learn#4852,2015-08-05 20:55:54,jayflo,6,within
4930,scikit-learn/scikit-learn#5061,2015-08-05 20:55:54,jayflo,6,within
4930,scikit-learn/scikit-learn#4852,2015-08-06 17:40:56,amueller,7,within
4895,scikit-learn/scikit-learn#4955,2015-09-24 20:41:39,amueller,13,within
4893,scikit-learn/scikit-learn#4888,2015-06-24 13:04:41,jmschrei,0,within
4888,scikit-learn/scikit-learn#4893,2015-09-11 19:25:23,amueller,4,within
4846,scikit-learn/scikit-learn#4838,2015-06-11 07:49:22,mblondel,0,within
4845,scikit-learn/scikit-learn#4511,2015-06-10 22:13:43,amueller,1,within
4845,scikit-learn/scikit-learn#5152,2015-09-09 15:00:21,amueller,6,within
4756,scikit-learn/scikit-learn#4761,2015-05-27 16:50:40,amueller,4,within
4751,scikit-learn/scikit-learn#4746,2015-05-20 19:30:18,amueller,0,within
4746,scikit-learn/scikit-learn#4751,2015-05-20 19:30:30,amueller,3,within
4746,scikit-learn/scikit-learn#4751,2015-05-22 11:58:17,ogrisel,7,within
4731,scikit-learn/scikit-learn#4733,2015-05-15 21:54:39,amueller,4,within
4721,scikit-learn/scikit-learn#2691,2015-05-14 10:40:09,StevenLOL,0,within
4721,scikit-learn/scikit-learn#2233,2015-05-14 10:40:09,StevenLOL,0,within
4721,scikit-learn/scikit-learn#2691,2015-05-14 14:04:50,amueller,1,within
4719,scikit-learn/scikit-learn#4402,2015-05-14 19:00:23,amueller,1,within
4719,scikit-learn/scikit-learn#4743,2015-06-01 15:21:37,amueller,3,within
4717,scikit-learn/scikit-learn#4429,2015-05-13 13:41:39,rebeccaroisin,0,within
4701,scikit-learn/scikit-learn#3088,2015-05-11 04:11:59,Renzhh,1,within
4701,scikit-learn/scikit-learn#4197,2015-05-11 15:53:09,amueller,3,within
4701,numpy/numpy#5533,2015-07-28 20:24:48,amueller,7,cross
4701,scikit-learn/scikit-learn#4197,2015-07-28 20:24:48,amueller,7,within
4701,numpy/numpy#5533,2015-07-30 05:42:17,enfeizhan,8,cross
4700,scikit-learn/scikit-learn#4705,2015-05-11 15:41:33,amueller,5,within
4684,scikit-learn/scikit-learn#4597,2015-05-07 14:44:48,ogrisel,0,within
4666,scikit-learn/scikit-learn#759,2015-05-03 18:19:32,amueller,0,within
4654,scikit-learn/scikit-learn#4625,2015-04-30 18:32:05,amueller,0,within
4646,scikit-learn/scikit-learn#5093,2015-09-09 20:21:25,amueller,3,within
4641,scikit-learn/scikit-learn#4090,2015-04-28 13:28:29,jnothman,6,within
4641,scikit-learn/scikit-learn#4090,2015-04-29 01:27:54,amueller,7,within
4641,scikit-learn/scikit-learn#4650,2015-04-30 11:45:49,lesteve,9,within
4634,scikit-learn/scikit-learn#3891,2015-04-27 19:26:55,raghavrv,7,within
4634,scikit-learn/scikit-learn#4638,2015-04-27 19:56:47,amueller,8,within
4634,scikit-learn/scikit-learn#4714,2015-06-08 15:19:47,amueller,11,within
4597,pydata/pandas#9928,2015-04-22 20:01:00,koefoed,5,cross
4597,pydata/pandas#10043,2015-05-01 17:07:29,amueller,10,cross
4597,joblib/joblib#150,2015-05-05 15:33:13,ogrisel,13,cross
4597,pydata/pandas#10043,2015-05-05 15:33:13,ogrisel,13,cross
4597,scikit-learn/scikit-learn#4678,2015-05-05 22:41:26,amueller,27,within
4597,joblib/joblib#214,2015-05-06 08:48:27,ogrisel,28,cross
4556,scikit-learn/scikit-learn#4588,2015-04-13 23:39:28,amueller,11,within
4540,scikit-learn/scikit-learn#4541,2015-04-07 19:02:47,amueller,30,within
4536,scikit-learn/scikit-learn#4537,2015-04-06 21:44:50,amueller,3,within
4528,scikit-learn/scikit-learn#4496,2015-04-06 17:02:34,amueller,0,within
4524,scikit-learn/scikit-learn#4526,2015-04-30 18:17:56,amueller,4,within
4523,scikit-learn/scikit-learn#4522,2015-04-05 20:28:02,amueller,0,within
4523,scikit-learn/scikit-learn#4522,2015-04-06 00:05:13,jnothman,1,within
4523,scikit-learn/scikit-learn#4522,2015-04-06 13:47:47,amueller,3,within
4512,scikit-learn/scikit-learn#4466,2015-04-03 23:18:23,ThatGeoGuy,0,within
4512,scikit-learn/scikit-learn#3367,2015-04-03 23:18:23,ThatGeoGuy,0,within
4512,scikit-learn/scikit-learn#4509,2015-04-03 23:18:23,ThatGeoGuy,0,within
4512,scikit-learn/scikit-learn#4517,2015-04-04 23:34:33,ThatGeoGuy,2,within
4512,scikit-learn/scikit-learn#4511,2015-04-05 18:41:32,amueller,3,within
4512,scikit-learn/scikit-learn#4511,2015-04-05 18:53:48,agramfort,4,within
4512,scikit-learn/scikit-learn#5152,2015-09-09 14:49:13,amueller,5,within
4512,scikit-learn/scikit-learn#5234,2015-10-12 11:34:56,ogrisel,6,within
4509,scikit-learn/scikit-learn#5152,2015-09-09 22:32:45,amueller,8,within
4507,scikit-learn/scikit-learn#4531,2015-04-14 15:32:06,amueller,17,within
4461,scikit-learn/scikit-learn#1769,2015-03-30 02:00:37,jnothman,2,within
4461,scikit-learn/scikit-learn#4467,2015-04-19 19:57:42,amueller,4,within
4460,scikit-learn/scikit-learn#4505,2015-04-03 09:26:49,jmetzen,13,within
4455,scikit-learn/scikit-learn#4478,2015-04-01 01:05:12,amueller,4,within
4455,scikit-learn/scikit-learn#4478,2015-06-19 19:50:23,amueller,6,within
4436,scikit-learn/scikit-learn#3747,2015-03-23 13:54:38,ogrisel,0,within
4435,scikit-learn/scikit-learn#4600,2015-04-17 08:01:36,lesteve,13,within
4430,joblib/joblib#168,2015-03-20 20:22:54,dave1g,6,cross
4430,joblib/joblib#198,2015-03-20 21:08:42,dave1g,8,cross
4427,scikit-learn/scikit-learn#4415,2015-03-20 16:28:15,amueller,0,within
4422,scikit-learn/scikit-learn#4399,2015-03-20 04:05:43,trevorstephens,0,within
4415,scikit-learn/scikit-learn#4427,2015-09-09 22:56:32,amueller,15,within
4415,scikit-learn/scikit-learn#4428,2015-09-09 22:56:32,amueller,15,within
4402,scikit-learn/scikit-learn#3190,2015-03-17 20:52:09,amueller,0,within
4402,scikit-learn/scikit-learn#4387,2015-03-17 20:52:09,amueller,0,within
4399,scikit-learn/scikit-learn#4057,2015-03-18 02:36:52,amueller,10,within
4399,numpy/numpy#5696,2015-03-19 15:06:51,amueller,39,cross
4390,scikit-learn/scikit-learn#4386,2015-03-13 17:08:56,Barmaley-exe,0,within
4387,scikit-learn/scikit-learn#3190,2015-03-12 19:52:31,amueller,2,within
4387,scikit-learn/scikit-learn#4402,2015-03-17 20:52:22,amueller,8,within
4377,scikit-learn/scikit-learn#4374,2015-03-10 12:59:07,vinayak-mehta,0,within
4374,19/28955322#28955322,2015-03-10 02:52:38,amueller,0,cross
4327,scikit-learn/scikit-learn#4324,2015-03-03 03:41:45,trevorstephens,0,within
4327,scikit-learn/scikit-learn#4190,2015-03-03 03:41:45,trevorstephens,0,within
4324,scikit-learn/scikit-learn#4190,2015-03-03 01:46:08,trevorstephens,8,within
4324,scikit-learn/scikit-learn#4347,2015-03-05 22:45:57,amueller,22,within
4324,scikit-learn/scikit-learn#4347,2015-09-20 20:40:45,trevorstephens,23,within
4322,scikit-learn/scikit-learn#4235,2015-03-02 19:51:45,amueller,0,within
4319,scikit-learn/scikit-learn#4320,2015-03-02 17:50:20,amueller,1,within
4311,scikit-learn/scikit-learn#4236,2015-03-02 06:08:44,vinayak-mehta,1,within
4311,scikit-learn/scikit-learn#3473,2015-03-02 14:50:16,ogrisel,3,within
4311,scikit-learn/scikit-learn#4318,2015-03-06 19:37:12,amueller,6,within
4304,scikit-learn/scikit-learn#4235,2015-03-06 14:07:26,ogrisel,6,within
4303,scikit-learn/scikit-learn#4072,2015-02-28 11:56:49,jnothman,1,within
4303,scikit-learn/scikit-learn#1400,2015-02-28 11:56:49,jnothman,1,within
4303,scikit-learn/scikit-learn#4121,2015-02-28 13:24:20,jnothman,3,within
4303,scikit-learn/scikit-learn#4317,2015-03-02 14:40:57,ogrisel,6,within
4302,scikit-learn/scikit-learn#4184,2015-02-27 19:29:28,amueller,0,within
4302,scikit-learn/scikit-learn#4185,2015-02-27 19:29:28,amueller,0,within
4302,scikit-learn/scikit-learn#4297,2015-03-02 22:33:51,mjbommar,23,within
4297,scikit-learn/scikit-learn#4302,2015-02-27 23:08:21,mjbommar,1,within
4297,scikit-learn/scikit-learn#4302,2015-02-27 23:27:27,amueller,2,within
4297,scikit-learn/scikit-learn#4302,2015-02-27 23:33:42,amueller,3,within
4297,scikit-learn/scikit-learn#4302,2015-02-27 23:47:56,mjbommar,4,within
4297,scikit-learn/scikit-learn#4302,2015-03-05 20:38:10,ogrisel,5,within
4252,scikit-learn/scikit-learn#3440,2015-02-16 14:14:30,ogrisel,0,within
4252,scikit-learn/scikit-learn#4511,2015-06-15 20:33:58,amueller,2,within
4252,scikit-learn/scikit-learn#4512,2015-09-09 14:58:01,amueller,3,within
4252,scikit-learn/scikit-learn#5152,2015-09-09 14:58:01,amueller,3,within
4245,scikit-learn/scikit-learn#4214,2015-02-13 23:54:05,ogrisel,0,within
4245,scikit-learn/scikit-learn#4252,2015-02-16 14:34:32,ogrisel,6,within
4235,scikit-learn/scikit-learn#4046,2015-02-10 20:27:22,amueller,0,within
4235,scikit-learn/scikit-learn#4304,2015-03-02 17:44:53,amueller,1,within
4235,scikit-learn/scikit-learn#4313,2015-03-02 17:44:53,amueller,1,within
4235,scikit-learn/scikit-learn#4322,2015-03-02 19:52:09,amueller,4,within
4224,scikit-learn/scikit-learn#1059,2015-02-09 06:13:55,jamestwebber,0,within
4224,scikit-learn/scikit-learn#4226,2015-02-10 16:13:23,amueller,2,within
4212,scikit-learn/scikit-learn#4420,2015-04-03 18:03:17,amueller,1,within
4212,scikit-learn/scikit-learn#4420,2015-04-06 15:39:27,ogrisel,2,within
4206,scikit-learn/scikit-learn#4059,2015-02-05 16:23:51,ogrisel,0,within
4206,scikit-learn/scikit-learn#1769,2015-02-07 10:52:50,jnothman,21,within
4185,scikit-learn/scikit-learn#4184,2015-01-30 00:47:39,mjbommar,0,within
4185,scikit-learn/scikit-learn#4184,2015-01-30 16:12:04,mjbommar,1,within
4185,scikit-learn/scikit-learn#2507,2015-02-01 19:12:58,amueller,6,within
4185,scikit-learn/scikit-learn#4184,2015-02-01 21:36:47,mjbommar,9,within
4185,scikit-learn/scikit-learn#2,2015-02-04 15:31:29,mjbommar,15,within
4185,scikit-learn/scikit-learn#2507,2015-02-26 14:34:15,amueller,23,within
4185,scikit-learn/scikit-learn#4297,2015-02-26 15:06:28,ogrisel,24,within
4185,scikit-learn/scikit-learn#2507,2015-02-26 15:06:28,ogrisel,24,within
4185,scikit-learn/scikit-learn#4184,2015-02-26 15:33:08,mjbommar,25,within
4185,scikit-learn/scikit-learn#4185,2015-02-26 15:39:21,ogrisel,26,within
4185,scikit-learn/scikit-learn#4302,2015-02-28 12:23:11,mjbommar,43,within
4184,scikit-learn/scikit-learn#2507,2015-01-30 00:00:36,mjbommar,0,within
4184,scikit-learn/scikit-learn#4185,2015-01-30 13:12:30,mjbommar,4,within
4184,scikit-learn/scikit-learn#4185,2015-01-31 16:25:40,mjbommar,10,within
4182,scikit-learn/scikit-learn#1637,2015-01-29 20:20:13,amueller,0,within
4182,scikit-learn/scikit-learn#4187,2015-01-30 07:45:32,fluctuation,1,within
4182,scikit-learn/scikit-learn#4187,2015-01-30 16:02:08,amueller,3,within
4182,scikit-learn/scikit-learn#2784,2015-01-31 02:15:56,fluctuation,4,within
4182,scikit-learn/scikit-learn#1637,2015-01-31 02:15:56,fluctuation,4,within
4182,scikit-learn/scikit-learn#4802,2015-09-20 03:37:26,amueller,10,within
4176,scikit-learn/scikit-learn#2356,2015-01-28 21:50:43,amueller,0,within
4175,scikit-learn/scikit-learn#2454,2015-01-28 19:25:10,amueller,0,within
4175,scikit-learn/scikit-learn#1764,2015-01-28 19:25:10,amueller,0,within
4175,scikit-learn/scikit-learn#4802,2015-09-20 03:37:21,amueller,4,within
4154,scikit-learn/scikit-learn#4156,2015-01-27 21:36:20,larsmans,6,within
4146,scikit-learn/scikit-learn#2771,2015-01-22 20:40:20,amueller,0,within
4146,scikit-learn/scikit-learn#2932,2015-01-22 20:40:20,amueller,0,within
4141,scikit-learn/scikit-learn#4070,2015-01-21 20:54:19,amueller,0,within
4136,scikit-learn/scikit-learn#4134,2015-01-20 22:31:03,amueller,0,within
4136,scikit-learn/scikit-learn#4124,2015-01-20 22:31:03,amueller,0,within
4136,scikit-learn/scikit-learn#4133,2015-01-20 22:31:03,amueller,0,within
4136,scikit-learn/scikit-learn#4056,2015-01-20 22:31:03,amueller,0,within
4136,scikit-learn/scikit-learn#4132,2015-01-20 22:31:03,amueller,0,within
4136,scikit-learn/scikit-learn#4064,2015-02-07 08:16:02,amueller,9,within
4136,scikit-learn/scikit-learn#4132,2015-02-07 08:27:44,amueller,10,within
4136,scikit-learn/scikit-learn#4236,2015-02-13 18:17:45,ogrisel,15,within
4127,joblib/joblib#57,2015-01-20 03:24:35,wizeman,2,cross
4124,scikit-learn/scikit-learn#4136,2015-02-25 18:56:55,amueller,6,within
4121,scikit-learn/scikit-learn#4072,2015-01-18 18:55:57,seowyanyi,0,within
4121,scikit-learn/scikit-learn#4072,2015-02-27 19:37:08,ogrisel,14,within
4121,scikit-learn/scikit-learn#4303,2015-02-27 19:37:08,ogrisel,14,within
4121,scikit-learn/scikit-learn#4303,2015-02-28 10:53:35,jnothman,16,within
4121,scikit-learn/scikit-learn#4072,2015-02-28 11:50:31,jnothman,17,within
4121,scikit-learn/scikit-learn#4303,2015-02-28 17:25:09,ogrisel,19,within
4121,scikit-learn/scikit-learn#4317,2015-03-02 14:43:19,ogrisel,20,within
4109,scikit-learn/scikit-learn#4039,2015-01-16 21:34:15,amueller,0,within
4102,scipy/scipy#3025,2015-01-15 23:31:33,raghavrv,9,cross
4102,scikit-learn/scikit-learn#1968,2015-01-15 23:31:33,raghavrv,9,within
4074,scikit-learn/scikit-learn#4093,2015-01-13 18:31:39,MechCoder,7,within
4072,scikit-learn/scikit-learn#1400,2015-01-23 04:52:11,jnothman,8,within
4072,scikit-learn/scikit-learn#1400,2015-01-23 05:33:44,jnothman,9,within
4072,scikit-learn/scikit-learn#4121,2015-03-03 20:02:25,jnothman,12,within
4064,scikit-learn/scikit-learn#4063,2015-01-08 02:19:34,amueller,0,within
4064,scikit-learn/scikit-learn#4136,2015-01-26 19:11:17,amueller,10,within
4064,scikit-learn/scikit-learn#4162,2015-01-26 19:11:17,amueller,10,within
4063,scikit-learn/scikit-learn#4064,2015-01-08 02:19:50,amueller,6,within
4059,scikit-learn/scikit-learn#4206,2015-02-05 16:25:39,ogrisel,7,within
4055,scikit-learn/scikit-learn#4006,2015-01-06 21:25:50,amueller,0,within
4055,scikit-learn/scikit-learn#4057,2015-01-06 22:47:04,amueller,2,within
4055,scikit-learn/scikit-learn#4057,2015-02-24 21:39:25,amueller,3,within
4046,scikit-learn/scikit-learn#4015,2015-01-07 22:53:45,amueller,12,within
4046,scikit-learn/scikit-learn#4015,2015-01-08 00:49:20,jnothman,13,within
4046,numpy/numpy#5456,2015-01-16 04:32:54,MechCoder,41,cross
4046,scikit-learn/scikit-learn#4015,2015-01-16 19:23:03,amueller,42,within
4046,scikit-learn/scikit-learn#1400,2015-01-23 04:34:14,amueller,58,within
4039,scikit-learn/scikit-learn#4036,2014-12-31 18:53:59,wadawson,0,within
4039,scikit-learn/scikit-learn#4109,2015-01-16 21:34:53,amueller,6,within
4015,scikit-learn/scikit-learn#4046,2015-01-29 09:08:29,MechCoder,11,within
4015,scikit-learn/scikit-learn#4046,2015-01-29 10:23:47,jnothman,12,within
4006,scikit-learn/scikit-learn#3755,2014-12-27 18:22:06,agramfort,1,within
4006,scikit-learn/scikit-learn#4057,2015-01-07 16:25:40,amueller,6,within
3984,scikit-learn/scikit-learn#3987,2014-12-27 17:32:01,raghavrv,6,within
3977,scikit-learn/scikit-learn#3939,2014-12-17 18:40:04,amueller,0,within
3977,scikit-learn/scikit-learn#3204,2014-12-17 18:40:04,amueller,0,within
3945,scikit-learn/scikit-learn#2640,2014-12-08 15:57:42,AlexisMignon,1,within
3945,scikit-learn/scikit-learn#2640,2015-01-22 12:45:09,AlexisMignon,4,within
3932,scikit-learn/scikit-learn#4420,2015-04-03 17:55:26,amueller,5,within
3930,scikit-learn/scikit-learn#3107,2014-12-03 18:07:57,ogrisel,5,within
3930,scikit-learn/scikit-learn#5299,2015-09-30 07:56:19,giorgiop,11,within
3930,scikit-learn/scikit-learn#5299,2016-03-11 01:47:09,giorgiop,12,within
3872,scikit-learn/scikit-learn#3578,2014-11-23 12:54:13,jnothman,7,within
3872,scikit-learn/scikit-learn#4260,2015-02-25 13:35:43,ogrisel,10,within
3848,scikit-learn/scikit-learn#2019,2014-11-13 10:29:10,jnothman,1,within
3848,scikit-learn/scikit-learn#2854,2014-11-13 10:29:10,jnothman,1,within
3848,scikit-learn/scikit-learn#3982,2014-12-30 00:15:14,amueller,7,within
3760,scikit-learn/scikit-learn#3117,2014-10-12 13:59:58,nmayorov,2,within
3760,scikit-learn/scikit-learn#2941,2015-01-16 22:31:11,amueller,13,within
3760,scikit-learn/scikit-learn#2941,2015-01-18 06:58:21,Garrett-R,15,within
3760,scikit-learn/scikit-learn#2941,2015-01-19 17:28:48,amueller,16,within
3760,scikit-learn/scikit-learn#2941,2015-01-19 23:35:56,Garrett-R,17,within
3747,scikit-learn/scikit-learn#3722,2014-10-09 18:29:35,ngoix,0,within
3747,scikit-learn/scikit-learn#3725,2014-10-09 18:29:35,ngoix,0,within
3747,scikit-learn/scikit-learn#3722,2014-10-12 14:02:01,ngoix,6,within
3747,scikit-learn/scikit-learn#3725,2014-10-12 14:02:01,ngoix,6,within
3747,scikit-learn/scikit-learn#3722,2015-03-04 09:04:33,ngoix,33,within
3747,scikit-learn/scikit-learn#4436,2015-03-23 13:56:54,ogrisel,40,within
3747,scikit-learn/scikit-learn#4436,2015-03-23 16:12:57,amueller,41,within
3736,scikit-learn/scikit-learn#3736,2014-10-05 02:47:07,jnothman,2,within
3728,scikit-learn/scikit-learn#1,2014-10-08 09:55:56,cosmos2006,5,within
3725,scikit-learn/scikit-learn#3722,2014-09-30 19:15:04,cocuh,0,within
3725,scikit-learn/scikit-learn#3747,2015-03-03 09:10:34,ogrisel,15,within
3722,scikit-learn/scikit-learn#3722,2014-10-09 18:18:46,ngoix,5,within
3722,scikit-learn/scikit-learn#3725,2014-10-09 18:18:46,ngoix,5,within
3722,scikit-learn/scikit-learn#4436,2015-03-23 16:13:19,amueller,8,within
3693,scikit-learn/scikit-learn#1838,2014-09-23 17:25:53,drudd,0,within
3693,scikit-learn/scikit-learn#3255,2014-09-23 17:25:53,drudd,0,within
3693,scikit-learn/scikit-learn#1826,2014-09-23 17:25:53,drudd,0,within
3691,scikit-learn/scikit-learn#3730,2014-10-01 14:30:34,ogrisel,2,within
3691,scikit-learn/scikit-learn#3730,2014-10-02 09:40:42,ogrisel,3,within
3650,scikit-learn/scikit-learn#4270,2015-10-19 17:51:04,glouppe,3,within
