number,within_refs,cross_refs,commit_refs
7409,['/ipython/ipython/issues/7413'],[],['/Carreau/ipython/commit/b3fa9de5ac469ab616bfe23fd0bbdf0b355afb54']
7408,[],['/spyder-ide/spyder/issues/2108'],"['/ipython/ipython/pull/7408/commits/31b4e8191356aba2fc2604dd0c80f6ff900331e2', '/ipython/ipython/pull/7408/commits/320617824cb3a4c7df33e8f1b5f8dd3eb3ae02bc']"
7397,[],[],"['/ipython/ipython/pull/7397/commits/dfd3d3f41bf43193dcd36b54b63c5acb00c8ecd0', '/ipython/ipython/pull/7397/commits/fc0e8d19d02c3d2f9566b642b8098860e12419df']"
7395,"['/ipython/ipython/issues/7414', '/ipython/ipython/issues/7419']",['/codemirror/CodeMirror/issues/3022'],['/Carreau/ipython/commit/d9cea0487fb8277846c41ddc18aceb171b4c7af6']
7394,['/ipython/ipython/issues/7459'],['/jupyter/nbconvert/issues/145'],[]
7372,"['/ipython/ipython/issues/7409', '/ipython/ipython/issues/7413']",[],[]
7367,"['/ipython/ipython/issues/7416', '/ipython/ipython/issues/7474']",[],"['/Carreau/ipython/commit/7e2562030a4ceaf3d0801d67a23908744e261463', '/Carreau/ipython/commit/7ee22b5ca823f4e58379a828b9137c1294f9ebbd', '/Carreau/ipython/commit/c38a54ba93d96f85e1dcba108578b6c16081c630', '/mathieu1/ipython/commit/b9f2db819760585e439c14d6df2c27b71d5d200d']"
7351,[],"['/matplotlib/matplotlib/issues/3962', '/matplotlib/matplotlib/issues/3965', '/matplotlib/matplotlib/issues/4002']",[]
7349,"['/ipython/ipython/issues/7350', '/ipython/ipython/issues/7454']",[],[]
7338,['/ipython/ipython/issues/7460'],[],[]
7334,[],[],[]
7317,['/ipython/ipython/issues/7469'],['/jupyter/notebook/issues/45'],['/takluyver/notebook/commit/72d2e385e323541f62a290a71199aa3c4c997a1f']
7304,[],[],[]
7292,['/ipython/ipython/issues/7307'],[],"['/Carreau/ipython/commit/3d6485bd9be7c480bac19cb0ed5c84816afb7a12', '/quantopian/ipython/commit/3a2725716c4fc7b8e80a11197bc245b4ec466142']"
7291,['/ipython/ipython/issues/7470'],[],[]
7289,[],[],[]
7276,[],[],[]
7265,['/ipython/ipython/issues/7443'],[],[]
7237,"['/ipython/ipython/issues/7258', '/ipython/ipython/issues/7259']",[],['/takluyver/ipython/commit/f0bcc52a73d4efcc498e9c6d180552188af2359d']
7236,['/ipython/ipython/issues/7358'],[],[]
7232,['/ipython/ipython/issues/7235'],[],[]
7100,['/ipython/ipython/issues/7471'],[],[]
7039,[],[],[]
6957,['/ipython/ipython/issues/6916'],[],[]
6954,['/ipython/ipython/issues/7055'],[],[]
6918,['/ipython/ipython/issues/7016'],[],[]
6912,['/ipython/ipython/issues/8908'],[],"['/Fairly/ipython/commit/ee4f107c71f65f664b593a066bb60d17806ae35f', '/Fairly/ipython/commit/7e3697870e6bd98072d0abc2923755e55a7694ea']"
6894,[],[],[]
6893,"['/ipython/ipython/issues/6902', '/ipython/ipython/issues/6904']",['/Calysto/metakernel/issues/51'],['/takluyver/ipython/commit/6792aa5cf8f8c4bd5a528e6724eda0bfd6b0f7f1']
6852,['/ipython/ipython/issues/7464'],[],[]
6824,['/ipython/ipython/issues/6825'],[],[]
6823,[],['/SciRuby/iruby/issues/19'],[]
6814,"['/ipython/ipython/issues/7602', '/ipython/ipython/issues/7603']",[],[]
6804,"['/ipython/ipython/issues/5666', '/ipython/ipython/issues/6805']",[],"['/takluyver/ipython/commit/29a0deb452d4fa7f59edb7e059c1a46ceb5a124d', '/mattvonrocketstein/ipython/commit/7b8303ae2f072ced18d8bc42450fc3194e09b1f8']"
6753,[],[],[]
6744,['/ipython/ipython/issues/7426'],[],[]
6726,"['/ipython/ipython/issues/6728', '/ipython/ipython/issues/6729', '/ipython/ipython/issues/6732', '/ipython/ipython/issues/6736', '/ipython/ipython/issues/6737', '/ipython/ipython/issues/6756', '/ipython/ipython/issues/6787']",[],"['/takluyver/ipython/commit/06ea058e773d8ede1b3c99236ec392029e62a9a0', '/mattvonrocketstein/ipython/commit/4b549e874ae31b8d1f22e7e18bd658205a6c74aa']"
6724,['/ipython/ipython/issues/6727'],[],"['/takluyver/ipython/commit/252977fb030839b64ff71b70a8b44330ac32cd2e', '/takluyver/ipython/commit/1325ac15ffb8dcfa20b249a6a6f0d1f45f803b9c', '/mattvonrocketstein/ipython/commit/759d977445b25936e01cdc16d2f69a56a15cdd0b', '/mattvonrocketstein/ipython/commit/aaf12c75fffdb62eb8679d11a85a95fba9dd0f43']"
6709,"['/ipython/ipython/issues/6716', '/ipython/ipython/issues/6717']",[],['/VisTrails/VisTrails/commit/8fdb086ebf871b31d6698180822759bdb22816cc']
6618,['/ipython/ipython/issues/6619'],[],['/juhasch/ipython/commit/660f8db1419caaaa486923a24d79b4ff2ce006e8']
6578,['/ipython/ipython/issues/7142'],[],[]
6562,['/ipython/ipython/issues/7481'],[],[]
6534,"['/ipython/ipython/issues/7482', '/ipython/ipython/issues/7554', '/ipython/ipywidgets/issues/163']",[],[]
6531,['/ipython/ipython/issues/6538'],[],[]
6518,[],[],[]
6514,"['/ipython/ipython/issues/6515', '/ipython/ipython/issues/6517']",[],"['/ipython/ipython/pull/6514/commits/143b71e0f3ed6ce38d68814668125f0437530856', '/ipython/ipython/commit/a8553e3d8adec2075bb1eed262cd0739c1593a7f']"
6507,[],['/cython/cython/issues/322'],['/Carreau/cython/commit/626fe79a94116906f9769e65de912e4fc48825de']
6473,"['/ipython/ipython/issues/6585', '/ipython/ipython/issues/6761']",[],['/Carreau/ipython/commit/153f29e53743a8da602ce955b749e17e69cae9b4']
6469,[],[],[]
6442,['/ipython/ipython/issues/7497'],[],[]
6409,['/ipython/ipython/issues/6410'],[],"['/takluyver/ipython/commit/7c1173bb5b6d093b4ff7cc89cbe069e1179f1d96', '/ipython/ipython/commit/e58285c87b25faa8836d385e4cbcd1b3c66bb5c0', '/mattvonrocketstein/ipython/commit/da35ae17aa529635264a4e4d415231a7cb463b36']"
6404,['/ipython/ipython/issues/6406'],[],[]
6383,[],[],['/JuliaLang/IJulia.jl/commit/1110ff2a9f94125451df21c4d0df1c71ac505002']
6350,['/ipython/ipython/issues/7450'],[],[]
6340,[],[],[]
6334,['/ipython/ipython/issues/4878'],['/gibiansky/IHaskell/issues/269'],[]
6330,[],[],[]
6304,['/ipython/ipython/issues/6305'],[],[]
6278,['/ipython/ipython/issues/7466'],[],[]
6262,"['/ipython/ipython/issues/7441', '/ipython/ipython/issues/7907']",['/mwaskom/seaborn/issues/246'],[]
6249,[],[],"['/ipython/ipython/pull/6249/commits/95200caf063d81d44af678d68e2d13b6d230406b', '/ipython/ipython/commit/f58dabb277d0cdfb603d46cd01fcf29819ae7613']"
6236,[],[],['/ipython/ipython/pull/6236/commits/daf26bf015293e12321ab497943607a5f95b6061']
6203,['/ipython/ipython/issues/6185'],[],['/ipython/ipython/commit/6c1b85991d8e49413e103fa41c6c337c06a2fd8e']
6188,[],[],"['/ipython/ipython/pull/6188/commits/ca7c58b375817d75e3ac856607ba0fda5b342dc2', '/ipython/ipython/pull/6188/commits/d4245c9ba2d4e38952b52b4e5c7898ae18766acc']"
6181,['/ipython/ipython/issues/7442'],[],[]
6172,['/ipython/ipython/issues/7496'],[],[]
6109,['/ipython/ipython/issues/6894'],"['/PyMVPA/PyMVPA/issues/249', '/celery/billiard/issues/127', '/stan-dev/pystan/issues/142']",[]
6060,[],[],[]
6052,['/ipython/ipython/issues/7350'],[],[]
6025,['/ipython/ipython/issues/6027'],[],"['/takluyver/ipython/commit/45ff08208f55af8e3e951b8a020946d3fb15c8c9', '/ipython/ipython/commit/0530ec94642a9e07f34b292a7c4f187f53336433', '/mattvonrocketstein/ipython/commit/2b0b392ab40052e69dde1f9407a42a1aa1b76ea4', '/mattvonrocketstein/ipython/commit/75536aa4b6c6d0fb80075dcba1e8f6f41b0f3766']"
6014,['/ipython/ipython/issues/6016'],[],[]
5990,[],[],[]
5970,['/ipython/ipython/issues/5971'],[],"['/ipython/ipython/commit/5579eee3d8a3be0b9b740869403faf96d376b6d6', '/mattvonrocketstein/ipython/commit/58f307a1fdbdf0e2ed19329b1431eb8738f2dcb9']"
5964,['/ipython/ipython/issues/5965'],[],[]
5950,['/ipython/ipython/issues/5961'],[],[]
5812,[],[],['/ipython/ipython/pull/5812/commits/ada98f61b8f3c1857431ff9f67c615e81afed054']
5790,['/ipython/ipython/issues/5781'],[],['/ipython/ipython/pull/5790/commits/3bde6537b1ce865480e9f37bf10fbac5318eff1a']
5755,['/ipython/ipython/issues/5920'],[],"['/yaph/ipython/commit/d47fe318c0e06662a261b68a1f2ddc400164c10c', '/schodge/ipython/commit/c5c38c5cb1a5ee53b59d9c0da85d35ac7bc64da6', '/mattvonrocketstein/ipython/commit/dd81f1ad9fb4f6cd713c28d4336cf61d354abeea']"
5743,['/ipython/ipython/issues/7359'],[],[]
5706,['/ipython/ipython/issues/5708'],[],['/ipython/ipython/commit/1bb18f151f840092fa3c3d403e4e68d5e5a935b3']
5688,['/ipython/ipython/issues/5941'],[],[]
5676,['/ipython/ipython/issues/5677'],[],"['/takluyver/ipython/commit/eef061e7e446a999337f990bcef1e793aa170c87', '/ipython/ipython/commit/507728735800982ac88319e8371f56309a66a0be', '/ipython/ipython/commit/270c7cb8ff736333f7d7f381eb9f8df57fbcd7f9', '/mattvonrocketstein/ipython/commit/c614820cfa3ece7e358e3ec5fb03aab3fd26c462']"
5671,[],[],"['/ipython/ipython/pull/5671/commits/3666f59e3d2f5525c935e8fb6292179ea6f60d5a', '/ipython/ipython/commit/c28ff5642a14387ddb00c18faa8e9ef52e301bab', '/ipython/ipython/commit/30f2f5cc02e7dcdca61649a7661f03115ffb026b']"
5670,[],['/jdfreder/notebook_cherry_picker/issues/3'],"['/ipython/ipython/pull/5670/commits/73c730a42593c16f642894f364cde1d67f0793c1', '/ipython/ipython/pull/5670/commits/c8b59350527f1890a87491d8ba2db3b30a0c0437', '/ipython/ipython/commit/13c0ea6e5bc1563a1584ede856986f44af280207', '/ipython/ipython/commit/16326793c9c992161ddbee6283000743578403ce']"
5663,['/ipython/ipython/issues/6935'],[],[]
5581,['/ipython/ipython/issues/5579'],[],"['/ipython/ipython/pull/5581/commits/6e3bf412e144090bea30d25b6817bb73bc5a6d2f', '/ipython/ipython/commit/2651b056da2a707fcd831bc18f026da360fe8481']"
5570,['/ipython/ipython/issues/7515'],[],[]
5544,['/ipython/ipython/issues/7779'],[],[]
5537,[],[],[]
5530,['/ipython/ipython/issues/7461'],[],[]
5527,[],[],"['/ipython/ipython/pull/5527/commits/c0654de4596605e1ee9691da28493b1c2e3e99b4', '/ipython/ipython/commit/0e2b7f9ac3bd6debe8b791c912274dba6a8f2fb3']"
5521,['/ipython/ipython/issues/5523'],[],[]
5499,['/ipython/ipython/issues/5493'],[],[]
5493,['/ipython/ipython/issues/5499'],[],"['/ipython/ipython/pull/5493/commits/6cf6d155b2b72681a21c8055f36c7a26c3e0b1f5', '/ipython/ipython/pull/5493/commits/362eaf28fa45e491335ef00c7f529ad0689288ad', '/ipython/ipython/pull/5493/commits/047755f203393235e68ba07614280939a5309857', '/ipython/ipython/pull/5493/commits/e2cec6fe74506ed7501deb71b90429f11a99abc1', '/ipython/ipython/pull/5493/commits/13c2dec1f19033a260ac79655d7ddafb27002cd3', '/jdfreder/ipython/commit/858b9e9efba25a2d558f8714523dec35bc538ed7']"
5460,['/ipython/ipython/issues/5464'],[],"['/takluyver/ipython/commit/664c4f4e4bd3ffc4c21a51eefb0a9b3587503408', '/Zaharid/ipython/commit/112ae6f7fd390c9db43e48f17489a803053e39f0', '/mattvonrocketstein/ipython/commit/af8c8dbbf73dc7e0224dc5f2132d5a5a126e37b7']"
5397,['/ipython/ipython/issues/5404'],[],[]
5364,"['/ipython/ipython/issues/5365', '/ipython/ipython/issues/5446', '/ipython/ipython/issues/5558', '/ipython/ipython/issues/5843']",[],"['/minrk/ipython/commit/a67ac8ec40051b93d3cf1acde7521ec74871671b', '/ipython/ipython/commit/631a8b6dfc3860dbab5b0d1d143073af61e1d3fb', '/schodge/ipython/commit/fb80a4fb4175ed48d68e48279b873adae0d6b475', '/mattvonrocketstein/ipython/commit/0c77f83dfda1e89ad3f80e180281acaee109d63c']"
5324,['/ipython/ipython/issues/5331'],[],[]
5298,[],[],[]
5297,"['/ipython/ipython/issues/5250', '/ipython/ipython/issues/5320', '/ipython/ipython/issues/4988']",[],[]
5294,[],[],[]
5266,[],[],[]
5264,['/ipython/ipython/issues/5277'],[],[]
5263,"['/ipython/ipython/issues/5232', '/ipython/ipython/issues/5266', '/ipython/ipython/issues/5279']",[],[]
5251,['/ipython/ipython/issues/5253'],[],"['/minrk/ipython/commit/718ccf12a2d146f0bcaf34f3ae53d0c0b981ae55', '/minrk/ipython/commit/709fe10ff17c04c5b8ccf48e3351aef505f49ba3', '/mattvonrocketstein/ipython/commit/aca5afd2b1dd4457e8581cac3f25e1a6323f4912']"
5238,['/ipython/ipython/issues/5310'],[],"['/ipython/ipython/commit/49639e8baaa11ad1c4e75071a213d1c6998f7cec', '/Zaharid/ipython/commit/b4533ec535a5254c06f0edfd035c531cf948e360', '/mattvonrocketstein/ipython/commit/233be58e96192f28f3ba7478a20a0ebdabd0545d']"
5227,['/ipython/ipython/issues/5229'],[],[]
5224,['/ipython/ipython/issues/5232'],[],[]
5192,"['/ipython/ipython/issues/5446', '/ipython/ipython/issues/5843']",[],"['/minrk/ipython/commit/a67ac8ec40051b93d3cf1acde7521ec74871671b', '/ipython/ipython/commit/631a8b6dfc3860dbab5b0d1d143073af61e1d3fb', '/schodge/ipython/commit/fb80a4fb4175ed48d68e48279b873adae0d6b475', '/mattvonrocketstein/ipython/commit/0c77f83dfda1e89ad3f80e180281acaee109d63c']"
5189,['/ipython/ipython/issues/5429'],[],[]
5149,['/ipython/ipython/issues/5146'],[],[]
5141,['/ipython/ipython/issues/5147'],[],"['/minrk/ipython/commit/c586bb979843733810af436c2b0fe2fe8e151d99', '/mattvonrocketstein/ipython/commit/9b6f1d420ad341f5f0e8db6d86b02cdde1c5125b']"
5135,['/ipython/ipython/issues/5479'],[],[]
5120,"['/ipython/ipython/issues/5050', '/ipython/ipython/issues/5280']",[],[]
5113,['/ipython/ipython/issues/5114'],[],"['/minrk/ipython/commit/86ce41b00b6bac388984f531d597a09ffd7f732f', '/minrk/ipython/commit/d88fde8b992885f3a72d4af9f5a997ce0b8b2a2e', '/minrk/ipython/commit/c212c9c98baa41ce7f0fa64aef40bc9c9b87ae59', '/mattvonrocketstein/ipython/commit/99577070b451ca71a4cb2e21ed9955c16c5a3e7e']"
5106,['/ipython/ipython/issues/5368'],[],[]
5096,[],[],[]
5094,['/ipython/ipython/issues/5146'],[],[]
5084,['/ipython/ipython/issues/5232'],['/jupyter/nbviewer/issues/211'],[]
5069,"['/ipython/ipython/issues/5051', '/ipython/ipython/issues/5070']",[],"['/minrk/ipython/commit/4850ed81c8d800d225dbced7db2a914d7686e8a5', '/mattvonrocketstein/ipython/commit/8e60449029044d29509636a5a93c82e9f3772044']"
5064,"['/ipython/ipython/issues/5067', '/ipython/ipython/issues/5006']",[],"['/minrk/ipython/commit/ea44f6ea3405f098ed24bf045050d5d514cc2ce5', '/mattvonrocketstein/ipython/commit/f3a7ed673fa551d7e8daf27a10bdd9f708f0e16b']"
5051,[],[],"['/ipython/ipython/pull/5051/commits/9aed16ac04b56bb034e5fdd8feb4844000a81fd0', '/ipython/ipython/pull/5051/commits/f706ff995cd706beac1a6ee6afd044be8d8b92c2', '/ipython/ipython/pull/5051/commits/e829efe87a7fb9eb9bd714da07bd9668fc6c293b', '/ipython/ipython/pull/5051/commits/1d466026a86caa026dd6bfb6a53408d802869d60', '/ipython/ipython/pull/5051/commits/50664fe9f5b4cbeed0cdf5462ae8d98c7215965b', '/ipython/ipython/pull/5051/commits/e80633da2976ae3fdb4caab8cce8ea27da5f5412', '/ipython/ipython/pull/5051/commits/a7da0d2d961628a7c9b6a9617ef8644c39dff433']"
5050,['/ipython/ipython/issues/5051'],[],[]
5038,['/ipython/ipython/issues/5045'],[],[]
5020,"['/ipython/ipython/issues/4374', '/ipython/ipython/issues/5023']",[],[]
5016,['/ipython/ipython/issues/5036'],[],[]
5013,['/ipython/ipython/issues/5037'],[],[]
5009,[],[],[]
5003,[],[],"['/ipython/ipython/pull/5003/commits/a17451f9b9e59df88abad6c86a099d72e6ceb040', '/ipython/ipython/pull/5003/commits/98b296848af3bf4c822ff305710de2864bcbc0b7']"
5002,[],[],[]
4999,"['/ipython/ipython/issues/5094', '/ipython/ipython/issues/5121', '/ipython/ipython/issues/5146']",[],[]
4997,"['/ipython/ipython/issues/5077', '/ipython/ipython/issues/5798']",[],[]
4990,['/ipython/ipython/issues/4996'],[],"['/minrk/ipython/commit/3e48e1ed5957b09a73f85f64ca2d48d85a520e37', '/minrk/ipython/commit/97ef50d1a5a71de2b39d1bbf1666d3c2e301352d', '/minrk/ipython/commit/c83ff4b8c68661fa69e9a2d13548667a5e19c999', '/mattvonrocketstein/ipython/commit/3fdb99026dc456f153ca4d5467fe4b9e47138340']"
4989,[],[],[]
4988,"['/ipython/ipython/issues/4860', '/ipython/ipython/issues/5320', '/ipython/ipython/issues/6031']",[],"['/ipython/ipython/pull/4988/commits/b983258f2c0df523efbeb6122ba00675132cb4c2', '/ipython/ipython/pull/4988/commits/07c0ff630ea2438fdc0537878835e252a6cee7c2', '/ipython/ipython/pull/4988/commits/97650332d266f3fff4dc5d3a7d68eb38317e764b', '/ipython/ipython/pull/4988/commits/e7f54cd79ac156636b400bcae9d6fddbf3624bf1', '/ipython/ipython/pull/4988/commits/b325056995c20c323d9787f5824fa354accc68eb', '/ipython/ipython/pull/4988/commits/be16a36223a38def70dfefb2d870bbcd64448c53', '/ipython/ipython/pull/4988/commits/2ddbf92c331c2833862093048f7cfc80d6986bb8', '/ipython/ipython/pull/4988/commits/9c3385d6f29ec2ecf6fdff3938844925aed11cb5', '/ipython/ipython/pull/4988/commits/96e6b8a6e33b05f74c90c12f6f7ab1445cc4b708', '/ipython/ipython/pull/4988/commits/afc1d5c5b71fca63d552a7a3879207130fbee87d', '/ipython/ipython/pull/4988/commits/cea2dce6d67a2d3b5275aeb06fde972919908689', '/ipython/ipython/pull/4988/commits/4ac6ff82b10abbf0a0e7198fcab93f843f7b6c5a', '/ipython/ipython/pull/4988/commits/effa78c58b3c397fc71b4b217464a1d3ff84e9af', '/ipython/ipython/pull/4988/commits/ba76f956d062088dbd4d1eab4ddd4a247374992e', '/ipython/ipython/pull/4988/commits/b62ef367820e85f24d48ea4bc46277b725de136a', '/ipython/ipython/pull/4988/commits/d8a62512adcbc88a69af7d3f2dd5070d90ec4cd1', '/ipython/ipython/pull/4988/commits/40d91ade3d41eb9780d8db0d8b8696fab7d18199', '/ipython/ipython/pull/4988/commits/a5f8f574840dfdf44008f6734b7df39b8edad717', '/ipython/ipython/pull/4988/commits/c3e623abe9d55788006a089420fc02ea45c54f09']"
4987,[],[],[]
4986,"['/ipython/ipython/issues/5035', '/ipython/ipython/issues/5051']",[],"['/jdfreder/ipython/commit/9aed16ac04b56bb034e5fdd8feb4844000a81fd0', '/mattvonrocketstein/ipython/commit/83a4154c8ecca3be2585fe3052e785e96cdbda65']"
4981,['/ipython/ipython/issues/5004'],[],[]
4976,"['/ipython/ipython/issues/5010', '/ipython/ipython/issues/5013']",[],[]
4971,[],[],"['/ipython/ipython/pull/4971/commits/bf533943bd46f5a3fbb8dbc9fc2920369d32646d', '/ipython/ipython/pull/4971/commits/25825203fd1e0b08dc359c519ffc1eff7dd5b477']"
4961,"['/ipython/ipython/issues/5011', '/ipython/ipython/issues/5012']",[],[]
4951,"['/ipython/ipython/issues/4929', '/ipython/ipython/issues/4959']",[],[]
4950,[],[],"['/ipython/ipython/pull/4950/commits/75c91efd5086c9d2cf5273ad8990cefb4d612bec', '/ipython/ipython/pull/4950/commits/182afaaff1a3748718a67cfbcade31dbffdbfdb9']"
4948,[],[],[]
4947,[],[],[]
4946,"['/ipython/ipython/issues/5380', '/ipython/ipython/issues/5757']",[],[]
4945,[],[],[]
4944,[],[],[]
4941,"['/ipython/ipython/issues/5385', '/ipython/ipython/issues/5387']",[],[]
4913,[],[],[]
4907,['/ipython/ipython/issues/4912'],[],"['/ipython/ipython/commit/da3801e3c48ce5d0d3dd0b9fd001c540a34a1c2b', '/mattvonrocketstein/ipython/commit/f4b1d0a064b2f2ca508195947f7c12e55e6c8f88']"
4906,['/ipython/ipython/issues/4912'],[],"['/ipython/ipython/commit/68cef000c714de219d177c921f94834c08b47376', '/mattvonrocketstein/ipython/commit/8118c86c21bc34ddf85c7f422b9dcc20b7a2fb0e']"
4902,['/ipython/ipython/issues/5655'],[],[]
4882,['/ipython/ipython/issues/4890'],[],[]
4871,['/ipython/ipython/issues/4950'],[],[]
4860,"['/ipython/ipython/issues/4834', '/ipython/ipython/issues/4777', '/ipython/ipython/issues/4896', '/ipython/ipython/issues/4963', '/ipython/ipython/issues/5112']",[],[]
4841,[],[],[]
4839,['/ipython/ipython/issues/4840'],[],"['/dsblank/ipython/commit/425b8229f0fee4e7e21067083883d6291b069b27', '/dsblank/ipython/commit/76382dc8123cdd0b9cb4ec93fc8bfb52c82547df', '/ipython/ipython/commit/5bf611095b0acdfccf6340f5cf6885043e97aa75', '/pankajp/ipython/commit/a9a53d0d8bc358ee285dc082d6bc283662cc1d82', '/mattvonrocketstein/ipython/commit/cdf292c503d831247c02f69cd13cf0e99aa2718d', '/mattvonrocketstein/ipython/commit/b66553de14526489bdde1e3fb58937a8f8f7ccd9']"
4835,['/ipython/ipython/issues/4858'],[],"['/minrk/ipython/commit/75618df386187342d041af290319117018771b38', '/mattvonrocketstein/ipython/commit/efa2e32162bf6bf645968af1f91fae6b72addb16']"
4830,[],[],[]
4829,['/ipython/ipython/issues/5252'],[],[]
4825,['/ipython/ipython/issues/4950'],[],[]
4822,['/ipython/ipython/issues/6927'],[],[]
4816,[],[],[]
4809,['/ipython/ipython/issues/4929'],[],[]
4791,['/ipython/ipython/issues/4803'],['/pydata/pandas/issues/5221'],[]
4777,['/ipython/ipython/issues/7887'],[],"['/Carreau/ipython/commit/6a9e017cb5a6e9dd459216829a70661882b09312', '/ipython/ipython/commit/ae7f6d6a3fffe6ab3f597b4f28afc87c973bec60']"
