number,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
6709,issue,takluyver,2014-10-20T18:35:44Z,#6717,close,"['#6716', '#6717']",3,4,"['remram44', 'Carreau', 'takluyver', 'minrk']"
6618,issue,takluyver,2015-01-16T02:10:45Z,,close,['#6619'],10,4,"['juhasch', 'Carreau', 'takluyver', 'ellisonbg']"
6578,issue,takluyver,2015-01-12T18:39:23Z,,close,['#7142'],5,3,"['mfitzp', 'takluyver', 'ellisonbg']"
6562,issue,Carreau,2015-01-25T19:20:53Z,#7481,close,['#7481'],2,3,"['SylvainCorlay', 'ellisonbg', 'jdfreder']"
6534,issue,jdfreder,2015-09-21T19:03:05Z,,close,"['#7482', '#7554']",11,6,"['Carreau', 'eshilts', 'ellisonbg', 'minrk', 'jdfreder', 'jasongrout']"
6531,issue,Carreau,2014-10-19T08:59:23Z,#6538,close,['#6538'],2,2,"['takluyver', 'ccordoba12']"
6518,issue,minrk,2014-10-01T19:04:32Z,,close,[],2,2,"['takluyver', 'minrk']"
6514,pr,,,,,"['#6515', '#6517']",3,3,"['takluyver', 'Carreau', 'ivanov']"
6507,issue,ellisonbg,2015-01-12T18:40:16Z,,close,[],5,4,"['vallis', 'Carreau', 'ellisonbg', 'takluyver']"
6473,issue,minrk,2014-10-01T15:43:51Z,,close,"['#6585', '#6761']",5,3,"['cancan101', 'Carreau', 'minrk']"
6469,issue,minrk,2015-01-15T04:13:48Z,,close,[],3,4,"['davidhsmith', 'ahhsia', 'minrk', 'ellisonbg']"
6442,issue,takluyver,2015-01-19T18:15:54Z,#7497,close,['#7497'],5,3,"['takluyver', 'minrk', 'ellisonbg']"
6409,issue,minrk,2014-09-04T21:48:54Z,#6410,close,['#6410'],2,3,"['laserinyoureye', 'takluyver', 'minrk']"
6404,issue,Carreau,2014-09-04T22:19:59Z,#6406,close,['#6406'],1,1,['Carreau']
6383,issue,minrk,2015-01-13T23:26:03Z,,close,[],3,3,"['takluyver', 'minrk', 'ellisonbg']"
6350,issue,minrk,2015-01-14T17:08:19Z,#7450,close,['#7450'],8,5,"['coder006', 'damianavila', 'cpbotha', 'ellisonbg', 'minrk']"
6340,issue,minrk,2015-01-20T20:44:41Z,,close,[],2,4,"['paddymul', 'minrk', 'ellisonbg', 'jdfreder']"
6334,issue,ellisonbg,2015-01-14T22:49:00Z,,close,[],16,4,"['gibiansky', 'Carreau', 'takluyver', 'ellisonbg']"
6330,issue,minrk,2015-01-12T20:59:05Z,,close,[],4,5,"['jgoad', 'jdfreder', 'ellisonbg', 'Carreau', 'minrk']"
6304,issue,ellisonbg,2014-08-20T21:38:46Z,#6305,close,['#6305'],6,3,"['ellisonbg', 'dsblank', 'minrk']"
6278,issue,takluyver,2015-01-15T18:22:27Z,#7466,close,['#7466'],5,5,"['fperez', 'takluyver', '2t7', 'denfromufa', 'ellisonbg']"
6262,issue,Carreau,2015-01-14T09:45:30Z,#7441,close,['#7441'],6,5,"['mwaskom', 'Carreau', 'mforbes', 'minrk', 'ellisonbg']"
6249,pr,,,,,[],4,4,"['minrk', 'rgbkrk', 'Carreau', 'takluyver']"
6236,pr,,,,,[],7,3,"['takluyver', 'jdfreder', 'minrk']"
6203,issue,minrk,2014-10-03T23:16:18Z,,close,['#6185'],2,2,"['jdfreder', 'minrk']"
6188,pr,,,,,[],3,2,"['jasongrout', 'Carreau']"
6181,issue,Carreau,2015-01-14T09:48:04Z,#7442,close,['#7442'],1,2,"['kiwitea', 'ellisonbg']"
6172,issue,takluyver,2015-01-19T18:45:55Z,#7496,close,['#7496'],4,3,"['yuyichao', 'minrk', 'ellisonbg']"
6109,issue,minrk,2015-03-02T17:33:38Z,,close,[],12,9,"['khadiwala', 'ahaefner', 'erccarls', 'andaag', 'ricklupton', 'jamescasbon', 'ellisonbg', 'Shotgunosine', 'minrk']"
6060,issue,minrk,2014-10-03T23:08:02Z,,close,[],4,3,"['jdfreder', 'dmurphy0516', 'minrk']"
6052,issue,minrk,2015-01-13T23:25:08Z,,close,[],3,3,"['takluyver', 'minrk', 'ellisonbg']"
6025,issue,takluyver,2014-06-21T15:10:16Z,0530ec9,close,['#6027'],2,3,"['pythonator', 'takluyver', 'minrk']"
6014,issue,takluyver,2014-06-20T00:06:35Z,#6016,close,['#6016'],1,2,"['takluyver', 'minrk']"
5990,issue,takluyver,2014-06-15T00:11:21Z,,close,[],3,2,"['takluyver', 'minrk']"
5970,issue,takluyver,2014-06-10T22:47:19Z,5579eee,close,['#5971'],1,2,"['takluyver', 'ivanov']"
5964,issue,takluyver,2014-06-10T16:24:17Z,#5965,close,['#5965'],1,2,"['takluyver', 'minrk']"
5950,issue,takluyver,2014-06-09T21:25:02Z,#5961,close,['#5961'],5,3,"['pratikmallya', 'takluyver', 'minrk']"
5812,pr,,,,,[],1,2,"['takluyver', 'minrk']"
5790,pr,,,,,[],8,4,"['minrk', 'takluyver', 'jasongrout', 'jnothman']"
5755,issue,minrk,2014-11-14T05:13:02Z,,close,['#5920'],5,4,"['drevicko', 'takluyver', 'jdfreder', 'minrk']"
5743,issue,minrk,2015-01-03T04:36:00Z,#7359,close,['#7359'],2,2,"['jdfreder', 'minrk']"
5706,issue,takluyver,2014-04-25T19:38:23Z,#5708,close,['#5708'],3,5,"['manuteleco', 'minrk', 'takluyver', 'ivanov', 'Carreau']"
5688,issue,minrk,2014-06-04T19:22:17Z,#5941,close,['#5941'],1,2,"['jdfreder', 'minrk']"
5676,issue,minrk,2014-04-19T19:25:25Z,#5677,close,['#5677'],2,2,"['thomas-haslwanter', 'takluyver']"
5671,pr,,,,,[],5,4,"['ncornette', 'damianavila', 'jhamrick', 'Carreau']"
5670,pr,,,,,[],2,3,"['jdfreder', 'Carreau', 'minrk']"
5663,issue,takluyver,2014-11-14T18:38:19Z,#6935,close,['#6935'],2,3,"['lemiant', 'takluyver', 'minrk']"
5581,pr,,,,,['#5579'],1,2,"['takluyver', 'minrk']"
5570,issue,minrk,2015-01-21T05:23:57Z,336c639,close,['#7515'],3,4,"['jakevdp', 'minrk', 'jdfreder', 'ellisonbg']"
5544,issue,Carreau,2015-02-28T18:05:56Z,#7779,close,['#7779'],2,4,"['ymost', 'abeguerra', 'minrk', 'Carreau']"
5537,issue,minrk,2015-01-13T21:44:45Z,,close,[],2,2,"['temp4746', 'minrk']"
5530,issue,takluyver,2015-01-15T00:43:57Z,#7461,close,['#7461'],9,6,"['rjtavares', 'minrk', 'auxym', 'zhangruoyu', 'valhallasw', 'takluyver']"
5527,pr,,,,,[],1,2,"['jdfreder', 'minrk']"
5521,issue,minrk,2014-04-21T22:57:40Z,#5523,close,['#5523'],1,3,"['cancan101', 'jdfreder', 'minrk']"
5499,issue,takluyver,2014-05-08T18:09:53Z,,close,['#5493'],3,2,"['takluyver', 'minrk']"
5493,pr,,,,,['#5499'],12,4,"['jdavidheiser', 'takluyver', 'minrk', 'jdfreder']"
5460,issue,minrk,2014-03-28T18:54:33Z,#5464,close,['#5464'],6,2,"['takluyver', 'minrk']"
5397,issue,minrk,2014-03-25T01:08:17Z,#5404,close,['#5404'],4,3,"['jdfreder', 'kajiglet', 'takluyver']"
5364,issue,minrk,2014-05-15T17:55:04Z,#5843,close,"['#5446', '#5843']",16,10,"['Juanlu001', 'takluyver', 'ivanov', 'jdfreder', 'juhasch', 'pybokeh', 'mbewley', 'drevicko', 'CarloNicolini', 'minrk']"
5324,issue,ellisonbg,2014-03-20T20:47:14Z,#5331,close,['#5331'],2,2,"['ellisonbg', 'minrk']"
5298,issue,minrk,2014-10-03T00:04:51Z,,close,[],2,2,"['ivanov', 'minrk']"
5297,issue,ivanov,2014-03-24T22:18:45Z,#5320,close,"['#5250', '#5320', '#4988']",2,1,['ivanov']
5294,issue,minrk,2014-03-11T21:53:24Z,,close,[],4,2,"['minrk', 'ivanov']"
5266,issue,jdfreder,2014-03-03T22:58:27Z,,close,[],3,3,"['jdfreder', 'ahmadia', 'minrk']"
5264,issue,ellisonbg,2014-03-06T22:47:56Z,,close,['#5277'],24,4,"['ellisonbg', 'takluyver', 'minrk', 'davclark']"
5263,issue,jdfreder,2014-03-03T22:02:25Z,,close,"['#5232', '#5279']",24,3,"['jdfreder', 'ahmadia', 'minrk']"
5251,issue,minrk,2014-03-07T21:07:05Z,#5253,close,['#5253'],11,3,"['stevengj', 'minrk', 'ellisonbg']"
5238,issue,ivanov,2014-03-19T19:21:03Z,49639e8,close,['#5310'],1,1,['ellisonbg']
5227,issue,takluyver,2014-02-27T22:59:47Z,#5229,close,['#5229'],2,3,"['Zaharid', 'minrk', 'takluyver']"
5224,issue,minrk,2014-03-07T22:14:43Z,#5232,close,['#5232'],1,2,"['ellisonbg', 'jdfreder']"
5192,issue,minrk,2014-05-15T17:55:04Z,#5843,close,"['#5446', '#5843']",7,4,"['drevicko', 'takluyver', 'jdfreder', 'minrk']"
5189,issue,minrk,2014-03-25T22:22:43Z,#5429,close,['#5429'],2,2,"['ellisonbg', 'jdfreder']"
5149,issue,ellisonbg,2014-02-28T23:54:41Z,#5146,close,['#5146'],2,1,['jdfreder']
5141,issue,ellisonbg,2014-02-21T01:05:09Z,#5147,close,['#5147'],2,2,"['michaelaye', 'minrk']"
5135,issue,ellisonbg,2014-06-04T20:37:54Z,#5479,close,['#5479'],2,4,"['samwhitehall', 'jdfreder', 'takluyver', 'minrk']"
5120,issue,juhasch,2014-03-05T21:03:54Z,,close,"['#5050', '#5280']",2,2,"['juhasch', 'jdfreder']"
5113,issue,jdfreder,2014-02-17T16:37:08Z,#5114,close,['#5114'],2,2,"['jdfreder', 'minrk']"
5106,issue,jdfreder,2014-03-25T00:21:54Z,,close,['#5368'],3,1,['jdfreder']
5096,issue,pythonator,2014-02-12T00:09:02Z,,close,[],4,2,"['pythonator', 'minrk']"
5094,issue,jdfreder,2014-02-28T23:55:31Z,,close,['#5146'],5,5,"['fonnesbeck', 'jdfreder', 'ivanov', 'juhasch', 'ellisonbg']"
5084,issue,jdfreder,2014-03-17T17:59:51Z,,close,['#5232'],6,5,"['ellisonbg', 'rgbkrk', 'jakevdp', 'damianavila', 'jdfreder']"
5069,issue,minrk,2014-02-08T05:57:10Z,#5070,close,"['#5051', '#5070']",2,3,"['ellisonbg', 'minrk', 'jdfreder']"
5064,issue,ellisonbg,2014-02-08T19:16:02Z,#5067,close,['#5067'],3,3,"['takluyver', 'minrk', 'jasongrout']"
5051,pr,,,,,[],16,3,"['jdfreder', 'takluyver', 'minrk']"
5050,issue,juhasch,2014-03-05T09:55:33Z,,close,['#5051'],9,4,"['juhasch', 'takluyver', 'jdfreder', 'ellisonbg']"
5038,issue,minrk,2014-02-07T22:54:47Z,#5045,close,['#5045'],1,1,['ellisonbg']
5020,issue,ellisonbg,2014-02-05T00:43:50Z,#5023,close,"['#4374', '#5023']",1,3,"['jasongrout', 'ellisonbg', 'jdfreder']"
5016,issue,takluyver,2014-02-05T22:08:18Z,#5036,close,['#5036'],1,3,"['takluyver', 'ellisonbg', 'jdfreder']"
5013,issue,ellisonbg,2014-02-21T20:37:40Z,#5037,close,['#5037'],1,1,['jdfreder']
5009,issue,ellisonbg,2014-02-05T05:21:39Z,,close,[],9,4,"['v923z', 'ellisonbg', 'Carreau', 'minrk']"
5003,pr,,,,,[],4,2,"['takluyver', 'ellisonbg']"
5002,issue,ellisonbg,2014-03-03T19:42:50Z,,close,[],3,2,"['zhangruoyu', 'ellisonbg']"
4999,issue,jdfreder,2014-02-28T23:55:19Z,,close,"['#5121', '#5146']",10,3,"['juhasch', 'ellisonbg', 'jdfreder']"
4997,issue,fperez,2014-02-11T02:16:22Z,#5077,close,['#5077'],11,6,"['jabooth', 'fperez', 'tritemio', 'patricksnape', 'minrk', 'ellisonbg']"
4990,issue,takluyver,2014-02-13T00:13:07Z,#4996,close,['#4996'],2,2,"['y-p', 'takluyver']"
4989,issue,fperez,2014-02-02T19:54:50Z,,close,[],4,3,"['fperez', 'prasoon2211', 'takluyver']"
4988,pr,,,,,"['#4860', '#5320', '#6031']",15,6,"['Carreau', 'gibiansky', 'ivanov', 'jdfreder', 'ellisonbg', 'minrk']"
4987,issue,fperez,2014-02-20T18:22:10Z,,close,[],8,4,"['ellisonbg', 'jasongrout', 'jdfreder', 'fperez']"
4986,issue,jdfreder,2014-02-19T22:08:04Z,,close,"['#5035', '#5051']",6,3,"['damianavila', 'jdfreder', 'ellisonbg']"
4981,issue,ellisonbg,2014-02-03T21:05:28Z,#5004,close,['#5004'],1,2,"['ellisonbg', 'jdfreder']"
4976,issue,jdfreder,2014-02-03T23:48:45Z,,close,['#5010'],2,3,"['takluyver', 'ellisonbg', 'jdfreder']"
4971,pr,,,,,[],2,3,"['ellisonbg', 'jdfreder', 'minrk']"
4961,issue,ellisonbg,2014-02-04T23:27:23Z,#5012,close,"['#5011', '#5012']",1,1,['jdfreder']
4951,issue,minrk,2014-02-01T04:40:26Z,9b8c058,close,"['#4929', '#4959']",4,3,"['jdfreder', 'davidtrem', 'ellisonbg']"
4950,pr,,,,,[],2,2,"['ellisonbg', 'minrk']"
4948,issue,jdfreder,2014-01-29T23:33:12Z,,close,[],4,3,"['jdfreder', 'damianavila', 'keflavich']"
4947,issue,minrk,2014-01-29T23:29:12Z,,close,[],3,3,"['jdfreder', 'damianavila', 'minrk']"
4946,issue,minrk,2014-03-19T20:18:09Z,#5380,close,['#5380'],9,4,"['jdfreder', 'jakobgager', 'yoavram', 'RobertCoop']"
4945,issue,jdfreder,2014-03-17T18:38:10Z,,close,[],2,1,['jdfreder']
4944,issue,minrk,2014-03-26T00:56:08Z,,close,[],4,4,"['jdfreder', 'chenleo', 'damianavila', 'minrk']"
4941,issue,minrk,2014-03-20T19:32:28Z,#5387,close,['#5387'],10,4,"['jdfreder', 'pierre-haessig', 'fonnesbeck', 'minrk']"
4913,issue,jdfreder,2014-01-29T00:48:38Z,,close,[],4,2,"['jdfreder', 'minrk']"
4907,issue,takluyver,2014-01-29T19:12:46Z,da3801e,close,['#4912'],1,2,"['takluyver', 'minrk']"
4906,issue,takluyver,2014-01-29T19:12:46Z,68cef00,close,['#4912'],2,2,"['takluyver', 'minrk']"
4902,issue,jdfreder,2014-03-17T17:51:41Z,,close,[],12,7,"['juliantaylor', 'fdeheeger', 'damianavila', 'minrk', 'jdfreder', 'ksmith13', 'ellisonbg']"
4882,issue,ellisonbg,2014-01-29T18:58:50Z,#4890,close,['#4890'],4,3,"['astrofrog', 'ellisonbg', 'minrk']"
4871,issue,minrk,2014-01-29T23:59:11Z,32dc84b,close,['#4950'],2,2,"['panisson', 'ellisonbg']"
4860,issue,fperez,2014-02-22T02:08:19Z,#5112,close,['#5112'],7,3,"['Carreau', 'ellisonbg', 'takluyver']"
4841,issue,minrk,2014-10-02T23:27:53Z,,close,[],3,4,"['geggo', 'Carreau', 'minrk', 'ellisonbg']"
4839,issue,minrk,2014-03-05T01:44:26Z,,close,['#4840'],3,3,"['dsblank', 'ellisonbg', 'minrk']"
4835,issue,takluyver,2014-01-24T23:40:01Z,#4858,close,['#4858'],8,4,"['vincentwoo', 'takluyver', 'minrk', 'ellisonbg']"
4830,issue,thisch,2014-09-04T22:40:14Z,,close,[],3,2,"['thisch', 'ellisonbg']"
4829,issue,minrk,2014-03-03T04:15:26Z,#5252,close,['#5252'],18,5,"['jmbejara', 'takluyver', 'minrk', 'Tillsten', 'ellisonbg']"
4825,issue,minrk,2014-01-29T23:59:11Z,#4950,close,['#4950'],1,2,"['rgbkrk', 'ellisonbg']"
4822,issue,takluyver,2014-11-14T19:45:10Z,#6927,close,['#6927'],1,2,"['temp4746', 'ellisonbg']"
4816,issue,ellisonbg,2015-01-12T00:37:19Z,,close,[],2,3,"['ivanov', 'minrk', 'ellisonbg']"
