number,within_refs,cross_refs,commit_refs
5970,[],['/statsmodels/statsmodels/issues/2800'],"['/scipy/scipy/pull/5970/commits/49709c164b9a415d12928a8491f1052e3f495004', '/scipy/scipy/pull/5970/commits/a1e6a9c5b01e538e3e810f0be3f48c0d1ffe2c84', '/scipy/scipy/pull/5970/commits/cb52d8e4ffd431d8aa73f9eaa63ff305ce87a315', '/scipy/scipy/pull/5970/commits/c08f9cda8efc26c678d20946a6baf985bcfda95a', '/scipy/scipy/pull/5970/commits/691925804da4338ccb652330f2fab09628eac2fc', '/scipy/scipy/pull/5970/commits/3bc7895e9965f4b7c37747541a86aa6a77e48699']"
5959,[],[],[]
5957,['/scipy/scipy/issues/5953'],[],"['/scipy/scipy/pull/5957/commits/558de6fe4323a127679c2ba1b9fbb84fcf571ca0', '/scipy/scipy/pull/5957/commits/655826795c484979eddac30609744c773f68b105', '/scipy/scipy/pull/5957/commits/5ff32ac6a4f176111d1389669d454d7e59aa81c0']"
5953,[],[],"['/rainwoodman/scipy/commit/73bb048f8830b1228f6e6c1b22778a7488c54f94', '/scipy/scipy/commit/558de6fe4323a127679c2ba1b9fbb84fcf571ca0', '/ev-br/scipy/commit/cb122eba688331fb20c487be1648fc882a0c4efb', '/ev-br/scipy/commit/8381dfbb705b8ed1080f030b9903396de8214de3']"
5916,[],[],['/pv/scipy-work/commit/d6459f7c8ef542700f3d060d80f16c213dbc42ce']
5915,['/scipy/scipy/issues/5919'],[],[]
5902,['/scipy/scipy/issues/5898'],[],['/scipy/scipy/pull/5902/commits/d179b86ffe55383c13bfac1f00133936afb752d4']
5898,['/scipy/scipy/issues/5902'],[],[]
5891,['/scipy/scipy/issues/5894'],[],['/simongibbons/scipy/commit/24fdef48c41dc7d724231dc56d6e7e7ebd0ccc5a']
5882,['/scipy/scipy/issues/5540'],"['/conda-forge/staged-recipes/issues/351', '/wesleybowman/UTide/issues/30']",[]
5867,[],[],"['/scipy/scipy/pull/5867/commits/ec9b47bfca0fcd4c3835b30a2bcd5d28baa63fd5', '/scipy/scipy/pull/5867/commits/b3db86cf71fb04571d41dd35b067368cf089623d']"
5865,['/scipy/scipy/issues/5867'],[],[]
5853,['/scipy/scipy/issues/5862'],[],"['/gfyoung/scipy/commit/2327314814fff5afd4135155e2eb49a535266cba', '/gfyoung/scipy/commit/816718e911f8624a3c9614a76109e538bab74709', '/gfyoung/scipy/commit/257d0c8185170e8f23cd749f9eac9d5ffd5debd2', '/gfyoung/scipy/commit/dac1b0f48b5ef4dd0b0ebf54fee8f36fab57a16a', '/gfyoung/scipy/commit/03e9f65fa9b80ce7e92f53898374dd33ca08948d']"
5850,['/scipy/scipy/issues/5971'],[],[]
5848,['/scipy/scipy/issues/5846'],[],"['/scipy/scipy/pull/5848/commits/a60df6a12778fc8be212c62427307cf3217a7d52', '/scipy/scipy/pull/5848/commits/b272920b51d3952eb7a5dbe1dd96846f943591e3']"
5843,['/scipy/scipy/issues/6166'],[],"['/gfyoung/scipy/commit/e2c946c45de44cc87c00540c3da82c4f2025113f', '/gfyoung/scipy/commit/f5114a2ccbd555c8c327f086398ce2754c54e2a6', '/gfyoung/scipy/commit/2733d8db0170faa5f576da5dce30fb7cc2f65311', '/gfyoung/scipy/commit/354c2ff10b30ab8c32ed229fc916fe3e82ef5d33', '/gfyoung/scipy/commit/f992845c7e1132cd57cb6425cc0e3099ea0282d8', '/gfyoung/scipy/commit/a2aeeb41fb7994ebb82da2b694be07046cd67de9', '/gfyoung/scipy/commit/a23b27491af28bf5a1a09793f5cea7ca5960db97', '/gfyoung/scipy/commit/ea1a8bc6fe3e02f059609916c370ab7a689df171', '/gfyoung/scipy/commit/ad2a7f7d1276d7d9f3c3a38d0352a354e179cf73', '/gfyoung/scipy/commit/156c721b941b359975ebc5ef8a6d2b572eaf6b24', '/gfyoung/scipy/commit/4187206796d0d0cd232b7ab7f59c96c4be3a357d', '/gfyoung/scipy/commit/04ed3e50430de6354a4263a5d8320217c6bf9c24', '/gfyoung/scipy/commit/44a0b7de1a0e0e8da8a3c7e33ef7f626e1f01403', '/gfyoung/scipy/commit/ced49419d7b5a148638afa1e9484ceb044725fac', '/gfyoung/scipy/commit/20ec0e531cbf526b0564daca27a028a78e2077bd', '/gfyoung/scipy/commit/02d5e12f4cf87d637326fee0894b5cb9bd95c920', '/gfyoung/scipy/commit/aad6bbbb7e7686337da313889492a268e012ac61', '/gfyoung/scipy/commit/3b7b849137219f47ee58d84277468acbaae0c9eb', '/gfyoung/scipy/commit/95b1755819c0471f33505c14fa1667b843176513', '/gfyoung/scipy/commit/ef13b464ea46d02ab63371ea6ca1bbc05268f3bd', '/gfyoung/scipy/commit/a986208f3f582ca31d36c5e88e6d3d64c1b0966e', '/gfyoung/scipy/commit/11af6740dc7d412223b86eea060d0654860625d8', '/gfyoung/scipy/commit/4cbcfbae89bb6a957f68e64fd98f4d032fcc70a4', '/gfyoung/scipy/commit/bf5a27ff84207701316b3e38b045d622ae74af1c', '/gfyoung/scipy/commit/56ac3230596573b5064fa2cb3124dca2e0fefa81', '/gfyoung/scipy/commit/20d44eaffb7ea9fe45af70c8290350c78f6ba5c3', '/gfyoung/scipy/commit/6cf02f5d5c607797a1bf9712e2081e68a281c9eb', '/gfyoung/scipy/commit/ead107b9c2695e1eec7f2cc9ecd82105579e63e7', '/gfyoung/scipy/commit/bc19a261a698254c3e5a7abe26a5305eb053f4c5', '/gfyoung/scipy/commit/6cee6859581e68236327e95df25d87c3d367a319', '/gfyoung/scipy/commit/a3b048d78f61fa02e458cd03b1c4e12c6bfcfcd4', '/gfyoung/scipy/commit/4dc78d228aa30d1734d5ccdf6a15620efba3082d', '/gfyoung/scipy/commit/c62ebdc33fe98bdebb56511f4854fd07d4af46b6', '/gfyoung/scipy/commit/1b2febf736149cc54fd6fb983dead01f41c1591b', '/gfyoung/scipy/commit/104af08fe29f6b42cc46eb330dfd1f542a44715f', '/gfyoung/scipy/commit/85fc37e9c2e0110a84af7f6cae999366ba91203a', '/gfyoung/scipy/commit/66851941a4b6cbfa6a97d6eebf50d3e93ef5b1f2', '/gfyoung/scipy/commit/d72c00dd8599063e1cc95265f1e3927c953dcc45', '/gfyoung/scipy/commit/d11c85c2b67939701d025fa5478a55926fdec301', '/gfyoung/scipy/commit/c9ec89245fe97d189316c9ab1527a96f5b6ae336', '/gfyoung/scipy/commit/1b56c2a0fd995bbc2efafa438e9321fcee8054ea', '/gfyoung/scipy/commit/3310d070ae5e137e87246773d14d9b6acb8366d0', '/gfyoung/scipy/commit/59e494f7f19f248d6afd069970595b4d2a64aa1c', '/gfyoung/scipy/commit/2b714c87a7d8bbf8d6a6ef51198c8051eb060ec0', '/gfyoung/scipy/commit/0f7c0c8dabf140d9c42752d392278c0a1d3176ad', '/gfyoung/scipy/commit/20945381fec2db9bb55792ef2759feb16252865e', '/gfyoung/scipy/commit/2a1b520f0b929df3ad4cc66d9c65a6eb2e0aceb9', '/gfyoung/scipy/commit/812ae62ce8581bf8ab035538165878774d814880']"
5841,['/scipy/scipy/issues/5845'],[],['/jerli/scipy/commit/651c928193d62882df838cf6c8100813b95a57df']
5817,['/scipy/scipy/issues/5970'],['/statsmodels/statsmodels/issues/2800'],[]
5812,[],[],[]
5790,['/scipy/scipy/issues/5798'],['/pydata/pandas/issues/12199'],"['/gfyoung/scipy/commit/a699fc3223e4537972c6ec21d4974490b1964329', '/gfyoung/scipy/commit/af8abe9fca438da9f604a49bebc85b3b850ba9a5', '/gfyoung/scipy/commit/070e432db966ee33fed6615e0a109d58e601935e', '/scipy/scipy/commit/dea2d11ba58f9aa3c314c4b355b9f2299a424975']"
5786,['/scipy/scipy/issues/5795'],[],"['/gfyoung/scipy/commit/608f3c46e53f5e71e7f23c0162f1eeeb8545c8e5', '/scipy/scipy/commit/a509cc247af167c3c3655f42b6840b4ce2782079']"
5779,['/scipy/scipy/issues/5780'],[],['/scipy/scipy/commit/760a663ab1c079ea03f022c169f7d2d05346dc02']
5766,[],[],[]
5764,['/scipy/scipy/issues/5777'],[],"['/person142/scipy/commit/dbbb0b5d69523558275df02ce4c5e6a3d6ee8687', '/person142/scipy/commit/8c9db40a1625f3db94bb8ffca99d03e14359974c']"
5760,['/scipy/scipy/issues/5787'],[],"['/gfyoung/scipy/commit/d41c127614498ff29db3ec75077f6648ee136a2f', '/gfyoung/scipy/commit/074584c4bc1db23ef8a05e7de7d48b3eb1ae8f09', '/gfyoung/scipy/commit/24b9bbf70e321f00dc9a3e6078353e0e4b475566', '/gfyoung/scipy/commit/caf3f05ce754e5223719b75760100d0fc6575380', '/gfyoung/scipy/commit/3fbc985fca3b3860fda1d4920c1623adf25d9661', '/scipy/scipy/commit/9080efa6ad2845f35215e827235fdeb821758e0c']"
5721,['/scipy/scipy/issues/5788'],[],"['/gfyoung/scipy/commit/fa549713ed1e363daa09c20b546ec280f591dc48', '/gfyoung/scipy/commit/8a7d2eb51ffec145a3be9abec71ef8350549f217', '/gfyoung/scipy/commit/55c00f9a0a49454d632045bd0b437cf99eaf44ef', '/gfyoung/scipy/commit/8954218920e1bd985103d1f3427759d04c114cc4', '/gfyoung/scipy/commit/9f11752e47e7fcd78d6a76ec86745821621f4e29', '/gfyoung/scipy/commit/9d109a8c6b36f8337981d08a44e16bc04673cfed', '/gfyoung/scipy/commit/950fcef46eae014070cba95b68844068be81e265', '/gfyoung/scipy/commit/12e52a619272a0b787251b1cfe9bfb2defa79486', '/gfyoung/scipy/commit/fd944b692d71a888349ff1132bc159e06754f384', '/gfyoung/scipy/commit/ce4d58293d666df47cc3bbb0196a983a0ed8bfee', '/gfyoung/scipy/commit/11e2f6f46e9328a53989844a5a06c8d5d72fe955', '/gfyoung/scipy/commit/966eff9f73077a68406373d33b23aa34a9541c74', '/gfyoung/scipy/commit/74e57f0945b3bfddf2587d7609f9032b3a0b1e28', '/gfyoung/scipy/commit/88b7631c923cfe034b7c66634b22d5889a6f19d1', '/gfyoung/scipy/commit/79b59eba0df071391877d9c34ea4dab6e5410c75', '/gfyoung/scipy/commit/644d042134c5a76fda7a43480ed271c752ce4079', '/gfyoung/scipy/commit/83fb291924c554d336033afc7c6e0b953392ab64', '/gfyoung/scipy/commit/f6a016ba416e7170c9ed44894e8711dadace6e93', '/gfyoung/scipy/commit/e83351376abff702e4b367670fb0bb03c6de35ba', '/gfyoung/scipy/commit/9259aa5ddbf93d03979fc68b809fc33d379c5a1b', '/gfyoung/scipy/commit/ea4a7847dda5739f263ee6a8b64c702e63d3be27', '/gfyoung/scipy/commit/2a8259f26b7387b761d1ab6144db42892e8be011', '/gfyoung/scipy/commit/41af9522e5372203921eb40e1f38d37148f3022c', '/gfyoung/scipy/commit/3d09af7f31d0ecab43b80a61ddbd996689f1d404', '/gfyoung/scipy/commit/21fa2e50373be9d47d109b0088c6184ac28d7a84', '/gfyoung/scipy/commit/1bc431c03035dae4d08970a2019f30d17f350361', '/gfyoung/scipy/commit/d7048ed339ca924c1a719b5243faf7522d969395', '/gfyoung/scipy/commit/1dbc24793935029924238f368d5963ed3a6f2bf9', '/gfyoung/scipy/commit/50f7c88f215e73982a21dfa54278bfaf1e37f896', '/gfyoung/scipy/commit/587f510ff3085025c255e00b5af9d91251c3ae1a', '/gfyoung/scipy/commit/743e99c38d57ef6960c18576dd2aad50a3168ad4', '/gfyoung/scipy/commit/2673f93eb85990c391543a187deb27d4e0c77d28', '/gfyoung/scipy/commit/015bbb4067bc3b6978e6e131dbcf0f801c95e4e4', '/gfyoung/scipy/commit/aefc3a27ee0d35f21f00bb71dcbffbf54bcb8226', '/gfyoung/scipy/commit/1d9341e166b7a232355da4686d3094adeadffc4e', '/gfyoung/scipy/commit/461faff50d9334116ceb99cc7f2984faeadffc34', '/gfyoung/scipy/commit/95f7973ab96c95de426ef51387d615086a68c043', '/gfyoung/scipy/commit/81c69eb3efb4104864417d5c4dc5616c0289947a', '/gfyoung/scipy/commit/d8f8c9c57ad18dff1da358225e0109cec5cbafbe', '/gfyoung/scipy/commit/65b75f0b0e8827d0421dd95763c2a8c1eafb325b', '/gfyoung/scipy/commit/e25eefc1cee06834ab8dc16e5ec86c80ddc0bc03', '/gfyoung/scipy/commit/d87a4af612adcc0840cb037943e9928d9fd4544b', '/gfyoung/scipy/commit/345f4b925f70f9e604b3e20a8adfe8add3e5c8aa', '/gfyoung/scipy/commit/e909e153c0efa19cac7456fee0e2b01264713fb5', '/gfyoung/scipy/commit/5ae3325ccc3d6e7cc2319783f531d46ada60b478', '/gfyoung/scipy/commit/c7dcd3aeeac65c6aeed78f4810fdd5385c54965f', '/gfyoung/scipy/commit/f29b9099a2ae1798564cf4c4f9faa4e1c6296bf1', '/gfyoung/scipy/commit/919f892be876f95b9cf04b09d84b4d2c061f8656', '/gfyoung/scipy/commit/da7926c3e481f6a45910c6de2e65dfc5ff2282a8', '/gfyoung/scipy/commit/6fbd3f75a7e4503f4474215827e830567bf7fa77', '/gfyoung/scipy/commit/aa2894b5fbfee8dc554b5082999f4185862e190c', '/scipy/scipy/commit/7877952f8224d4a5feb9741d2cd9b00c464c8c33']"
5719,['/scipy/scipy/issues/5722'],[],[]
5712,[],[],[]
5686,['/scipy/scipy/issues/5690'],[],"['/person142/scipy/commit/6ffaa483863c944a32db74bf56f1860ca3dfd1c9', '/mirca/scipy/commit/b35d4b06fe42687f278f2cbcb4ffcc7e31edd0cd']"
5684,['/scipy/scipy/issues/5683'],[],['/scipy/scipy/pull/5684/commits/7194a96b72d1bd4a01b5027d7b1421169f352d05']
5683,['/scipy/scipy/issues/5684'],[],"['/nmayorov/scipy/commit/4de1b15e73f7963b0e21bc0d1bf451b0d9c45f86', '/nmayorov/scipy/commit/7194a96b72d1bd4a01b5027d7b1421169f352d05']"
5638,[],[],[]
5635,"['/scipy/scipy/issues/5636', '/scipy/scipy/issues/5630']",[],"['/scipy/scipy/pull/5635/commits/f014b8d394534cd29e0744cb510f8b9340e22643', '/scipy/scipy/pull/5635/commits/3cf79ce1fe799e5fc2f7393332591acd1e13ee19', '/scipy/scipy/pull/5635/commits/b6700297ad2b61e38a1fbb6cffa693cd99874564']"
5630,"['/scipy/scipy/issues/5635', '/scipy/scipy/issues/5636']",[],"['/sturlamolden/scipy/commit/752521141bc5f63e3401e91901e9284adef6fea3', '/sturlamolden/scipy/commit/3cf79ce1fe799e5fc2f7393332591acd1e13ee19', '/philipdeboer/scipy/commit/1f468f3ec089aad7ff3b9ad7d39e467d03f7d259', '/ev-br/scipy/commit/6382ad91ef08674f9f7941e2e6bcce9304e7e942']"
5629,['/scipy/scipy/issues/5661'],['/numpy/numpy/issues/6936'],"['/rgommers/scipy/commit/bddce6080fd803652f46663394839a90c54519c4', '/philipdeboer/scipy/commit/d342927c19ac8d5233e339f31723e9cb363ce8ce', '/ev-br/scipy/commit/3b2774d1758eb0b00f3eed894ea9f36bfed64969']"
5626,"['/scipy/scipy/issues/5228', '/scipy/scipy/issues/5640']",[],"['/billsacks/scipy/commit/cfff2702aca24e766be1661ab32e4452b840559b', '/pv/scipy-work/commit/c9b2b8eb1553aea06758f674eb083807ddf0b892']"
5624,['/scipy/scipy/issues/5681'],[],['/scipy/scipy/pull/5624/commits/0bdc6da06a31a268bddf57bd41169a71ac39da07']
5578,['/scipy/scipy/issues/5579'],[],[]
5577,"['/scipy/scipy/issues/5578', '/scipy/scipy/issues/6044']",[],[]
5575,[],"['/hpcugent/easybuild-easyconfigs/issues/2181', '/NixOS/nixpkgs/issues/11721']",[]
5571,['/scipy/scipy/issues/5572'],[],['/scipy/scipy/commit/ff142f8e9b3491567aed91f6353881a38bcc3546']
5556,"['/scipy/scipy/issues/5565', '/scipy/scipy/issues/5566']",[],"['/scipy/scipy/pull/5556/commits/4808b988ba3420439cb1991fe18f8b9512e9443b', '/scipy/scipy/pull/5556/commits/71d6c5bb909dc7a9016e2d6f4bd219944bbfc873', '/scipy/scipy/pull/5556/commits/e4c29c1cd1c58726be41461004be14be2415c6c7', '/scipy/scipy/pull/5556/commits/ca152511dbddc74a3ca5343daffd16e03715eb05', '/scipy/scipy/pull/5556/commits/49dc5566ad7365bbbbca88c2b3a2fc8e46eae5ac']"
5555,['/scipy/scipy/issues/5557'],[],"['/person142/scipy/commit/edceb4c7536ba1f721538eea07c91f163aeb3134', '/person142/scipy/commit/a85bc179fbec44b2d3422e4369ea1a9aa940718f', '/person142/scipy/commit/cbd91b93c752eb2e947c2b657fe0471a12759b83']"
5553,"['/scipy/scipy/issues/5554', '/scipy/scipy/issues/5725']",[],[]
5542,['/scipy/scipy/issues/6101'],[],[]
5541,['/scipy/scipy/issues/5542'],[],[]
5539,"['/scipy/scipy/issues/5541', '/scipy/scipy/issues/5542', '/scipy/scipy/issues/5550']",[],[]
5526,"['/scipy/scipy/issues/2069', '/scipy/scipy/issues/5583']",['/numpy/numpy/issues/6745'],"['/scipy/scipy/pull/5526/commits/3d5024b40e2e089251af1b4b89c5ec1c7145412c', '/scipy/scipy/pull/5526/commits/8d0060894e174bd098bb6b54406fcfabb88026b6', '/scipy/scipy/pull/5526/commits/761ac903a74b7a89f2a387a040b3ec29f4c2036f']"
5510,[],[],[]
5509,['/scipy/scipy/issues/5525'],[],[]
5505,['/scipy/scipy/issues/5448'],[],"['/scipy/scipy/pull/5505/commits/97e0d0832147587a7da1d0256cf52d9ce8a37d4e', '/scipy/scipy/pull/5505/commits/b6916f70e0a918e7ad9c33b52664edb0efc4f6fc', '/scipy/scipy/pull/5505/commits/df0693c93483bcf9f7139887528a778f225f5a3c']"
5486,[],[],"['/scipy/scipy/pull/5486/commits/4460e3fa728393a499ec576ad8fbdf8a801c4a5e', '/scipy/scipy/pull/5486/commits/1f8ce97dcb0086ed653da15ff4f95d68be5829d0', '/scipy/scipy/pull/5486/commits/db69c4980a5e644c05b2b7840979812212e59c89', '/scipy/scipy/commit/db14b78e711bdb7c9611160f9d476cc936310433']"
5485,['/scipy/scipy/issues/5494'],[],[]
5452,"['/scipy/scipy/issues/5453', '/scipy/scipy/issues/5906']",[],[]
5450,['/scipy/scipy/issues/5471'],[],"['/mafagafogigante/scipy/commit/f4eb2f9ff8645d093f3088ba063def367540564b', '/mafagafogigante/scipy/commit/36645e90e2f096c04042c7ddb79cf59b78bf216a', '/mafagafogigante/scipy/commit/c40ab6341833d0c5d755667d5360cbf5c310e7e9', '/mafagafogigante/scipy/commit/cd7a6e6333ba236c78efadf8e3450cd464d282bd']"
5448,[],[],['/scipy/scipy/commit/97e0d0832147587a7da1d0256cf52d9ce8a37d4e']
5440,['/scipy/scipy/issues/5913'],[],[]
5430,['/scipy/scipy/issues/5444'],[],"['/person142/scipy/commit/3035cd949a421992bdb1ec1191d8143d132ae0cb', '/person142/scipy/commit/e9402dd24f071e7dbe4e0c2421f90f285ca31896', '/scipy/scipy/commit/3035cd949a421992bdb1ec1191d8143d132ae0cb']"
5426,['/scipy/scipy/issues/5445'],[],"['/gentoo/gentoo/commit/81a9e5bc3fae689a5d0e3ae28c31791b546b2682', '/rgommers/scipy/commit/ac39470ea6ff3c902a3ab0ba812a9bbe5e4e4264']"
5413,['/scipy/scipy/issues/5401'],[],['/scipy/scipy/pull/5413/commits/6aff5830fe18a24979376416740f50a7bd9edbd4']
5408,['/scipy/scipy/issues/5422'],[],['/person142/scipy/commit/b10e9bf008bea4296b903a19265d18866b3a7c35']
5401,['/scipy/scipy/issues/5413'],"['/JuliaLang/julia/issues/15784', '/JuliaLang/julia/issues/15796']","['/JuliaLang/julia/commit/ad59ceb6398114b6ee49756ed14f493d9d28485c', '/JuliaLang/julia/commit/c925d920f1cae0575f6936841748246b4a9b3677', '/JuliaLang/julia/commit/003596a779412ebd86d1361ab4bf1137ec18cea0', '/JuliaLang/julia/commit/b6988df6959a00c879a5a090310d8f3d5c6d9e11']"
5397,[],[],[]
5382,['/scipy/scipy/issues/4896'],[],['/scipy/scipy/pull/5382/commits/0acd9263992c592adb52b526a40090b2b5fa6d76']
