ref_issue,number,ref_time,ref_author,ref_comment,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
nipy/dipy#688,2020,2015-08-26 23:49:42,arokem,8,issue,hassemlal,2015-10-15T18:46:26Z,,close,"['#707', '#708']",18,5,"['hassemlal', 'arokem', 'hanke', 'stefanv', 'Garyfallidis']"
,,,,,,,,,,,,,
SGWissInfo/pyphant1#55,1992,2013-11-15 14:35:15,aheld84,1,issue,aheld84,2013-11-15T14:53:29Z,a96ca8e,close,[],2,1,['aheld84']
paulgb/sklearn-pandas#48,1954,,,,pr,dukebody,2016-01-16T10:39:25Z,85ad5df,merge,['#11'],3,2,"['dukebody', 'zacstewart']"
pypa/pip#25,1954,,,,issue,carljm,2011-04-29T13:55:00Z,,close,"['#653', '#720', '#2083', '#2409', '#24']",23,13,"['vbabiy', 'hltbra', 'carljm', 'edwardabraham', 'cournape', 'merwok', 'astrofrog', 'ilblackdragon', 'wrought', 'bjodah', 'griesmey', 'shindere', 'xavfernandez']"
numpy/numpy#3368,1949,,,,issue,seberg,2014-01-27T17:34:16Z,3d8da08,close,"['#4142', '#4153']",2,2,"['WarrenWeckesser', 'rgommers']"
numpy/numpy#67,1943,,,,pr,,,,,"['#517', '#708', '#2408', '#2843', '#4834', '#7595']",3,3,"['rkern', 'charris', 'rgommers']"
silx-kit/pyFAI#180,1859,2015-03-07 12:39:23,kif,0,issue,kif,2015-03-07T14:12:49Z,011dd1f,close,[],1,1,['kif']
,,,,,,,,,,,,,
numpy/numpy#3534,1727,,,,pr,,,,,[],6,3,"['charris', 'seberg', 'WeatherGod']"
numpy/numpy#2981,1714,,,,issue,,,,,[],1,1,['rgommers']
scikit-image/scikit-image#1873,1547,2016-01-12 22:31:42,matthew-brett,0,issue,,,,,[],2,2,"['matthew-brett', 'JDWarner']"
statsmodels/statsmodels#1196,1476,2013-12-13 00:25:05,endolith,6,pr,,,,,[],18,6,"['kain88-de', 'coveralls', 'josef-pkt', 'argriffing', 'endolith', 'jseabold']"
numpy/numpy#4602,1205,2014-04-09 03:22:56,cgohlke,0,pr,charris,2014-04-09T14:12:53Z,f320935,merge,[],2,2,"['cgohlke', 'charris']"
mokus0/random-fu#35,1147,2016-06-04 16:01:30,idontgetoutmuch,1,issue,idontgetoutmuch,2016-06-05T07:52:25Z,,close,[],3,2,"['rpglover64', 'idontgetoutmuch']"
