number,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
6160,pr,,,,,[],6,3,"['ev-br', 'rgommers', 'josef-pkt']"
6148,pr,,,,,['#6134'],3,2,"['ev-br', 'josef-pkt']"
6136,issue,rgommers,2016-06-11T14:05:50Z,,close,['#6214'],13,5,"['Eric89GXL', 'ev-br', 'cgohlke', 'pv', 'rgommers']"
6134,issue,ev-br,2016-05-12T08:36:23Z,#6148,close,"['#6140', '#6148']",6,2,"['brunomorvan', 'ev-br']"
6132,issue,pv,2016-05-05T18:41:03Z,#6135,close,['#6135'],12,4,"['Eric89GXL', 'ewmoore', 'pv', 'cgohlke']"
6128,issue,rgommers,2016-06-17T19:54:52Z,#6130,close,['#6130'],2,3,"['torosdahl', 'perimosocordiae', 'rgommers']"
6100,pr,,,,,"['#6062', '#6156']",22,4,"['tavinathanson', 'ev-br', 'josef-pkt', 'argriffing']"
6093,issue,ev-br,2016-07-08T18:38:57Z,#6360,close,"['#6293', '#6360']",8,3,"['matthew-brett', 'pv', 'ev-br']"
6090,issue,rgommers,2016-06-11T13:53:57Z,,close,['#6184'],4,4,"['matthew-brett', 'endolith', 'rgommers', 'pv']"
6072,issue,ev-br,2016-06-06T10:37:35Z,#6209,close,['#6209'],3,3,"['eli-b', 'ev-br', 'pv']"
6070,pr,,,,,['#6017'],5,3,"['wuhaochen', 'ev-br', 'codecov-io']"
6062,issue,ev-br,2016-05-05T06:53:03Z,,close,['#6100'],10,3,"['tavinathanson', 'ev-br', 'josef-pkt']"
6056,issue,rgommers,2016-06-17T08:04:16Z,#6260,close,['#6260'],1,1,['e-q']
6044,pr,,,,,['#6055'],8,4,"['albop', 'pv', 'codecov-io', 'ev-br']"
6033,pr,,,,,['#6016'],2,2,"['ev-br', 'pv']"
6027,issue,WarrenWeckesser,2016-04-03T23:41:34Z,,close,[],2,2,"['SsnL', 'WarrenWeckesser']"
6024,pr,,,,,['#5743'],6,4,"['pv', 'codecov-io', 'nmayorov', 'ev-br']"
6017,issue,ev-br,2016-04-16T14:55:00Z,,close,['#6070'],7,4,"['MrMallIronmaker', 'e-q', 'ev-br', 'maniteja123']"
6011,issue,ev-br,2016-04-06T11:17:04Z,,close,[],13,3,"['NeilGirdhar', 'argriffing', 'ev-br']"
6008,issue,pv,2016-03-28T14:40:20Z,#6009,close,['#6009'],3,2,"['scientist1642', 'WarrenWeckesser']"
5990,pr,,,,,['#1930'],9,4,"['endolith', 'codecov-io', 'Eric89GXL', 'ev-br']"
5972,issue,pv,2016-03-28T07:22:10Z,#5983,close,['#5983'],3,2,"['rgommers', 'Tiepies']"
5970,pr,,,,,[],11,4,"['ev-br', 'codecov-io', 'Eric89GXL', 'josef-pkt']"
5959,issue,rgommers,2016-03-12T12:44:16Z,,close,[],4,2,"['rgommers', 'pv']"
5957,pr,,,,,['#5953'],12,7,"['rainwoodman', 'codecov-io', 'sturlamolden', 'rgommers', 'Eric89GXL', 'ev-br', 'pv']"
5953,issue,ev-br,2016-04-06T12:18:55Z,558de6f,close,[],27,4,"['segasai', 'ev-br', 'sturlamolden', 'rainwoodman']"
5916,issue,ev-br,2016-03-03T11:00:07Z,,close,[],7,3,"['Fmajor', 'ev-br', 'pv']"
5915,issue,pv,2016-03-03T13:52:36Z,,close,['#5919'],1,2,"['andyfaff', 'pv']"
5902,pr,,,,,['#5898'],3,4,"['ev-br', 'codecov-io', 'Eric89GXL', 'pv']"
5898,issue,pv,2016-03-01T18:08:44Z,#5902,close,['#5902'],6,3,"['kaufman', 'ev-br', 'rgommers']"
5891,issue,pv,2016-02-27T00:00:17Z,#5894,close,['#5894'],1,2,"['janmedlock', 'ev-br']"
5882,issue,pv,2016-03-07T18:51:34Z,,close,[],8,4,"['saulomeirelles', 'pv', 'oxsem', 'angelnaviavazquez']"
5867,pr,,,,,[],3,3,"['alimuldal', 'codecov-io', 'pv']"
5865,issue,pv,2016-02-19T13:54:34Z,,close,['#5867'],1,2,"['alimuldal', 'pv']"
5853,issue,pv,2016-02-19T19:08:49Z,#5862,close,['#5862'],3,3,"['danielru', 'ewmoore', 'pv']"
5850,issue,ewmoore,2016-03-14T18:37:05Z,#5971,close,['#5971'],8,3,"['huiyiqun', 'ev-br', 'pv']"
5848,pr,,,,,['#5846'],6,4,"['pv', 'codecov-io', 'ewmoore', 'ev-br']"
5843,issue,perimosocordiae,2016-07-12T14:05:52Z,#6166,close,['#6166'],1,1,['pv']
5841,issue,rgommers,2016-02-14T08:01:24Z,#5845,close,['#5845'],1,2,"['Energya', 'rgommers']"
5817,issue,ev-br,2016-04-26T12:07:25Z,#5970,close,['#5970'],5,3,"['josef-pkt', 'rgommers', 'ev-br']"
5812,issue,mimakaev,2016-02-07T22:19:01Z,,close,[],4,3,"['mimakaev', 'larsmans', 'rgommers']"
5790,issue,larsmans,2016-02-04T10:02:45Z,dea2d11,close,['#5798'],5,5,"['ghego', 'pv', 'kaichogami', 'gfyoung', 'rgommers']"
5786,issue,rgommers,2016-02-02T20:58:06Z,a509cc2,close,['#5795'],5,3,"['ahojnnes', 'gfyoung', 'rgommers']"
5779,issue,pv,2016-01-31T09:03:57Z,760a663,close,['#5780'],1,2,"['kmike', 'rgommers']"
5766,issue,bendichter,2016-01-31T18:07:44Z,,close,[],4,3,"['bendichter', 'gfyoung', 'rgommers']"
5764,issue,pv,2016-01-31T09:12:28Z,#5777,close,['#5777'],2,4,"['dmitriyboyarchenko', 'person142', 'larsmans', 'pv']"
5760,issue,rgommers,2016-02-10T23:35:57Z,9080efa,close,['#5787'],1,2,"['arvoelke', 'rgommers']"
5721,issue,Eric89GXL,2016-03-22T14:26:50Z,7877952,close,['#5788'],2,3,"['erwanp', 'gfyoung', 'rgommers']"
5719,issue,ev-br,2016-01-17T13:23:55Z,,close,['#5722'],5,3,"['anntzer', 'ev-br', 'nmayorov']"
5712,issue,jjakeman,2016-01-14T16:10:38Z,,close,[],5,4,"['jjakeman', 'rgommers', 'argriffing', 'pv']"
5686,issue,ev-br,2016-01-08T11:31:07Z,#5690,close,['#5690'],2,3,"['danfrankj', 'rgommers', 'ev-br']"
5684,pr,,,,,['#5683'],5,3,"['nmayorov', 'ev-br', 'codecov-io']"
5683,issue,ev-br,2016-01-17T13:13:54Z,,close,['#5684'],2,2,"['nmayorov', 'ev-br']"
5638,issue,rgommers,2015-12-30T13:18:18Z,,close,[],2,2,"['billsacks', 'rgommers']"
5635,pr,,,,,['#5630'],12,3,"['sturlamolden', 'ev-br', 'rgommers']"
5630,issue,ev-br,2015-12-30T11:46:10Z,,close,"['#5635', '#5636']",7,4,"['evanmason', 'rgommers', 'sturlamolden', 'ev-br']"
5629,issue,ev-br,2016-01-03T21:37:10Z,#5661,close,['#5661'],10,3,"['endolith', 'ev-br', 'rgommers']"
5626,issue,pv,2016-02-16T21:11:22Z,,close,"['#5228', '#5640']",6,4,"['billsacks', 'efiring', 'rgommers', 'pv']"
5624,pr,,,,,[],24,2,"['Eric89GXL', 'ev-br']"
5578,issue,rgommers,2015-12-09T23:00:03Z,,close,['#5579'],12,4,"['ev-br', 'rgommers', 'insertinterestingnamehere', 'pv']"
5577,issue,rgommers,2015-12-29T10:01:44Z,,close,['#6044'],23,4,"['ev-br', 'rgommers', 'jseabold', 'pv']"
5575,issue,boegel,2016-02-09T20:51:58Z,,close,[],7,2,"['boegel', 'rgommers']"
5571,issue,rgommers,2015-12-02T20:47:32Z,#5572,close,['#5572'],2,2,"['rgommers', 'ev-br']"
5556,pr,,,,,"['#5565', '#5566']",25,3,"['nmayorov', 'ev-br', 'pv']"
5555,issue,dlax,2016-02-09T19:59:02Z,#5557,close,['#5557'],5,4,"['person142', 'ev-br', 'charris', 'rgommers']"
5553,issue,larsmans,2016-01-28T21:18:28Z,#5554,close,"['#5554', '#5725']",1,3,"['behzadnouri', 'rgommers', 'ev-br']"
5542,issue,rgommers,2016-06-04T16:18:03Z,,close,[],7,2,"['ev-br', 'rgommers']"
5541,issue,rgommers,2015-11-30T21:14:50Z,631b710,close,[],6,4,"['ev-br', 'pv', 'efiring', 'rgommers']"
5539,issue,rgommers,2015-12-01T20:59:03Z,#5550,close,['#5550'],6,3,"['ev-br', 'rgommers', 'pv']"
5526,pr,,,,,"['#2069', '#5583']",31,6,"['WarrenWeckesser', 'rgommers', 'ev-br', 'pwaller', 'Eric89GXL', 'pv']"
5510,issue,aolsux,2016-01-04T15:16:58Z,,close,[],7,2,"['aolsux', 'rgommers']"
5509,issue,argriffing,2015-11-23T15:09:24Z,#5525,close,['#5525'],2,2,"['pgr', 'rgommers']"
5505,pr,,,,,['#5448'],8,3,"['WarrenWeckesser', 'pv', 'rgommers']"
5486,pr,,,,,[],8,3,"['vbarrielle', 'ev-br', 'pv']"
5485,issue,pv,2015-11-13T13:13:03Z,#5494,close,['#5494'],1,2,"['anntzer', 'rgommers']"
5452,issue,rgommers,2016-06-17T19:15:15Z,,close,['#5906'],10,3,"['woodscn', 'rgommers', 'ev-br']"
5450,issue,pv,2015-11-15T17:31:44Z,#5471,close,['#5471'],1,2,"['WarrenWeckesser', 'pv']"
5448,issue,WarrenWeckesser,2015-11-24T20:36:43Z,97e0d08,close,[],9,3,"['tzutalin', 'pv', 'WarrenWeckesser']"
5440,issue,dlax,2016-03-03T08:16:58Z,4da5a4b,close,['#5913'],4,4,"['dEvasEnApati', 'dlax', 'andyfaff', 'ev-br']"
5430,issue,ev-br,2015-11-15T21:42:58Z,3035cd9,close,['#5444'],8,5,"['QCaudron', 'person142', 'charris', 'rgommers', 'ev-br']"
5426,issue,ev-br,2015-10-31T23:36:45Z,#5445,close,['#5445'],21,4,"['jlec', 'rgommers', 'person142', 'ev-br']"
5413,pr,,,,,['#5401'],4,2,"['pv', 'ev-br']"
5408,issue,rgommers,2015-10-26T19:16:34Z,#5422,close,['#5422'],6,3,"['josef-pkt', 'rgommers', 'person142']"
5401,issue,ev-br,2015-10-25T10:18:19Z,#5413,close,['#5413'],10,2,"['ppalasek', 'pv']"
5397,issue,weatherfrog,2016-03-01T13:29:01Z,,close,[],5,3,"['weatherfrog', 'charris', 'rgommers']"
5382,pr,,,,,[],2,3,"['pv', 'rgommers', 'alexbrc']"
5377,pr,,,,,[],2,2,"['perimosocordiae', 'pv']"
5370,issue,pv,2015-10-25T19:31:45Z,#5416,close,"['#5416', '#5425']",3,2,"['opoplawski', 'rgommers']"
5363,issue,rgommers,2015-10-21T20:52:08Z,,close,['#5393'],7,4,"['rohitjamuar', 'argriffing', 'rgommers', 'pv']"
5356,pr,rgommers,2015-10-15T18:07:14Z,79c5b74,merge,[],3,1,['rgommers']
5331,issue,rgommers,2015-10-24T12:15:28Z,,close,[],17,4,"['stonebig', 'charris', 'rgommers', 'ev-br']"
5311,issue,larsmans,2015-10-06T06:53:32Z,#5314,close,"['#5293', '#5314']",4,2,"['WarrenWeckesser', 'sturlamolden']"
5306,issue,pv,2015-10-10T16:56:19Z,,close,[],4,4,"['sbtlaarzc', 'tpudlik', 'pv', 'rgommers']"
5301,pr,,,,,[],11,6,"['giorgiop', 'argriffing', 'jakevdp', 'ev-br', 'josef-pkt', 'larsmans']"
5287,issue,rgommers,2015-11-15T13:25:54Z,f7f7c4c,close,[],3,2,"['eric-wieser', 'rgommers']"
5285,issue,pv,2015-09-24T17:23:46Z,,close,[],5,2,"['WarrenWeckesser', 'pv']"
5281,issue,larsmans,2015-10-04T10:03:21Z,#5293,close,['#5293'],3,3,"['camelccc', 'charris', 'larsmans']"
5276,issue,WarrenWeckesser,2015-10-09T15:45:21Z,e0c9ca6,close,[],3,3,"['jacintoArias', 'WarrenWeckesser', 'rgommers']"
5264,pr,,,,,"['#5263', '#4790', '#5355']",10,4,"['njwilson23', 'ev-br', 'arokem', 'rgommers']"
5263,issue,ev-br,2015-10-07T06:40:16Z,,close,['#5264'],2,2,"['njwilson23', 'ev-br']"
5260,issue,ev-br,2015-09-17T16:15:14Z,,close,['#5261'],3,3,"['vanpact', 'ev-br', 'ewmoore']"
5257,issue,ev-br,2016-04-06T13:18:38Z,,close,[],7,4,"['tyana6472', 'rgommers', 'anaviltripathi', 'ev-br']"
5254,issue,pv,2015-10-17T14:08:22Z,#5367,close,['#5367'],1,2,"['liubenyuan', 'rgommers']"
5208,issue,larsmans,2015-10-03T19:01:31Z,,close,['#5225'],8,4,"['joernhees', 'larsmans', 'WarrenWeckesser', 'ewmoore']"
5204,pr,,,,,[],2,3,"['juliantaylor', 'rgommers', 'ev-br']"
5203,pr,,,,,[],2,2,"['juliantaylor', 'ev-br']"
5197,issue,ev-br,2015-11-07T11:51:19Z,#5465,close,['#5465'],8,3,"['andsor', 'ev-br', 'rgommers']"
5194,pr,,,,,[],3,3,"['juliantaylor', 'WarrenWeckesser', 'rgommers']"
5193,pr,,,,,[],3,2,"['juliantaylor', 'ev-br']"
5191,issue,rgommers,2015-10-09T18:33:07Z,,close,['#5192'],2,3,"['cgohlke', 'ev-br', 'rgommers']"
5189,pr,,,,,[],4,3,"['WarrenWeckesser', 'charris', 'ev-br']"
5183,issue,ev-br,2016-02-02T01:22:05Z,,close,[],4,2,"['anntzer', 'ev-br']"
5181,issue,WarrenWeckesser,2015-08-28T16:23:46Z,a00dfa8,close,[],1,2,"['WarrenWeckesser', 'ev-br']"
5173,issue,rgommers,2015-10-24T11:36:04Z,c0f6acc,close,"['#5332', '#5387']",3,1,['rgommers']
5149,issue,ev-br,2015-10-06T19:24:00Z,#5241,close,['#5241'],3,3,"['WarrenWeckesser', 'ewmoore', 'rgommers']"
5127,issue,argriffing,2015-08-13T18:58:05Z,#5128,close,['#5128'],3,4,"['njsmith', 'ev-br', 'ewmoore', 'rgommers']"
5123,issue,pv,2016-04-30T19:10:29Z,#6120,close,"['perimosocordiae/scipy#1', '#6120']",3,4,"['jbweston', 'ewmoore', 'rgommers', 'pv']"
5121,issue,dlax,2015-08-23T09:43:07Z,#5178,close,['#5178'],13,3,"['JBeckwith', 'andyfaff', 'larsmans']"
5116,issue,argriffing,2015-08-06T17:54:10Z,#5118,close,['#5118'],2,2,"['jtorniainen', 'ewmoore']"
5094,pr,,,,,[],29,31,"['jor-', 'rgommers', 'sturlamolden', 'ev-br', 'pv', 'larsmans', 'sumitbinnani', 'raphaelw', 'perimosocordiae', 'andyfaff', 'haudren', 'dlax', 'alexbrc', 'endolith', 'person142', 'pizzathief', 'ales-erjavec', 'argriffing', 'Newman101', 'rohitjamuar', 'tpudlik']"
5089,pr,,,,,[],5,3,"['ewmoore', 'josef-pkt', 'rgommers']"
5077,issue,rgommers,2015-10-10T12:54:03Z,,close,"['#4890', '#5088']",15,4,"['sheerbordom', 'WarrenWeckesser', 'rgommers', 'sturlamolden']"
5048,issue,ev-br,2015-07-14T22:59:45Z,#5052,close,['#5052'],2,4,"['pbrod', 'WarrenWeckesser', 'ev-br', 'rgommers']"
5027,issue,larsmans,2016-01-26T20:01:43Z,#5384,close,"['#5384', '#5729']",1,2,"['juliantaylor', 'rgommers']"
5010,pr,,,,,['#4982'],4,2,"['joshlk', 'ev-br']"
4977,pr,,,,,[],3,3,"['argriffing', 'ev-br', 'alexbrc']"
4973,issue,pv,2016-05-07T23:29:15Z,,close,['#5213'],6,6,"['cgcgbcbc', 'argriffing', 'emunsing', 'perimosocordiae', 'pv', 'rgommers']"
4965,issue,Sebascn,2015-06-24T07:18:55Z,,close,['#4991'],6,2,"['Sebascn', 'rgommers']"
4962,issue,rgommers,2015-06-30T21:03:31Z,#4966,close,['#4966'],3,3,"['johannesgijsbers', 'e-q', 'rgommers']"
4942,pr,,,,,[],9,2,"['sturlamolden', 'rgommers']"
4932,issue,rgommers,2015-06-16T05:38:13Z,#4951,close,['#4951'],4,4,"['WarrenWeckesser', 'BMJHayward', 'ev-br', 'rgommers']"
4926,issue,rgommers,2015-10-10T16:11:52Z,4e7d241,close,['#5164'],5,4,"['WarrenWeckesser', 'QuLogic', 'rgommers', 'Chrisinger']"
4911,issue,rgommers,2015-05-26T20:33:48Z,44b596e,close,[],3,2,"['hayne', 'rgommers']"
4907,issue,rgommers,2015-07-04T08:46:31Z,,close,['#5008'],14,5,"['cgohlke', 'rgommers', 'rmcgibbo', 'stonebig', 'ewmoore']"
4895,issue,rgommers,2015-07-23T20:28:44Z,,close,['#4896'],3,3,"['argriffing', 'pv', 'rgommers']"
4885,issue,rgommers,2015-06-26T06:31:04Z,,close,"['#4854', '#4990', '#5338']",8,2,"['Eric89GXL', 'rgommers']"
4848,issue,rgommers,2015-06-26T06:31:11Z,,close,"['#4812', '#4990']",8,3,"['rgommers', 'ewmoore', 'pv']"
4847,issue,ev-br,2015-05-11T09:37:38Z,#4852,close,['#4852'],2,1,['ev-br']
4844,issue,rgommers,2015-05-10T13:32:20Z,#4845,close,['#4845'],7,3,"['WarrenWeckesser', 'rgommers', 'ev-br']"
4840,issue,rgommers,2015-05-10T20:13:44Z,#4841,close,['#4841'],1,1,['rgommers']
4834,issue,ev-br,2015-10-24T11:59:13Z,,close,['#5395'],4,3,"['argriffing', 'ev-br', 'rgommers']"
4833,pr,,,,,['#4098'],12,2,"['rgommers', 'pv']"
4813,issue,rgommers,2015-05-05T20:27:24Z,,close,[],4,2,"['rgommers', 'argriffing']"
4799,pr,,,,,['#4815'],5,3,"['WarrenWeckesser', 'rgommers', 'argriffing']"
4793,issue,larsmans,2015-08-15T14:47:53Z,#5129,close,"['#5125', '#5129']",2,3,"['b-v', 'larsmans', 'rgommers']"
4791,issue,pv,2015-05-09T14:17:51Z,#4797,close,['#4797'],2,2,"['perimosocordiae', 'pv']"
4788,issue,rgommers,2015-04-29T20:57:36Z,,close,[],12,3,"['francispoulin', 'rgommers', 'ev-br']"
4754,issue,argriffing,2015-05-07T20:23:14Z,,close,[],5,5,"['achatte', 'rgommers', 'musically-ut', 'matthew-brett', 'argriffing']"
4746,issue,argriffing,2015-04-24T01:31:00Z,260f6a8,close,"['#4685', '#3888']",2,4,"['pv', 'argriffing', 'dlax', 'ev-br']"
4745,issue,rgommers,2015-04-27T09:12:30Z,,close,['#4749'],14,6,"['pv', 'ewmoore', 'insertinterestingnamehere', 'rgommers', 'argriffing', 'samuelstjean']"
4741,issue,argriffing,2015-05-01T17:11:19Z,,close,[],8,3,"['argriffing', 'rgommers', 'pv']"
4736,issue,rgommers,2015-05-10T15:32:04Z,#4812,close,"['#4792', '#4374', '#4801', '#4803', '#4812']",19,5,"['argriffing', 'rgommers', 'ewmoore', 'pv', 'insertinterestingnamehere']"
4733,issue,dlax,2015-04-27T20:30:41Z,d461e86,close,[],3,2,"['mangecoeur', 'rgommers']"
4726,issue,dlax,2015-04-25T11:28:34Z,5b802a1,close,[],3,3,"['rgommers', 'Andreea-G', 'dlax']"
4724,issue,ev-br,2015-04-14T13:00:17Z,a7ded12,close,['#4725'],8,6,"['ldamewood', 'josef-pkt', 'ewmoore', 'argriffing', 'rgommers', 'ev-br']"
4705,issue,rgommers,2015-04-14T17:15:51Z,,close,['#4707'],7,3,"['imtibbet', 'argriffing', 'rgommers']"
4681,issue,rgommers,2015-04-11T15:21:48Z,#4696,close,['#4696'],2,2,"['ewmoore', 'rgommers']"
4675,pr,,,,,"['#2652', '#1104', '#5676']",33,6,"['cwrowley', 'rgommers', 'WarrenWeckesser', 'moorepants', 'argriffing', 'ev-br']"
4649,pr,,,,,[],3,4,"['aarchiba', 'argriffing', 'josef-pkt', 'ev-br']"
4643,pr,,,,,"['#1885', '#2020', '#4523', '#5264']",18,4,"['jjgreen', 'ev-br', 'argriffing', 'rgommers']"
4613,issue,rgommers,2015-04-26T08:27:29Z,e83e981,close,['#4710'],20,4,"['abrahamneben', 'pv', 'rgommers', 'astrofrog']"
4612,issue,rgommers,2015-03-17T21:00:52Z,#4614,close,['#4614'],4,3,"['ewmoore', 'rgommers', 'WarrenWeckesser']"
4599,issue,rgommers,2015-03-14T10:01:34Z,,close,[],8,3,"['pnjun', 'rgommers', 'woodscn']"
4594,issue,argriffing,2015-04-24T01:31:00Z,9438fb7,close,"['#4685', '#4746', '#3888']",6,5,"['DjAntaki', 'rgommers', 'argriffing', 'dlax', 'ev-br']"
4580,issue,ev-br,2015-11-15T22:22:31Z,71c0f0e,close,['#5389'],2,5,"['jiskattema', 'nbaka', 'argriffing', 'rgommers', 'ev-br']"
4550,issue,rgommers,2015-04-12T20:03:47Z,,close,['#4693'],26,4,"['cel4', 'rgommers', 'maniteja123', 'aeklant']"
4543,pr,,,,,[],5,3,"['nmayorov', 'ewmoore', 'rgommers']"
4535,pr,,,,,[],6,4,"['aman-iitj', 'pv', 'rgommers', 'argriffing']"
4527,issue,rgommers,2015-02-20T07:13:26Z,#4535,close,['#4535'],1,2,"['WarrenWeckesser', 'rgommers']"
4523,issue,ev-br,2015-04-30T08:23:29Z,,close,['#4643'],22,6,"['eyurtsev', 'ev-br', 'josef-pkt', 'argriffing', 'pv', 'jjgreen']"
4521,issue,larsmans,2015-03-05T21:21:41Z,d4e9201,close,['#4581'],1,2,"['hahnjo', 'rgommers']"
4520,issue,larsmans,2015-03-05T21:21:41Z,ec15a93,close,['#4581'],3,3,"['hahnjo', 'pv', 'rgommers']"
4510,issue,ewmoore,2016-02-16T13:02:29Z,9e8eb1c,close,['#5847'],5,6,"['LazyKoala', 'pv', 'dakoner', 'rgommers', 'ev-br', 'ewmoore']"
4476,issue,ewmoore,2016-02-16T13:02:17Z,#5847,close,['#5847'],5,4,"['sbailey', 'pv', 'v0dro', 'ewmoore']"
4473,pr,,,,,[],4,3,"['WarrenWeckesser', 'Eric89GXL', 'rgommers']"
4438,issue,dlax,2015-01-20T08:59:23Z,#4442,close,['#4442'],5,4,"['scopatz', 'argriffing', 'pv', 'robfalck']"
4424,pr,,,,,[],2,2,"['rgommers', 'dlax']"
4418,pr,,,,,[],4,3,"['pv', 'matthew-brett', 'rgommers']"
4417,pr,,,,,[],13,4,"['rgommers', 'pv', 'sturlamolden', 'larsmans']"
4410,issue,pv,2015-01-18T13:21:46Z,#4413,close,['#4413'],8,5,"['stonebig', 'pv', 'ev-br', 'ewmoore', 'rgommers']"
4400,issue,WarrenWeckesser,2015-01-23T04:43:26Z,,close,[],14,5,"['xiaoweiz', 'rgommers', 'WarrenWeckesser', 'asmeurer', 'pv']"
4398,pr,,,,,[],2,3,"['jnothman', 'larsmans', 'rgommers']"
4393,issue,argriffing,2015-01-17T22:54:07Z,#4416,close,['#4416'],2,2,"['jgostick', 'rgommers']"
4376,pr,,,,,[],2,2,"['matthew-brett', 'rgommers']"
4375,issue,rgommers,2015-10-25T19:54:09Z,e33cd1b,close,['#3871'],8,3,"['u55', 'rgommers', 'pv']"
4358,pr,,,,,[],22,5,"['WarrenWeckesser', 'argriffing', 'rgommers', 'ev-br', 'Eric89GXL']"
4357,pr,,,,,['#4355'],9,5,"['argriffing', 'rgommers', 'ev-br', 'pv', 'alexbrc']"
4355,issue,pv,2015-01-20T18:56:42Z,#4357,close,['#4357'],2,3,"['terhorst', 'argriffing', 'rgommers']"
4335,pr,,,,,['#4331'],3,2,"['rgommers', 'pv']"
4331,issue,pv,2014-12-30T16:06:16Z,,close,['#4335'],6,3,"['argriffing', 'rgommers', 'pv']"
4319,pr,,,,,[],2,3,"['argriffing', 'rgommers', 'alexbrc']"
4317,issue,rgommers,2014-12-28T09:45:36Z,,close,[],8,3,"['invisibleroads', 'argriffing', 'rgommers']"
4293,pr,,,,,[],5,4,"['argriffing', 'larsmans', 'rgommers', 'alexbrc']"
4290,issue,argriffing,2014-12-18T22:07:44Z,#4293,close,['#4293'],3,3,"['anderspitman', 'argriffing', 'rgommers']"
4286,pr,,,,,['#4022'],3,2,"['matthew-brett', 'rgommers']"
4284,pr,,,,,['#4282'],5,3,"['WarrenWeckesser', 'sigeti', 'argriffing']"
4283,pr,,,,,[],7,4,"['larsmans', 'rgommers', 'pv', 'justhalf']"
4282,issue,argriffing,2014-12-18T22:22:22Z,#4284,close,['#4284'],3,2,"['sigeti', 'WarrenWeckesser']"
4281,pr,,,,,['#4270'],6,3,"['justhalf', 'argriffing', 'rgommers']"
4273,issue,argriffing,2014-12-15T21:52:40Z,,close,['#4276'],2,3,"['argriffing', 'larsmans', 'rgommers']"
4272,pr,,,,,[],2,2,"['WarrenWeckesser', 'argriffing']"
4262,pr,,,,,[],2,3,"['andyfaff', 'rgommers', 'dlax']"
4258,pr,,,,,[],3,2,"['mfeurer', 'WarrenWeckesser']"
4248,pr,,,,,[],2,2,"['rgommers', 'pv']"
4241,pr,,,,,['#4168'],8,4,"['pv', 'rgommers', 'argriffing', 'cournape']"
4240,issue,pv,2014-12-08T13:23:13Z,#4248,close,['#4248'],11,4,"['chaliy', 'rgommers', 'pv', 'hasanloo']"
4238,pr,,,,,['#4203'],4,4,"['argriffing', 'rgommers', 'pv', 'alexbrc']"
4233,issue,pv,2015-10-10T16:39:30Z,#5201,close,"['#5045', '#5201']",2,4,"['revoltek', 'maniteja123', 'rgommers', 'pv']"
4229,issue,WarrenWeckesser,2014-12-04T12:56:50Z,,close,['#4258'],2,2,"['mfeurer', 'WarrenWeckesser']"
