ref_issue,number,ref_time,ref_author,ref_comment,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
numpy/numpy#7649,4950,2016-05-19 16:22:51,mhvk,0,issue,mhvk,2016-05-19T16:30:02Z,,close,[],4,2,"['mhvk', 'jakevdp']"
numpy/numpy#7648,4950,,,,issue,charris,2016-05-19T20:24:57Z,#7651,close,"['#7649', '#7651']",6,5,"['jakevdp', 'navneethc', 'ewmoore', 'mhvk', 'charris']"
numpy/numpy#7459,4950,,,,pr,,,,,"['#6455', '#7599', '#7648']",12,3,"['ewmoore', 'charris', 'homu']"
astropy/astroquery#689,4944,,,,issue,bsipocz,2016-05-23T15:14:47Z,,close,[],5,3,"['keflavich', 'bsipocz', 'pllim']"
gammapy/gammapy#507,4764,,,,pr,,,,,[],5,2,"['joleroi', 'cdeil']"
GalSim-developers/GalSim#690,4690,2016-05-25 20:40:38,rmjarvis,49,pr,rmjarvis,2016-06-05T03:17:52Z,02c8733,merge,['#556'],66,5,"['rmjarvis', 'rmandelb', 'danielsf', 'timj', 'jmeyers314']"
sunpy/sunpy#1759,4690,2016-05-04 14:35:23,ayshih,4,issue,Cadair,2016-05-24T18:05:35Z,#1802,close,['#1802'],12,7,"['wafels', 'larrymanley', 'ayshih', 'astrofrog', 'Cadair', 'nabobalis', 'dpshelio']"
numpy/numpy#7393,4677,,,,issue,charris,2016-03-10T01:58:05Z,,close,"['#7397', '#7401']",12,5,"['mhvk', 'njsmith', 'seberg', 'ahaldane', 'charris']"
gammapy/gammapy#482,4672,2016-03-07 11:46:54,joleroi,5,pr,,,,,[],6,2,"['joleroi', 'cdeil']"
astropy/ccdproc#311,4658,,,,pr,,,,,[],10,3,"['MSeifert04', 'crawfordsm', 'mwcraig']"
numpy/numpy#7330,4658,,,,issue,,,,,[],6,3,"['MSeifert04', 'jakirkham', 'mhvk']"
zestsoftware/zest.releaser#172,4650,2016-03-01 10:23:47,embray,0,issue,,,,,['#173'],2,2,"['embray', 'mauritsvanrees']"
zestsoftware/zest.releaser#168,4650,2016-03-01 07:25:07,reinout,15,issue,mauritsvanrees,2016-02-23T19:41:12Z,,close,[],18,4,"['hgrecco', 'mauritsvanrees', 'reinout', 'gforcada']"
zestsoftware/zest.releaser#168,4633,2016-02-24 08:43:16,reinout,5,issue,mauritsvanrees,2016-02-23T19:41:12Z,,close,[],18,4,"['hgrecco', 'mauritsvanrees', 'reinout', 'gforcada']"
numpy/numpy#7156,4543,,,,pr,,,,,[],2,2,"['mhvk', 'charris']"
,,,,,,,,,,,,,
SWAT-Sheffield/pysac#10,4543,2016-02-09 18:42:06,Cadair,1,issue,fredgent,2016-02-19T12:28:57Z,,close,[],13,2,"['fredgent', 'Cadair']"
spacetelescope/PyFITS#74,4492,,,,issue,,,,,[],1,1,['embray']
radio-astro-tools/spectral-cube#258,4441,2016-01-07 09:10:53,astrofrog,3,pr,,,,,"['#261', '#262']",6,2,"['astrofrog', 'keflavich']"
casacore/casacore#384,4441,2016-04-01 10:56:32,tammojan,3,issue,juliantaylor,2016-04-06T14:32:23Z,83f6ba8,close,['#389'],7,2,"['ygrange', 'tammojan']"
rootpy/rootpy#680,4279,2016-03-17 16:32:23,DCichon,2,issue,ndawe,2016-03-23T00:00:06Z,,close,['#685'],4,3,"['tunnell', 'ndawe', 'DCichon']"
astropy/specutils#123,4266,,,,issue,,,,,[],10,3,"['nhmc', 'keflavich', 'wkerzendorf']"
numpy/numpy#6562,4259,,,,pr,,,,,['#2346'],7,3,"['ahaldane', 'charris', 'embray']"
numpy/numpy#6208,4259,,,,pr,,,,,"['#6467', '#6430', '#6222', '#5508', '#6502', '#6562', '#7262']",16,4,"['ahaldane', 'seberg', 'pv', 'charris']"
numpy/numpy#6467,4259,2015-10-22 19:41:05,mhvk,19,issue,charris,2015-10-27T20:05:56Z,,close,"['#6208', '#6562', '#6570']",33,12,"['beckermr', 'esheldon', 'seberg', 'juliantaylor', 'charris', 'ahaldane', 'danielsf', 'JohnLonginotto', 'dkirkby', 'embray', 'mhvk', 'megies']"
MSeifert04/astropy#1,4177,,,,pr,,,,,[],1,1,['MSeifert04']
sunpy/sunpy#1532,4117,2015-09-02 16:12:33,ayshih,3,issue,ayshih,2015-09-02T16:15:56Z,#1542,close,['#1542'],8,3,"['wafels', 'ayshih', 'Cadair']"
nanograv/PINT#29,4098,2015-10-29 15:45:52,paulray,1,issue,paulray,2015-12-04T14:30:45Z,,close,[],7,4,"['paulray', 'luojing1211', 'vhaasteren', 'scottransom']"
,,,,,,,,,,,,,
matplotlib/matplotlib#4855,4030,,,,issue,mdboom,2015-12-31T19:02:15Z,c90bcfb,close,[],5,5,"['mdboom', 'tacaswell', 'efiring', 'WeatherGod', 'dopplershift']"
spacetelescope/asdf#166,4021,2015-07-30 19:52:45,mdboom,0,pr,,,,,[],1,1,['mdboom']
spacetelescope/asdf-standard#107,4021,2015-07-30 19:50:45,mdboom,1,pr,,,,,[],2,1,['mdboom']
spacetelescope/gwcs#14,3983,2015-07-21 13:15:26,mdboom,2,pr,,,,,[],7,3,"['nden', 'mdboom', 'Cadair']"
,,,,,,,,,,,,,
astrofrog/wcsaxes#168,3893,,,,pr,,,,,[],9,2,"['astrofrog', 'cdeil']"
gammapy/gammapy#286,3891,2015-06-29 08:24:56,cdeil,19,pr,,,,,[],24,2,"['JonathanDHarris', 'cdeil']"
astrofrog/wcsaxes#168,3891,2015-06-26 08:38:06,astrofrog,7,pr,,,,,[],9,2,"['astrofrog', 'cdeil']"
numpy/numpy#4576,3877,,,,pr,,,,,[],7,2,"['mhvk', 'charris']"
numpy/numpy#6019,3877,2015-06-25 10:53:12,taldcroft,0,issue,charris,2015-10-05T16:08:50Z,,close,"['#6094', '#6738']",4,3,"['taldcroft', 'astrofrog', 'charris']"
numpy/numpy#6094,3877,,,,pr,,,,,"['#6019', '#6729', '#7493', '#7621']",14,5,"['astrofrog', 'ahaldane', 'charris', 'gerritholl', 'rgommers']"
uqfoundation/dill#170,3867,2016-06-22 10:06:26,Lyalpha,5,issue,Lyalpha,2016-06-20T17:25:30Z,,close,[],7,3,"['Lyalpha', 'matsjoyce', 'mmckerns']"
numpy/numpy#5962,3860,2015-06-17 18:08:16,mhvk,10,pr,,,,,[],18,5,"['mhvk', 'embray', 'charris', 'seberg', 'ahaldane']"
numpy/numpy#5964,3860,,,,pr,,,,,"['#5965', '#5960', '#4855', '#5962', '#5227', '#2091', '#6020', '#6001', '#6452', '#6479']",6,2,"['charris', 'njsmith']"
numpy/numpy#5864,3860,,,,pr,,,,,"['#5844', '#2091', '#6020', '#6479', '#7122']",65,4,"['njsmith', 'mhvk', 'pv', 'charris']"
numpy/numpy#5947,3854,,,,pr,,,,,"['#4855', '#7641']",4,2,"['ahaldane', 'charris']"
numpy/numpy#5962,3854,,,,pr,,,,,[],18,5,"['mhvk', 'embray', 'charris', 'seberg', 'ahaldane']"
numpy/numpy#5982,3854,,,,pr,,,,,[],12,3,"['embray', 'charris', 'mhvk']"
numpy/numpy#5505,3854,,,,pr,,,,,['#3993'],6,2,"['ahaldane', 'charris']"
numpy/numpy#5943,3854,,,,pr,,,,,['#5962'],17,3,"['ahaldane', 'charris', 'mhvk']"
numpy/numpy#5962,3848,2015-06-12 17:12:48,mhvk,1,pr,,,,,[],18,5,"['mhvk', 'embray', 'charris', 'seberg', 'ahaldane']"
numpy/numpy#4586,3848,,,,pr,,,,,['#5962'],21,4,"['mhvk', 'charris', 'ahaldane', 'rgommers']"
numpy/numpy#5921,3803,,,,pr,,,,,['#3581'],8,2,"['embray', 'charris']"
sherpa/sherpa#27,3798,2015-05-27 15:24:28,cdeil,1,issue,olaurino,2016-01-08T19:31:14Z,#116,close,"['#46', '#17', '#89', '#115', '#116']",7,4,"['DougBurke', 'cdeil', 'anetasie', 'olaurino']"
liberfa/erfa#28,3794,2015-05-28 09:11:01,sergiopasra,0,issue,eteq,2015-05-28T21:28:27Z,,close,[],8,5,"['sergiopasra', 'embray', 'astrofrog', 'eteq', 'olebole']"
liberfa/erfa#26,3794,,,,pr,,,,,['#28'],24,5,"['timj', 'astrofrog', 'eteq', 'scottransom', 'sergiopasra']"
radio-astro-tools/radio_beam#16,3747,2015-08-13 20:05:29,e-koch,0,pr,keflavich,2015-08-13T20:23:18Z,921a186,merge,[],2,2,"['e-koch', 'keflavich']"
spacetelescope/PyFITS#102,3730,2015-06-08 20:42:21,embray,1,issue,,,,,[],18,2,"['bgarwood', 'embray']"
mperrin/poppy#130,3713,2015-11-19 16:10:56,embray,3,issue,mperrin,2015-11-19T20:34:08Z,,close,[],7,2,"['mperrin', 'embray']"
mperrin/poppy#23,3713,,,,issue,mperrin,2015-04-22T00:35:51Z,8319a4b,close,[],13,2,"['josePhoenix', 'mperrin']"
mperrin/poppy#170,3713,2016-06-10 16:45:41,mperrin,0,issue,,,,,[],6,3,"['mperrin', 'josePhoenix', 'eteq']"
numpy/numpy#5752,3713,,,,issue,charris,2015-04-22T16:29:54Z,,close,[],21,8,"['josePhoenix', 'njsmith', 'matthew-brett', 'rgommers', 'ogrisel', 'mperrin', 'charris', 'pcohen89']"
spacetelescope/PyFITS#99,3641,2015-03-27 22:33:52,embray,5,issue,,,,,[],7,2,"['mauriceleutenegger', 'embray']"
astropy/astroquery#503,3627,,,,pr,,,,,[],5,4,"['mdboom', 'coveralls', 'embray', 'keflavich']"
matplotlib/matplotlib#4274,3620,,,,pr,,,,,[],2,3,"['mdboom', 'jenshnielsen', 'tacaswell']"
zblz/naima#73,3590,2015-03-16 17:56:28,zblz,4,issue,zblz,2015-08-03T15:32:09Z,,close,['#86'],11,2,"['cdeil', 'zblz']"
numpy/numpy#5590,3584,2015-03-31 11:52:48,taldcroft,6,pr,,,,,[],8,4,"['chebee7i', 'charris', 'taldcroft', 'mhvk']"
spacetelescope/asdf#87,3542,2015-04-07 16:52:09,embray,2,issue,mdboom,2015-04-07T18:44:23Z,8780351,close,[],5,3,"['nden', 'mdboom', 'embray']"
mperrin/poppy#78,3541,2015-03-08 01:08:27,josePhoenix,0,pr,,,,,[],7,3,"['josePhoenix', 'embray', 'astrofrog']"
numpy/numpy#2434,3541,,,,issue,,,,,['#6257'],25,12,"['numpy-gitbot', 'prologic', 'rgommers', 'njsmith', 'svisser', 'kejbaly2', 'zethraeus', 'necrolyte2', 'tbekolay', 'embray', 'asmaier', 'zachguo']"
aplpy/aplpy#239,3506,2015-02-15 22:25:38,astrofrog,6,pr,,,,,"['#244', '#245', '#246']",8,4,"['astrofrog', 'keflavich', 'coveralls', 'anizami']"
spacetelescope/PyFITS#100,3422,2015-04-28 16:20:17,embray,1,issue,,,,,[],6,3,"['mauriceleutenegger', 'embray', 'pllim']"
numpy/numpy#5921,3419,,,,pr,,,,,['#3581'],8,2,"['embray', 'charris']"
spacetelescope/PyFITS#3,3419,,,,issue,embray,2013-04-10T17:52:34Z,,close,[],10,2,"['ajmendez', 'embray']"
astropy/photutils#247,3413,2015-01-31 13:55:23,astrofrog,10,issue,astrofrog,2015-02-03T20:47:01Z,astropy/astropy#3413,close,[],11,4,"['kpardeshi', 'cdeil', 'astrofrog', 'larrybradley']"
astropy/astroquery#481,3399,2015-01-31 01:10:55,EricDepagne,0,pr,,,,,[],3,4,"['EricDepagne', 'keflavich', 'coveralls', 'adamginsburg']"
liberfa/erfa#24,3381,,,,issue,,,,,['#6'],3,3,"['mdboom', 'timj', 'jwoillez']"
gammapy/gammapy#235,3359,,,,pr,,,,,[],1,1,['cdeil']
sunpy/sunpy#1255,3293,2015-01-15 10:24:11,Cadair,2,issue,ayshih,2015-01-23T15:59:47Z,#1260,close,['#1260'],6,2,"['wafels', 'Cadair']"
sunpy/sunpy#1255,3289,,,,issue,ayshih,2015-01-23T15:59:47Z,#1260,close,['#1260'],6,2,"['wafels', 'Cadair']"
embray/astropy#12,3250,,,,pr,,,,,[],4,2,"['nden', 'embray']"
numpy/numpy#2806,3078,,,,issue,charris,2014-05-05T18:14:49Z,,close,['#2931'],20,6,"['lukauskas', 'pv', 'njsmith', 'charris', 'astrofrog', 'matthew-brett']"
matplotlib/matplotlib#3196,3066,,,,pr,,,,,[],19,5,"['astrofrog', 'WeatherGod', 'tacaswell', 'efiring', 'mdboom']"
numpy/numpy#5251,3052,2014-10-31 15:07:23,embray,0,pr,,,,,['#4201'],11,4,"['embray', 'charris', 'juliantaylor', 'NeilGirdhar']"
numpy/numpy#4586,3023,,,,pr,,,,,['#5962'],21,4,"['mhvk', 'charris', 'ahaldane', 'rgommers']"
numpy/numpy#5086,2960,,,,pr,,,,,['#5085'],29,5,"['mdboom', 'njsmith', 'seberg', 'charris', 'juliantaylor']"
numpy/numpy#2256,2960,,,,issue,numpy-gitbot,2012-10-19T22:19:42Z,,close,[],18,1,['numpy-gitbot']
numpy/numpy#5085,2960,2014-09-19 15:12:05,mdboom,0,issue,seberg,2014-11-25T10:10:00Z,,close,['#5086'],32,8,"['mdboom', 'charris', 'seberg', 'pv', 'embray', 'njsmith', 'WarrenWeckesser', 'juliantaylor']"
numpy/numpy#4681,2960,,,,issue,charris,2015-10-13T19:50:20Z,,close,[],36,6,"['seberg', 'juliantaylor', 'argriffing', 'njsmith', 'charris', 'cgohlke']"
numpy/numpy#5112,2946,,,,issue,mhvk,2014-09-25T13:13:04Z,,close,[],9,2,"['mhvk', 'njsmith']"
radio-astro-tools/spectral-cube#139,2909,2014-09-02 18:39:49,keflavich,0,pr,,,,,[],2,1,['keflavich']
astropy/photutils#128,2818,2014-08-04 18:24:07,larrybradley,0,pr,,,,,[],2,2,"['larrybradley', 'eteq']"
spacetelescope/PyFITS#97,2794,2014-11-07 21:32:02,embray,1,issue,,,,,[],2,2,"['erykoff', 'embray']"
gammapy/gammapy#147,2774,2014-07-21 11:40:34,cdeil,0,pr,,,,,[],3,1,['cdeil']
GalSim-developers/GalSim#586,2750,2014-07-16 18:44:49,richardgmcmahon,0,issue,richardgmcmahon,2014-07-17T17:43:23Z,,close,[],5,3,"['richardgmcmahon', 'rmjarvis', 'embray']"
numpy/numpy#3907,2701,2014-07-06 18:50:12,mhvk,13,pr,,,,,"['#4576', '#5227']",33,5,"['mhvk', 'njsmith', 'rgommers', 'charris', 'argriffing']"
numpy/numpy#5864,2701,,,,pr,,,,,"['#5844', '#2091', '#6020', '#6479', '#7122']",65,4,"['njsmith', 'mhvk', 'pv', 'charris']"
numpy/numpy#4843,2693,2014-07-06 13:54:10,juliantaylor,1,pr,,,,,[],13,3,"['juliantaylor', 'charris', 'seberg']"
numpy/numpy#4804,2693,,,,pr,,,,,['#4132'],57,4,"['seberg', 'charris', 'tacaswell', 'juliantaylor']"
PritishC/sunpy#3,2691,2014-07-04 17:42:22,taldcroft,2,pr,PritishC,2014-07-05T10:28:45Z,dee1d19,merge,[],6,3,"['Cadair', 'taldcroft', 'PritishC']"
PritishC/sunpy#4,2691,2014-07-06 09:22:14,Cadair,2,pr,PritishC,2014-07-06T07:35:19Z,6bac94d,merge,[],3,2,"['Cadair', 'PritishC']"
,,,,,,,,,,,,,
spacetelescope/PyFITS#72,2663,2014-06-26 00:58:33,mdboom,0,pr,,,,,[],2,2,"['mdboom', 'embray']"
numpy/numpy#3213,2657,,,,issue,charris,2014-03-28T23:33:13Z,06aafa5,close,['#3379'],5,3,"['hamogu', 'timburgess', 'charris']"
spacetelescope/PyFITS#71,2645,,,,issue,embray,2014-06-19T18:24:44Z,6055bd7,close,[],1,1,['embray']
spacetelescope/PyFITS#69,2595,2014-06-04 12:52:26,embray,0,issue,embray,2014-06-04T17:00:26Z,,close,[],2,1,['embray']
numpy/numpy#4709,2483,,,,issue,juliantaylor,2014-05-14T19:03:22Z,#4711,close,"['#4711', '#4766', '#4815']",12,5,"['mdboom', 'njsmith', 'pv', 'seberg', 'abalkin']"
astropy/ccdproc#74,2483,,,,issue,crawfordsm,2014-05-27T17:38:38Z,,close,['#80'],8,3,"['mwcraig', 'crawfordsm', 'juliantaylor']"
spacetelescope/PyFITS#23,2363,,,,issue,embray,2014-02-06T00:30:49Z,,close,[],3,2,"['bmampaey', 'embray']"
spacetelescope/PyFITS#58,2363,2014-04-23 21:14:02,embray,0,issue,embray,2014-04-24T16:03:28Z,2909f99,close,[],1,1,['embray']
mathjax/MathJax#795,2286,2014-04-21 16:59:05,eteq,0,issue,,,,,"['#882', '#1003']",16,3,"['eteq', 'pkra', 'dpvc']"
ipython/ipython#5533,2286,,,,issue,eteq,2014-04-05T19:30:52Z,,close,[],5,4,"['eteq', 'takluyver', 'pkra', 'minrk']"
MathJax/MathJax#795,2286,2014-04-21 16:59:05,eteq,0,issue,,,,,"['#882', '#1003']",16,3,"['eteq', 'pkra', 'dpvc']"
numpy/numpy#4782,2281,,,,pr,,,,,[],3,3,"['juliantaylor', 'charris', 'taldcroft']"
numpy/numpy#4778,2281,2014-06-04 18:46:17,taldcroft,0,issue,charris,2014-06-04T22:36:18Z,#4782,close,['#4782'],16,4,"['taldcroft', 'seberg', 'juliantaylor', 'rgommers']"
numpy/numpy#4564,2251,,,,issue,,,,,[],4,1,['mhvk']
spacetelescope/PyFITS#23,2155,,,,issue,embray,2014-02-06T00:30:49Z,,close,[],3,2,"['bmampaey', 'embray']"
barentsen/astropy#1,2053,,,,pr,barentsen,2014-02-07T18:47:12Z,0963a17,merge,[],2,2,"['mdboom', 'barentsen']"
astropy/photutils#32,2038,,,,pr,,,,,[],8,4,"['kbarbary', 'astrofrog', 'eteq', 'cdeil']"
numpy/numpy#4494,1987,2014-03-14 16:17:02,embray,0,pr,,,,,[],8,3,"['embray', 'charris', 'juliantaylor']"
numpy/numpy#4804,1987,2014-07-06 02:23:39,charris,48,pr,,,,,['#4132'],57,4,"['seberg', 'charris', 'tacaswell', 'juliantaylor']"
numpy/numpy#4086,1872,2013-12-06 21:53:06,taldcroft,6,issue,astrofrog,2013-12-06T22:16:51Z,,close,[],8,4,"['astrofrog', 'abalkin', 'pierregm', 'taldcroft']"
numpy/numpy#4129,1872,2013-12-18 17:19:32,taldcroft,0,issue,taldcroft,2013-12-31T01:56:27Z,,close,[],2,1,['taldcroft']
gammapy/gammapy#28,1256,2013-08-05 18:44:30,cdeil,0,issue,cdeil,2013-09-06T08:21:46Z,,close,[],2,1,['cdeil']
numpy/numpy#3265,1224,,,,pr,,,,,[],6,5,"['jamestwebber', 'njsmith', 'taldcroft', 'seberg', 'charris']"
STScI-Citizen-Science/MTPipeline#102,1198,2014-07-07 15:56:39,kevinfhale,14,issue,kevinfhale,2014-07-07T18:35:09Z,,close,[],17,2,"['acviana', 'kevinfhale']"
gammapy/gammapy#22,1198,2013-07-05 11:12:03,astrofrog,1,issue,cdeil,2013-08-15T15:28:00Z,,close,[],4,2,"['cdeil', 'astrofrog']"
STScI-Citizen-Science/MTPipeline#108,1198,2014-07-07 16:33:17,kevinfhale,0,pr,,,,,['#134'],5,2,"['kevinfhale', 'acviana']"
atpy/atpy#44,1156,2013-07-05 11:49:28,astrofrog,9,issue,astrofrog,2013-07-05T11:49:28Z,,close,[],10,3,"['ebressert', 'astrofrog', 'taldcroft']"
pydata/pandas#9989,1156,,,,issue,jreback,2015-04-25T22:39:32Z,,close,[],2,2,"['astrofrog', 'jreback']"
glue-viz/glue-3d-selection#4,1156,2016-04-26 03:08:38,maxwelltsai,1,pr,PennyQ,2016-04-28T18:49:36Z,c020dc2,merge,[],4,3,"['PennyQ', 'maxwelltsai', 'astrofrog']"
sunpy/sunpy#871,1156,,,,issue,Cadair,2014-04-30T14:09:52Z,,close,['#932'],6,4,"['DanRyanIrish', 'wafels', 'Cadair', 'aringlis']"
pydata/pandas#3778,1156,2013-06-06 15:29:54,cdeil,0,issue,cpcloud,2013-06-06T19:00:03Z,#3780,close,['#3780'],26,3,"['cdeil', 'jreback', 'cpcloud']"
liberfa/erfa#4,1031,2014-05-06 16:10:00,eteq,7,issue,eteq,2014-05-06T16:10:00Z,,close,[],8,4,"['taldcroft', 'eteq', 'timj', 'scottransom']"
aplpy/aplpy#102,950,2013-04-14 00:35:22,keflavich,2,pr,,,,,[],8,3,"['keflavich', 'astrofrog', 'coveralls']"
spacetelescope/PyFITS#28,839,2013-07-22 18:36:52,embray,0,issue,embray,2013-07-26T17:16:14Z,77e33ee,close,[],1,1,['embray']
atpy/atpy#53,839,2013-07-05 11:46:14,astrofrog,2,issue,astrofrog,2013-07-05T11:46:18Z,,close,[],4,2,"['cdeil', 'astrofrog']"
numpy/numpy#2951,706,,,,issue,charris,2014-03-25T18:05:08Z,,close,[],5,5,"['dmvianna', 'njsmith', 'pv', 'seberg', 'charris']"
taldcroft/asciitable#29,509,,,,pr,,,,,[],7,2,"['hamogu', 'taldcroft']"
numpy/numpy#2432,465,,,,issue,njsmith,2012-12-08T19:57:29Z,0196aed,close,['#2747'],1,2,"['numpy-gitbot', 'njsmith']"
numpy/numpy#2747,465,2012-11-15 18:50:27,mdboom,0,pr,,,,,[],8,3,"['mdboom', 'njsmith', 'astrofrog']"
numpy/numpy#483,465,,,,pr,,,,,"['#2408', '#2747']",6,3,"['astrofrog', 'WeatherGod', 'njsmith']"
