number,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
5015,issue,pllim,2016-06-22T14:32:31Z,,close,['#5030'],7,2,"['pllim', 'mhvk']"
5010,pr,mhvk,2016-06-02T17:19:15Z,ce5bcbe,merge,['#5009'],7,4,"['taldcroft', 'astrofrog', 'mhvk', 'hamogu']"
5009,issue,mhvk,2016-06-02T17:19:15Z,#5010,close,['#5010'],3,3,"['samverstocken', 'taldcroft', 'astrofrog']"
5001,pr,,,,,[],8,3,"['cdeil', 'mhvk', 'astrofrog']"
4991,pr,,,,,[],6,2,"['mhvk', 'eteq']"
4986,pr,,,,,[],9,5,"['StuartLittlefair', 'mhvk', 'astrofrog', 'eteq', 'pllim']"
4979,pr,,,,,['#4395'],4,4,"['eteq', 'mhvk', 'astrofrog', 'StuartLittlefair']"
4977,pr,,,,,['#4912'],10,4,"['pllim', 'embray', 'astrofrog', 'astrobot']"
4974,issue,astrofrog,2016-06-10T17:49:16Z,3651203,close,['#5053'],1,1,['mwcraig']
4964,issue,eteq,2016-06-07T21:55:30Z,#4986,close,['#4986'],1,2,"['StuartLittlefair', 'pllim']"
4962,pr,,,,,[],3,3,"['keflavich', 'pllim', 'astrofrog']"
4957,issue,eteq,2016-06-03T00:44:18Z,#4966,close,"['#4959', '#4966']",3,4,"['amaurea', 'pllim', 'mcara', 'eteq']"
4954,issue,mhvk,2016-05-20T15:23:15Z,,close,['#4950'],3,3,"['astrofrog', 'bsipocz', 'mhvk']"
4952,pr,,,,,['#4395'],40,5,"['StuartLittlefair', 'mhvk', 'eteq', 'astrofrog', 'pllim']"
4950,pr,,,,,['#4954'],26,6,"['jakevdp', 'crawfordsm', 'mhvk', 'astrofrog', 'pllim', 'MSeifert04']"
4948,pr,,,,,[],5,4,"['pllim', 'mhvk', 'astrofrog', 'rirze']"
4946,pr,,,,,"['#4944', 'astropy/astroquery#689']",14,4,"['pllim', 'saimn', 'taldcroft', 'bsipocz']"
4944,issue,taldcroft,2016-05-23T14:31:28Z,#4946,close,['#4946'],4,2,"['keflavich', 'pllim']"
4933,pr,,,,,['#4395'],14,3,"['mhvk', 'taldcroft', 'eteq']"
4930,pr,,,,,['#4395'],3,3,"['taldcroft', 'astrofrog', 'rirze']"
4929,pr,,,,,['#4922'],10,5,"['StuartLittlefair', 'astrofrog', 'eteq', 'mhvk', 'pllim']"
4922,issue,mhvk,2016-05-22T18:02:07Z,,close,"['#4920', '#4929']",4,2,"['mhvk', 'StuartLittlefair']"
4915,pr,,,,,[],8,4,"['eteq', 'astrofrog', 'MSeifert04', 'adrn']"
4910,pr,,,,,[],2,4,"['taldcroft', 'mwcraig', 'astrofrog', 'Jerry-Ma']"
4907,pr,,,,,['#4904'],16,6,"['jakevdp', 'MSeifert04', 'bsipocz', 'mhvk', 'mwcraig', 'astrofrog']"
4894,pr,,,,,[],13,5,"['StuartLittlefair', 'astrofrog', 'mhvk', 'eteq', 'pllim']"
4867,issue,taldcroft,2016-05-25T18:31:32Z,,close,['#4947'],4,3,"['lauralwatkins', 'eteq', 'taldcroft']"
4852,pr,mhvk,2016-05-08T15:35:34Z,872e85e,merge,"['astropy/astropy-helpers#233', '#4895']",4,2,"['MSeifert04', 'mhvk']"
4822,pr,,,,,"['#151', '#4826']",9,3,"['astrofrog', 'mhvk', 'pllim']"
4815,issue,astrofrog,2016-05-10T09:21:27Z,#4816,close,['#4816'],2,1,['pllim']
4810,pr,mhvk,2016-05-12T01:23:59Z,adc4edc,merge,[],12,4,"['taldcroft', 'pllim', 'astrofrog', 'mhvk']"
4792,pr,eteq,2016-04-19T21:20:53Z,5337729,merge,['#4342'],11,6,"['MSeifert04', 'pllim', 'bsipocz', 'eteq', 'embray', 'astrofrog']"
4786,pr,pllim,2016-04-27T13:16:00Z,d3bbc66,merge,"['#4795', '#2824']",8,4,"['saimn', 'astrofrog', 'embray', 'pllim']"
4770,pr,mhvk,2016-04-14T14:02:31Z,4c6c904,merge,"['#4764', '#4395']",15,5,"['MSeifert04', 'pllim', 'mhvk', 'adonath', 'astrofrog']"
4764,issue,mhvk,2016-04-14T14:02:31Z,#4770,close,['#4770'],10,5,"['adonath', 'pllim', 'cdeil', 'MSeifert04', 'mhvk']"
4752,issue,pllim,2016-04-01T17:45:31Z,,close,[],4,3,"['jenniferyee', 'pllim', 'larrybradley']"
4750,issue,embray,2016-04-01T12:22:00Z,,close,[],2,2,"['joshuajoseph', 'embray']"
4711,pr,,,,,['#4681'],5,3,"['rirze', 'taldcroft', 'astrofrog']"
4694,pr,,,,,"['#4912', '#4960']",14,5,"['rirze', 'pllim', 'mwcraig', 'embray', 'astrofrog']"
4690,issue,mhvk,2016-05-19T00:23:07Z,#4948,close,"['#4694', '#4948', '#4977']",5,4,"['rmjarvis', 'pllim', 'rirze', 'embray']"
4677,issue,mhvk,2016-03-10T14:04:24Z,,close,[],3,2,"['mhvk', 'eteq']"
4672,issue,taldcroft,2016-05-16T13:01:26Z,#4930,close,"['#4711', '#4930']",5,5,"['joleroi', 'sas987', 'taldcroft', 'rirze', 'pllim']"
4658,pr,mhvk,2016-03-02T18:12:53Z,16f92c8,merge,[],9,3,"['MSeifert04', 'mhvk', 'pllim']"
4656,pr,,,,,"['#4586', '#4655']",16,4,"['mcara', 'pllim', 'embray', 'eteq']"
4654,pr,,,,,[],3,2,"['mhvk', 'eteq']"
4653,pr,,,,,[],14,6,"['olebole', 'hamogu', 'pllim', 'astrofrog', 'astrobot', 'embray']"
4650,pr,,,,,"['#4633', '#4613']",17,4,"['eteq', 'reinout', 'embray', 'astrofrog']"
4646,issue,astrofrog,2016-06-03T18:27:52Z,#4653,close,['#4653'],10,5,"['olebole', 'astrofrog', 'embray', 'aurel32', 'pllim']"
4641,pr,,,,,['#4613'],10,3,"['eteq', 'astrofrog', 'taldcroft']"
4633,issue,reinout,2016-03-01T07:26:14Z,,close,['#4650'],4,3,"['reinout', 'eteq', 'astrofrog']"
4628,pr,eteq,2016-03-08T20:10:09Z,a5825da,merge,[],15,3,"['saimn', 'taldcroft', 'eteq']"
4627,issue,astrofrog,2016-02-23T09:54:08Z,,close,[],2,1,['astrofrog']
4613,issue,eteq,2016-03-10T22:32:36Z,,close,['#4614'],12,3,"['astrofrog', 'eteq', 'nden']"
4601,pr,taldcroft,2016-02-12T12:00:38Z,ee03fe6,merge,[],4,2,"['taldcroft', 'mhvk']"
4595,pr,,,,,['#4295'],4,2,"['hamogu', 'taldcroft']"
4586,issue,eteq,2016-03-10T04:57:31Z,,close,"['#4655', '#4656']",15,4,"['mcara', 'pllim', 'embray', 'eteq']"
4563,pr,,,,,[],10,3,"['larrybradley', 'mhvk', 'eteq']"
4561,pr,,,,,"['#3888', '#4641', '#4613', '#5160']",13,5,"['anchitjain1234', 'hamogu', 'astrofrog', 'taldcroft', 'wmwv']"
4547,pr,,,,,[],5,2,"['mwcraig', 'astrofrog']"
4543,pr,,,,,['#5000'],8,3,"['astrofrog', 'mhvk', 'eteq']"
4542,issue,astrofrog,2016-06-12T16:25:29Z,,close,"['#1', '#2', '#4566', '#5049']",14,7,"['MSeifert04', 'AMAN3003', 'mhvk', 'bsipocz', 'embray', 'eteq', 'astrofrog']"
4540,pr,,,,,[],2,1,['embray']
4539,pr,embray,2016-01-28T21:37:53Z,650b733,merge,['#4912'],2,2,"['embray', 'astrofrog']"
4528,issue,astrofrog,2016-01-28T13:36:07Z,,close,['#4530'],4,3,"['astrofrog', 'mirca', 'embray']"
4517,pr,,,,,['#4613'],15,5,"['saimn', 'bsipocz', 'taldcroft', 'eteq', 'astrofrog']"
4514,pr,,,,,[],2,1,['embray']
4496,issue,olebole,2016-05-30T08:50:24Z,,close,[],7,3,"['olebole', 'embray', 'AMAN3003']"
4492,pr,,,,,['#4460'],8,4,"['Xarthisius', 'embray', 'saimn', 'pllim']"
4491,pr,pllim,2016-01-15T03:06:01Z,6670faa,merge,[],5,3,"['pllim', 'embray', 'astrofrog']"
4489,pr,,,,,[],3,3,"['olebole', 'embray', 'astrofrog']"
4482,pr,,,,,[],6,2,"['anchitjain1234', 'embray']"
4478,pr,,,,,[],2,2,"['astrofrog', 'embray']"
4474,pr,,,,,[],24,7,"['anchitjain1234', 'hamogu', 'bsipocz', 'eteq', 'embray', 'taldcroft', 'pllim']"
4468,pr,embray,2016-01-20T15:30:29Z,38b2135,merge,['#4453'],9,3,"['larrybradley', 'embray', 'bsipocz']"
4465,issue,mhvk,2016-05-25T20:23:01Z,,close,['#214'],5,3,"['mhvk', 'embray', 'bsipocz']"
4460,issue,olebole,2016-02-09T13:09:49Z,,close,['#4492'],18,4,"['olebole', 'embray', 'lupinix', 'astrofrog']"
4457,issue,embray,2016-01-13T18:45:18Z,,close,['#4363'],6,2,"['saimn', 'embray']"
4453,issue,embray,2016-01-20T15:30:30Z,#4468,close,['#4468'],6,3,"['cdeil', 'embray', 'larrybradley']"
4452,pr,,,,,[],3,2,"['embray', 'mhvk']"
4443,pr,,,,,[],7,4,"['astrofrog', 'mhvk', 'nden', 'embray']"
4442,pr,mhvk,2016-01-07T19:43:03Z,9c4e531,merge,['#1273'],6,2,"['mhvk', 'embray']"
4441,issue,nden,2016-02-12T15:22:32Z,8b6a22f,close,"['#4460', '#4467']",29,3,"['astrofrog', 'pllim', 'embray']"
4437,issue,taldcroft,2016-01-18T13:31:13Z,c8060e7,close,"['#4473', '#4474']",1,1,['taldcroft']
4427,issue,mhvk,2016-05-12T01:23:59Z,#4810,close,['#4810'],4,2,"['taldcroft', 'embray']"
4426,issue,mhvk,2016-05-12T01:23:59Z,#4810,close,"['#4427', '#4810']",1,1,['taldcroft']
4417,pr,,,,,['#4415'],4,4,"['taldcroft', 'hamogu', 'embray', 'eteq']"
4415,issue,eteq,2016-03-10T04:04:04Z,#4417,close,['#4417'],4,3,"['keflavich', 'taldcroft', 'embray']"
4414,issue,embray,2016-01-14T15:09:10Z,2661e7b,close,['#4482'],4,2,"['embray', 'anchitjain1234']"
4393,pr,embray,2015-12-23T16:41:38Z,b263235,merge,"['#4171', '#3242', '#4800']",9,3,"['embray', 'mwcraig', 'eteq']"
4392,pr,,,,,[],8,4,"['nden', 'embray', 'eteq', 'astrofrog']"
4387,issue,eteq,2015-12-10T23:30:11Z,,close,['#4392'],15,4,"['nden', 'embray', 'mcara', 'eteq']"
4382,issue,pllim,2016-04-07T14:03:56Z,,close,['#4386'],7,2,"['eteq', 'pllim']"
4379,pr,,,,,[],5,3,"['eteq', 'pllim', 'embray']"
4378,issue,embray,2016-01-07T20:07:00Z,#4379,close,['#4379'],2,2,"['eteq', 'pllim']"
4371,pr,,,,,['#4358'],6,3,"['eteq', 'embray', 'dcunning11235']"
4366,pr,,,,,[],12,3,"['keflavich', 'embray', 'eteq']"
4363,pr,,,,,"['#4457', '#4832']",16,4,"['embray', 'taldcroft', 'astrofrog', 'saimn']"
4361,issue,embray,2015-12-29T21:33:32Z,eff2369,close,[],7,5,"['hamogu', 'eteq', 'souravsingh', 'sudheesh001', 'embray']"
4358,issue,eteq,2015-12-04T18:21:00Z,,close,"['#4367', '#4371']",6,2,"['dcunning11235', 'eteq']"
4354,issue,eteq,2015-12-02T21:44:55Z,#4355,close,['#4355'],2,2,"['astrofrog', 'eteq']"
4352,issue,olebole,2015-12-08T13:24:41Z,,close,['#4370'],7,4,"['olebole', 'eteq', 'embray', 'astrofrog']"
4350,pr,,,,,[],8,3,"['embray', 'eteq', 'taldcroft']"
4329,issue,eteq,2015-11-22T20:47:03Z,,close,[],8,4,"['olebole', 'astrofrog', 'embray', 'eteq']"
4312,pr,,,,,[],12,3,"['taldcroft', 'mhvk', 'embray']"
4307,pr,,,,,[],21,4,"['yannick1974', 'embray', 'juliantaylor', 'astrofrog']"
4304,pr,astrofrog,2015-11-13T18:31:13Z,2417fc2,merge,[],13,4,"['scottransom', 'mhvk', 'astrofrog', 'embray']"
4302,pr,,,,,['#4309'],8,3,"['eteq', 'mhvk', 'StuartLittlefair']"
4301,pr,,,,,[],21,7,"['robcross', 'crawfordsm', 'embray', 'eteq', 'jscargle', 'astrofrog', 'jakevdp']"
4297,issue,saimn,2015-11-16T15:11:50Z,,close,['#4313'],5,2,"['saimn', 'embray']"
4290,pr,,,,,[],7,4,"['StuartLittlefair', 'mhvk', 'eteq', 'astrofrog']"
4279,pr,embray,2015-11-12T20:09:18Z,bba7a61,merge,"['#4078', '#4640']",4,3,"['larrybradley', 'astrofrog', 'embray']"
4274,pr,,,,,[],7,3,"['lpsinger', 'astrofrog', 'embray']"
4266,pr,,,,,['#3854'],13,4,"['embray', 'profxj', 'eteq', 'mhvk']"
4259,issue,mhvk,2015-10-27T18:55:52Z,,close,[],35,4,"['michaelaye', 'embray', 'mhvk', 'esheldon']"
4252,issue,eteq,2015-11-20T21:59:41Z,#4301,close,['#4301'],20,7,"['robcross', 'astrofrog', 'jakevdp', 'astronomeralex', 'jscargle', 'crawfordsm', 'embray']"
4251,pr,,,,,[],12,4,"['astrofrog', 'pllim', 'mhvk', 'embray']"
4249,issue,eteq,2015-10-23T19:31:33Z,,close,[],9,3,"['svr93', 'embray', 'eteq']"
4240,issue,mhvk,2016-05-26T21:28:42Z,,close,"['#4352', '#4370']",12,5,"['mhvk', 'embray', 'algerdnazgul', 'astrofrog', 'olebole']"
4234,pr,,,,,[],35,5,"['MSeifert04', 'mwcraig', 'embray', 'wkerzendorf', 'bsipocz']"
4231,pr,,,,,[],5,3,"['JGoutin', 'embray', 'mhvk']"
4229,pr,,,,,['#3843'],35,8,"['mhvk', 'embray', 'astrofrog', 'Cadair', 'crawfordsm', 'taldcroft', 'adrn', 'eteq']"
4228,pr,embray,2015-10-22T20:31:01Z,75ed1da,merge,"['#3854', '#4247', '#4253', '#4259']",19,3,"['embray', 'astrofrog', 'mhvk']"
4222,pr,,,,,[],15,5,"['mhvk', 'taldcroft', 'eteq', 'embray', 'astrofrog']"
4221,issue,embray,2015-10-22T20:21:09Z,#4254,close,"['#4254', '#4249', '#4746']",1,1,['eteq']
4213,pr,taldcroft,2015-10-02T18:28:00Z,4bbd64c,merge,['#4208'],6,3,"['taldcroft', 'mhvk', 'embray']"
4208,issue,taldcroft,2015-10-02T18:28:00Z,#4213,close,['#4213'],6,4,"['cdeil', 'astrofrog', 'taldcroft', 'embray']"
4205,pr,,,,,[],5,3,"['pllim', 'astrofrog', 'embray']"
4198,pr,,,,,[],10,3,"['lpsinger', 'embray', 'eteq']"
4197,pr,,,,,['#4058'],8,5,"['saimn', 'keflavich', 'astrofrog', 'eteq', 'embray']"
4190,pr,,,,,[],4,2,"['MSeifert04', 'mwcraig']"
4186,pr,,,,,[],5,3,"['bsipocz', 'mdboom', 'embray']"
4177,pr,,,,,[],9,3,"['MSeifert04', 'saimn', 'mwcraig']"
4173,pr,embray,2015-09-28T16:37:42Z,e506ea3,merge,[],6,3,"['bsipocz', 'embray', 'astrofrog']"
4170,pr,,,,,[],13,3,"['MSeifert04', 'embray', 'mwcraig']"
4164,issue,embray,2015-10-01T14:00:55Z,b2ddf5b,close,"['#187', 'astropy/astropy-helpers#189', '#4178', '#4194', '#4204']",24,3,"['embray', 'mdboom', 'mhvk']"
4162,pr,,,,,['#4122'],12,3,"['lingxz', 'pllim', 'embray']"
4160,pr,,,,,[],8,3,"['josePhoenix', 'embray', 'taldcroft']"
4159,pr,,,,,['#4107'],5,2,"['pllim', 'embray']"
4158,issue,embray,2015-09-16T20:30:54Z,#4159,close,['#4159'],5,2,"['embray', 'pllim']"
4152,issue,MSeifert04,2016-01-31T19:19:47Z,,close,"['#4170', '#4177', '#4234', '#4270']",6,4,"['MSeifert04', 'mhvk', 'mwcraig', 'embray']"
4151,pr,,,,,[],6,2,"['lingxz', 'embray']"
4147,pr,,,,,"['#4145', '#4150']",8,4,"['DanielLenz', 'pllim', 'mhvk', 'embray']"
4145,issue,mhvk,2015-09-12T15:11:02Z,,close,"['#4146', '#4147', '#4150']",2,3,"['astrofrog', 'mhvk', 'embray']"
4144,issue,embray,2015-09-17T18:28:17Z,#4151,close,['#4151'],4,2,"['jrleja', 'embray']"
4142,pr,,,,,['#4089'],4,2,"['mdboom', 'astrofrog']"
4137,issue,embray,2015-09-11T14:31:36Z,,close,['#4130'],4,3,"['jehturner', 'mwcraig', 'embray']"
4132,pr,,,,,[],6,3,"['saimn', 'mdboom', 'embray']"
4130,pr,,,,,"['#4137', '#4129', 'astropy/ccdproc#241', 'astropy/ccdproc#242', '#4620']",10,3,"['jehturner', 'mwcraig', 'embray']"
4129,issue,embray,2015-09-11T14:31:20Z,,close,['#4130'],3,2,"['jehturner', 'embray']"
4122,issue,embray,2015-11-13T20:48:38Z,,close,['#4162'],3,2,"['embray', 'mwcraig']"
4120,pr,taldcroft,2015-11-12T19:52:13Z,da86c71,merge,"['#4211', '#4258']",11,5,"['taldcroft', 'hamogu', 'bsipocz', 'embray', 'eteq']"
4117,pr,,,,,[],6,2,"['ayshih', 'embray']"
4116,pr,,,,,[],6,3,"['mdboom', 'nden', 'embray']"
4115,pr,,,,,[],12,5,"['taldcroft', 'hamogu', 'embray', 'ChrisBeaumont', 'astrofrog']"
4099,pr,taldcroft,2015-08-27T17:19:37Z,be3f96d,merge,[],2,2,"['taldcroft', 'embray']"
4098,pr,embray,2015-11-12T20:10:55Z,c3b3f70,merge,[],12,4,"['scottransom', 'taldcroft', 'embray', 'mhvk']"
4089,issue,pllim,2016-07-05T14:51:14Z,,close,"['#4142', '#4239']",7,5,"['keflavich', 'saimn', 'mdboom', 'embray', 'pllim']"
4088,pr,taldcroft,2015-08-21T20:27:31Z,5e1e978,merge,[],6,2,"['taldcroft', 'embray']"
4084,pr,embray,2015-08-17T21:44:51Z,02bd5b0,merge,[],2,1,['embray']
4082,issue,embray,2015-10-02T19:20:41Z,#4212,close,['#4212'],3,3,"['jeanconn', 'embray', 'eteq']"
4076,pr,,,,,[],3,2,"['nden', 'embray']"
4060,pr,,,,,['#4059'],8,5,"['taldcroft', 'mhvk', 'embray', 'astrofrog', 'bsipocz']"
4059,issue,taldcroft,2015-08-10T17:03:24Z,,close,['#4060'],5,3,"['richardgmcmahon', 'taldcroft', 'embray']"
4057,pr,,,,,['#4226'],12,4,"['bmorris3', 'cdeil', 'embray', 'eteq']"
4056,pr,,,,,[],2,1,['embray']
4055,issue,embray,2015-09-04T19:37:42Z,#4057,close,"['#4057', '#59']",2,2,"['bmorris3', 'embray']"
4048,pr,,,,,[],4,2,"['bmorris3', 'embray']"
4044,pr,,,,,[],2,3,"['mdboom', 'nden', 'embray']"
4041,issue,mdboom,2015-08-31T18:04:47Z,599446b,close,[],2,2,"['bwinkel', 'mdboom']"
4033,issue,embray,2015-08-06T13:39:11Z,#4039,close,"['astropy/astroplan#39', '#4039']",2,1,['eteq']
4030,pr,,,,,[],5,2,"['mdboom', 'embray']"
4023,pr,,,,,[],2,1,['embray']
4022,pr,,,,,[],1,1,['embray']
4021,pr,,,,,[],4,2,"['mdboom', 'embray']"
4016,pr,,,,,[],2,1,['embray']
4015,pr,,,,,[],5,2,"['astrofrog', 'embray']"
4012,pr,,,,,[],2,1,['embray']
4010,issue,taldcroft,2015-08-07T01:50:22Z,,close,[],11,5,"['astrofrog', 'pllim', 'taldcroft', 'embray', 'hamogu']"
4007,pr,,,,,['#3976'],3,2,"['mhvk', 'embray']"
3998,issue,embray,2015-08-06T13:39:11Z,#4039,close,"['astropy/astroplan#39', '#4039']",3,3,"['bmorris3', 'eteq', 'astrofrog']"
3997,pr,,,,,[],2,1,['embray']
3993,pr,,,,,"['#3991', '#3986']",16,4,"['mdboom', 'embray', 'mhvk', 'saimn']"
3991,issue,mdboom,2015-07-25T12:15:46Z,#3993,close,['#3993'],4,2,"['saimn', 'mdboom']"
3983,pr,,,,,[],1,2,"['mdboom', 'nden']"
3982,pr,,,,,[],2,1,['embray']
3979,pr,,,,,[],4,3,"['mdboom', 'embray', 'mhvk']"
3970,pr,,,,,[],6,2,"['mwcraig', 'embray']"
3968,pr,,,,,[],4,2,"['mdboom', 'nden']"
3967,issue,embray,2015-08-19T14:34:36Z,#3970,close,"['#229', '#3970']",2,2,"['mwcraig', 'embray']"
3957,pr,,,,,[],3,2,"['mdboom', 'embray']"
3942,pr,,,,,[],6,3,"['tomlouden', 'KathleenLabrie', 'embray']"
3938,issue,embray,2015-08-06T13:39:11Z,#4039,close,"['astropy/astroplan#39', '#4039']",11,4,"['bmorris3', 'adrn', 'eteq', 'embray']"
3934,pr,,,,,[],8,4,"['JaiPEG', 'embray', 'eteq', 'mwcraig']"
3932,pr,embray,2015-07-13T14:40:26Z,82923f8,merge,[],1,1,['embray']
3931,pr,,,,,['#3926'],4,3,"['mdboom', 'embray', 'nden']"
3927,pr,,,,,"['#3926', '#4089']",4,2,"['mdboom', 'nden']"
3923,pr,embray,2015-07-13T14:45:58Z,2c51364,merge,[],6,2,"['embray', 'mdboom']"
3920,issue,embray,2015-08-06T13:39:11Z,#4039,close,"['astropy/astroplan#35', '#3998', 'astropy/astroplan#39', '#4033', '#4039']",2,3,"['eteq', 'astrofrog', 'embray']"
3912,pr,,,,,[],1,1,['embray']
3905,pr,,,,,['#3904'],6,3,"['mdboom', 'eteq', 'embray']"
3903,pr,,,,,[],3,2,"['patti', 'embray']"
3893,pr,,,,,['#3891'],9,5,"['mdboom', 'olebole', 'astrofrog', 'embray', 'cdeil']"
3891,issue,mdboom,2015-06-30T14:26:38Z,,close,"['#3893', '#3905']",6,3,"['astrofrog', 'mdboom', 'cdeil']"
3888,issue,taldcroft,2016-02-08T12:03:53Z,848f2ba,close,['#4561'],10,6,"['jrka', 'embray', 'taldcroft', 'hamogu', 'shwetamore1295', 'anchitjain1234']"
3884,pr,,,,,[],4,2,"['nparley', 'embray']"
3883,pr,,,,,[],12,2,"['nparley', 'embray']"
3877,issue,astrofrog,2015-10-05T08:59:13Z,,close,[],16,5,"['astrofrog', 'taldcroft', 'mhvk', 'embray', 'pllim']"
3873,pr,,,,,[],3,3,"['mdboom', 'mhvk', 'embray']"
3870,issue,embray,2015-06-24T17:06:09Z,#3873,close,['#3873'],3,3,"['jpinedaf', 'mdboom', 'embray']"
3867,pr,,,,,[],20,3,"['wkerzendorf', 'embray', 'mdboom']"
3865,pr,embray,2015-07-13T14:35:30Z,0172f51,merge,[],9,2,"['keflavich', 'embray']"
3860,pr,,,,,['#3871'],6,3,"['mhvk', 'embray', 'mdboom']"
3856,pr,,,,,['#3831'],6,3,"['mhvk', 'embray', 'taldcroft']"
3854,issue,embray,2015-11-12T20:22:14Z,,close,"['#3860', '#3726', '#4225', '#4228']",58,6,"['mhvk', 'astrofrog', 'embray', 'charris', 'ahaldane', 'eteq']"
3848,issue,mhvk,2015-06-20T19:39:05Z,,close,[],4,2,"['mhvk', 'embray']"
3844,pr,,,,,['#3850'],8,4,"['jmccormac01', 'embray', 'mhvk', 'eteq']"
3835,pr,,,,,['#4037'],8,3,"['mhvk', 'embray', 'mdboom']"
3824,pr,,,,,[],5,4,"['taldcroft', 'embray', 'mhvk', 'eteq']"
3817,pr,,,,,[],5,3,"['mhvk', 'astrofrog', 'mdboom']"
3816,issue,taldcroft,2015-06-08T11:23:28Z,,close,['#2654'],10,5,"['bhilbert4', 'pllim', 'taldcroft', 'hamogu', 'embray']"
3810,pr,taldcroft,2015-06-04T19:33:17Z,b62b431,merge,[],9,4,"['taldcroft', 'mhvk', 'embray', 'astrofrog']"
3803,issue,embray,2015-06-02T21:53:53Z,,close,[],7,2,"['embray', 'astrofrog']"
3800,pr,,,,,['#3908'],23,9,"['ycopin', 'embray', 'eteq', 'taldcroft', 'pllim', 'mhvk', 'astrofrog', 'adrn', 'hamogu']"
3798,pr,,,,,[],3,3,"['cdeil', 'embray', 'astrofrog']"
3795,pr,,,,,[],7,4,"['taldcroft', 'mhvk', 'embray', 'astrofrog']"
3794,pr,taldcroft,2015-05-27T01:50:02Z,f9c4599,merge,['#3791'],12,5,"['taldcroft', 'mhvk', 'mwcraig', 'embray', 'eteq']"
3792,pr,,,,,[],6,3,"['larrybradley', 'pllim', 'embray']"
3790,pr,,,,,['#3788'],3,2,"['mdboom', 'mhvk']"
3787,pr,,,,,[],7,3,"['eteq', 'pllim', 'jakevdp']"
3778,pr,,,,,[],7,2,"['embray', 'mhvk']"
