number,within_refs,cross_refs,commit_refs
7760,"['/numpy/numpy/issues/7763', '/numpy/numpy/issues/7099']",[],['/numpy/numpy/pull/7760/commits/55002a5204240bfaabdc19bd670c50e47881247c']
7759,[],[],['/numpy/numpy/pull/7759/commits/de97bb2ccaa4293632fdd28f6370d63a55d5d538']
7757,"['/numpy/numpy/issues/7175', '/numpy/numpy/issues/6053']",[],"['/numpy/numpy/pull/7757/commits/f14ad751198b203c7c9ee7b0f8127cd625528a97', '/numpy/numpy/pull/7757/commits/b79cc49ceb0323fb14db6cc42ecbc94a247648fb']"
7756,"['/numpy/numpy/issues/7757', '/numpy/numpy/issues/7175']",[],"['/charris/numpy/commit/f14ad751198b203c7c9ee7b0f8127cd625528a97', '/seberg/numpy/commit/c90b96527eea2e1b07e631c5c742ded92cb5c9ec']"
7747,"['/numpy/numpy/issues/7672', '/numpy/numpy/issues/6891', '/numpy/numpy/issues/7476']",[],"['/numpy/numpy/pull/7747/commits/37ee08dc9c7cbe0cf8a671c8cc73877d1a142ee1', '/numpy/numpy/pull/7747/commits/330291ffcba6d00b6534bcf80107f3baea5b48a4']"
7737,[],[],['/numpy/numpy/pull/7737/commits/53fe147e4a1c8e8f47dbd6d01d5fb64eff0b37a0']
7736,"['/numpy/numpy/issues/7720', '/numpy/numpy/issues/7738', '/numpy/numpy/issues/7844']",[],['/numpy/numpy/pull/7736/commits/f7347fdc71250aed53fbefe1989cf31da74b1658']
7735,"['/numpy/numpy/issues/7707', '/numpy/numpy/issues/7737', '/numpy/numpy/issues/6071']",[],['/numpy/numpy/pull/7735/commits/a52d2fa765096f1afd6c477e0f51ec3d6cb55814']
7724,[],[],['/numpy/numpy/pull/7724/commits/a9650cf6208aa804de7d1ee1dc93348d614287a5']
7719,[],[],['/numpy/numpy/pull/7719/commits/5657a6cd5ed1c54986f697660c6336d2fb2b1c21']
7714,['/numpy/numpy/issues/7715'],[],['/gfyoung/numpy/commit/080c433e9979f964155692d21b26e073914610f5']
7712,[],[],"['/numpy/numpy/pull/7712/commits/b0efcbadd5944d44f56c106dc5bc4571ebcab03e', '/numpy/numpy/pull/7712/commits/820d527fe0bc6414ad19b10eea941a7fc0749757']"
7710,"['/numpy/numpy/issues/7714', '/numpy/numpy/issues/7719', '/numpy/numpy/issues/7724']",[],"['/simongibbons/numpy/commit/92adcb27f6c33e3a0f9ce588280906a7e5f46028', '/simongibbons/numpy/commit/3d0c5bddaaa3728d3d06663364e3b6aa89252dde', '/simongibbons/numpy/commit/77281e93b2949d1b03df3b1b49f4380c57b5a857', '/simongibbons/numpy/commit/eda8f8f8ebfc99c81acdd6e8b559bc3e5de9d03f', '/simongibbons/numpy/commit/5657a6cd5ed1c54986f697660c6336d2fb2b1c21', '/charris/numpy/commit/a9650cf6208aa804de7d1ee1dc93348d614287a5']"
7688,[],[],['/numpy/numpy/pull/7688/commits/e928bd96d2b4e6fbf523a459770aa8a253664d88']
7680,[],[],"['/numpy/numpy/pull/7680/commits/116287944e13f28c31b126e46571e58b3500d073', '/numpy/numpy/pull/7680/commits/ad5d570b448d28ebe8b543f4f98d2711c8b1d6a5']"
7678,[],['/nipy/nibabel/issues/446'],['/numpy/numpy/pull/7678/commits/4df1d32180937ba652e7d89d6833942e22f3be47']
7676,[],[],['/numpy/numpy/pull/7676/commits/9cd0f00225c0e5a64f230cb1c6bc841c7ea66e2c']
7675,['/numpy/numpy/issues/7676'],[],['/numpy/numpy/pull/7675/commits/3991939341a25000c16171647e4547eaa6d86055']
7672,['/numpy/numpy/issues/7747'],[],"['/numpy/numpy/pull/7672/commits/d8133ce2900ea248c20cbd82e782ebf95eb46a17', '/numpy/numpy/pull/7672/commits/9bf1c7465ba924dcc3ace4a361cf3b73fb1e9105', '/numpy/numpy/pull/7672/commits/64a4dbc09c6b66afe10224f79e17e8ee740a2a5e']"
7671,[],[],['/numpy/numpy/pull/7671/commits/750130067cb24ef08b4d9e6b4bab37f98d6b8826']
7670,[],[],"['/numpy/numpy/pull/7670/commits/a528977da85bdb1c49353df74514e0253eb7f786', '/numpy/numpy/pull/7670/commits/20d5553f9985e95c26c621a8fd1e8c1ef4fd4639']"
7669,['/numpy/numpy/issues/7671'],[],['/numpy/numpy/pull/7669/commits/7803c5c510d465eb17b973d0eb4e79922db1d044']
7667,"['/numpy/numpy/issues/6075', '/numpy/numpy/issues/7670', '/numpy/numpy/issues/7674']",[],"['/numpy/numpy/pull/7667/commits/8bc4e9ad19c14873b0ea5c2622cc86a1dfdd4017', '/numpy/numpy/pull/7667/commits/65279ff854825f3421cc210450e4cf24acdd3866']"
7665,[],[],['/numpy/numpy/pull/7665/commits/7ce6556a4c9cc4b27dbb5ace66f530ece2c205d1']
7664,"['/numpy/numpy/issues/3939', '/numpy/numpy/issues/7806']",[],"['/numpy/numpy/pull/7664/commits/0bf9478c1fdc1e3b8cf448dbb244baf9dc88f76d', '/numpy/numpy/pull/7664/commits/39fdf796d39b52934a25ba59069dcd68161d8e68', '/numpy/numpy/pull/7664/commits/e8be5b11eee7d64661f894651a67ad976016b0cc', '/numpy/numpy/pull/7664/commits/9d6e3f480e228f3cbe95fd475fcc2e8e3f61736d']"
7662,[],[],"['/rgommers/numpy/commit/c53afb8367fb9ad0e268308d3be86e5b95aa38b2', '/numpy/numpy/commit/e928bd96d2b4e6fbf523a459770aa8a253664d88', '/birm/numpy/commit/d48d0b635938b7768e4fd7440cebcdf28842c00d']"
7660,[],[],['/numpy/numpy/pull/7660/commits/a48f4222e1efd2ccf0717bc04a1cb37d514882a9']
7659,[],[],['/numpy/numpy/pull/7659/commits/7a05c91277e2e970cccf95c999a7159893b42a92']
7658,"['/numpy/numpy/issues/7665', '/numpy/numpy/issues/7621']",[],['/numpy/numpy/pull/7658/commits/d805e9b66228e68a0eb14d901cd350159c49af18']
7648,"['/numpy/numpy/issues/7649', '/numpy/numpy/issues/7651']",['/astropy/astropy/issues/4950'],"['/ewmoore/numpy/commit/5cde31bad1b1e698010fa2801255b5bd8ba3de90', '/daniel-perry/numpy/commit/9fd3397f8d46036e8090c6f08af8bed042b1a4f5']"
7638,[],[],['/numpy/numpy/pull/7638/commits/7413bda29f04cf5840956d2a4e1a9bde99063143']
7629,['/numpy/numpy/issues/6595'],[],[]
7628,"['/numpy/numpy/issues/7667', '/numpy/numpy/issues/7670']",[],[]
7618,[],[],['/numpy/numpy/pull/7618/commits/a9465db4c70f9cd9c3fb9010229aadc7ec5fdc9c']
7609,[],[],['/numpy/numpy/pull/7609/commits/8894b81b166f6b0c200dde77a70fb360e95b0f7c']
7606,[],[],"['/numpy/numpy/commit/1e2bc0e7292c3c9686b49c4573814a772ccd38c8', '/charris/numpy/commit/7413bda29f04cf5840956d2a4e1a9bde99063143', '/daniel-perry/numpy/commit/384636ebfbb34cddd3f81653176bad534983e36b']"
7598,[],[],['/numpy/numpy/pull/7598/commits/da668fc74653e5caae9f741461c4d20f9df6e5c1']
7597,[],[],"['/numpy/numpy/pull/7597/commits/d86a9596a575cdca15fd42117351ea95a050fb4c', '/numpy/numpy/pull/7597/commits/e550018d1e2a0b5bbfde5d73db93fa86f052e41a']"
7590,['/numpy/numpy/issues/7707'],[],['/numpy/numpy/pull/7590/commits/09fde55ddb46c749a83b964f582a3162c988aecb']
7586,['/numpy/numpy/issues/7585'],[],"['/numpy/numpy/pull/7586/commits/6e5aa5e6b7980021ba5de67c872fad70dd4f9c92', '/numpy/numpy/pull/7586/commits/090bbdd8f3debe0b6a6c4aa542937edf250f9443']"
7585,['/numpy/numpy/issues/7586'],[],"['/eric-wieser/numpy/commit/1aadc2b507cfbb922f0e1e22914c4b3c645056a1', '/eric-wieser/numpy/commit/1850dea5c564622cac6f721fd3c62eca1e6939fd', '/eric-wieser/numpy/commit/6e5aa5e6b7980021ba5de67c872fad70dd4f9c92', '/eric-wieser/numpy/commit/2e80d1b51f770d8dacc6884b0b5b59a90b7576e4', '/eric-wieser/numpy/commit/090bbdd8f3debe0b6a6c4aa542937edf250f9443', '/charris/numpy/commit/7203f21a003d3d1785dce0843e9b689dd7b9509f', '/charris/numpy/commit/06fb9eaf5309a773c6a285e3680b49ed4b12c432', '/charris/numpy/commit/d86a9596a575cdca15fd42117351ea95a050fb4c', '/charris/numpy/commit/e550018d1e2a0b5bbfde5d73db93fa86f052e41a', '/daniel-perry/numpy/commit/3c003b79aa9ff2cc9611316a58bd018f780be1a1', '/daniel-perry/numpy/commit/5f2e93766acb1ac7caf078f381043efd53fc732a']"
7584,"['/numpy/numpy/issues/7576', '/numpy/numpy/issues/7707']",[],['/numpy/numpy/pull/7584/commits/d73e877d72b012b4b0117980590579e516904c8f']
7583,[],[],"['/numpy/numpy/pull/7583/commits/e5d68887413aafa61329c36a3504c3b7a3dd8b5f', '/numpy/numpy/pull/7583/commits/4d95fabf132ad2a0f9627523fc6e999a0412722d']"
7578,[],[],['/numpy/numpy/pull/7578/commits/a646ac1974c49cb05176781b290f4e4202428a4f']
7576,[],[],"['/numpy/numpy/pull/7576/commits/50feeb6c4bc32c2f668d9759038a92d1a0a8dce1', '/numpy/numpy/pull/7576/commits/b82749c93eb08c6c790878912bedbd061a2ced34']"
7568,[],[],['/numpy/numpy/pull/7568/commits/5cdb06038fdff4a6e4e74d5b70936d3bfbdde3d1']
7565,[],[],['/numpy/numpy/pull/7565/commits/afe2f5a30ebdb2654c21e40428a818cebb1180b2']
7563,"['/numpy/numpy/issues/7561', '/numpy/numpy/issues/7565']",[],['/numpy/numpy/pull/7563/commits/e1a2934085bbd0cd09448491572d8e2e216c7580']
7562,['/numpy/numpy/issues/7561'],[],['/numpy/numpy/pull/7562/commits/2f9a13ad56034bf90d1f59a5bd0f3af3f9a0c712']
7558,[],[],"['/numpy/numpy/pull/7558/commits/77d911ff03b43603cd3afcfc2f7b72f8df86a1fb', '/numpy/numpy/pull/7558/commits/32f8393b8c4b6cadadab10f785eceb406e8cef90']"
7551,[],[],['/numpy/numpy/pull/7551/commits/1c122a42beba97b60b6b632813c55a8345d02fd6']
7549,[],[],['/numpy/numpy/pull/7549/commits/fc398de0f13fd709079e666b8c2a03db76316c1d']
7535,[],[],['/numpy/numpy/pull/7535/commits/5006616659ebcd9960f730d28255648a562d7308']
7530,[],[],['/numpy/numpy/pull/7530/commits/5bcc51d379a1a225c49791a22e4ccc1592976b00']
7528,"['/numpy/numpy/issues/7529', '/numpy/numpy/issues/7530']",[],"['/simongibbons/numpy/commit/c2ec8187b4d53d125d00b96b9891ff3c9da7e823', '/charris/numpy/commit/5bcc51d379a1a225c49791a22e4ccc1592976b00', '/daniel-perry/numpy/commit/c86b28bb1e7d3efd2d8a7992f01e64604e490667']"
7522,[],[],['/numpy/numpy/pull/7522/commits/69d2cc8511914d636212b0218eb44c03b9012810']
7515,"['/numpy/numpy/issues/7793', '/numpy/numpy/issues/7819']",[],['/numpy/numpy/pull/7515/commits/5ba2007c0b4cbe0bfb66f5a7e1928785c9449800']
7506,"['/numpy/numpy/issues/7499', '/numpy/numpy/issues/7498']",[],['/numpy/numpy/pull/7506/commits/00222c7168f22a82d82573fc5eca2c5a8ae406f2']
7496,[],[],['/numpy/numpy/pull/7496/commits/e7ddb392728260801a8ae39ef36b0bbf3abe5604']
7493,"['/numpy/numpy/issues/6053', '/numpy/numpy/issues/7659', '/numpy/numpy/issues/7660']",[],"['/ahaldane/numpy/commit/3c2ea38701cf4431e395027910aad218b5ef221e', '/ahaldane/numpy/commit/ce3e43f00bf464c0124cdc499fd581e29a66b7f8', '/ahaldane/numpy/commit/7a05c91277e2e970cccf95c999a7159893b42a92', '/ahaldane/numpy/commit/a48f4222e1efd2ccf0717bc04a1cb37d514882a9', '/daniel-perry/numpy/commit/784588195549e43a8dbb896b7584b895ecb4955a', '/ahaldane/numpy/commit/2ef010345fd2d768eb3c96ee7f62363d5be42746', '/ahaldane/numpy/commit/8d5f4efb9e277b9167d640cdc4679b255fbdc0ac', '/ahaldane/numpy/commit/c949070016027f1bd730d66ab748a57d5bae3436', '/ahaldane/numpy/commit/4e1355ea7ab67f9c1a5c86b9a0105369cf6af5d7', '/ahaldane/numpy/commit/0276279b393086bce2ea020e43ed5a6d3ee56056', '/ahaldane/numpy/commit/9d50f37c1b2b9cc233cc49aa767114c5c1ab912d']"
7482,[],[],['/numpy/numpy/pull/7482/commits/321d7ef8b717e1a21121b8cb0eef78d6d8005a6a']
7475,['/numpy/numpy/issues/7481'],[],"['/simongibbons/numpy/commit/13b417671ab734e15c558561d90620ae6426eabe', '/simongibbons/numpy/commit/163a6f96e81eed44c9c58d54615b5bcbcad67bec', '/daniel-perry/numpy/commit/b1fbb45b8486a05accebb86bc2f14b22ce31fcb1']"
7468,[],[],['/numpy/numpy/pull/7468/commits/2df40376a944c39dbd68ac4510c3aa65a31ddf92']
7466,['/numpy/numpy/issues/7468'],[],"['/numpy/numpy/pull/7466/commits/918c87942d6b1d76091afc08740e7eab4a6e706b', '/jaimefrio/numpy/commit/2df40376a944c39dbd68ac4510c3aa65a31ddf92', '/daniel-perry/numpy/commit/7f329411d446a315c52d41049eea1577bb9b5628']"
7463,"['/numpy/numpy/issues/7546', '/numpy/numpy/issues/7813', '/numpy/numpy/issues/7816']",[],"['/numpy/numpy/pull/7463/commits/4e86e89be1afc9b6e72e959bdc21567a31f5e1e4', '/numpy/numpy/pull/7463/commits/3e8c2b00ee7d0c438226057bebeb973c4ab3458f']"
7462,[],[],[]
7456,[],[],['/numpy/numpy/pull/7456/commits/2bd5e6a90eec63787d9c23d0e8dacb31e93cf8c7']
7451,['/numpy/numpy/issues/7463'],[],"['/seberg/numpy/commit/e8f4022daec8ed48afee3e79198e533bf0e3c24a', '/seberg/numpy/commit/4e86e89be1afc9b6e72e959bdc21567a31f5e1e4', '/daniel-perry/numpy/commit/1c864c890e89db404645ec2cff06b7a78b3cb90d', '/charris/numpy/commit/af0beedb9962f8cf50a3161699a2cc90fe0eb977']"
7447,['/numpy/numpy/issues/7449'],[],['/numpy/numpy/pull/7447/commits/58ff38a547e59e2e8f8278d445f66c1091f1299a']
7445,[],[],"['/numpy/numpy/pull/7445/commits/64af96cdfce408821bda3b5d1896ad0e6d6caee9', '/numpy/numpy/pull/7445/commits/94a47c5294033c8078e4ab4bd61a7fec7f3458af']"
7439,[],[],['/numpy/numpy/pull/7439/commits/582600415d966dbfb7abafd3151415f59c6c422d']
7429,[],[],[]
7425,['/numpy/numpy/issues/7423'],['/pydata/pandas/issues/12810'],"['/numpy/numpy/pull/7425/commits/86f83fbb9de9a39699894eb98cbe296ffa6b9334', '/numpy/numpy/pull/7425/commits/538593d9eab75351af13b6c40f43475f0578303c', '/numpy/numpy/pull/7425/commits/a83e095dbc7640009d74acb61a32554ffd8dbda4', '/numpy/numpy/pull/7425/commits/ed90637d9f71b9476da4efeeec92fec7c01e8426']"
7423,"['/numpy/numpy/issues/7416', '/numpy/numpy/issues/7411', '/numpy/numpy/issues/7425']",[],"['/numpy/numpy/pull/7423/commits/434c4ecbe010c0bacf7f93cdf761ca015eeae3fb', '/madphysicist/numpy/commit/ed90637d9f71b9476da4efeeec92fec7c01e8426']"
7416,"['/numpy/numpy/issues/7415', '/numpy/numpy/issues/7411', '/numpy/numpy/issues/7423', '/numpy/numpy/issues/7425']",[],"['/numpy/numpy/pull/7416/commits/127eb9e7a4fb79668e62d1a50cf428fb7e7bf18e', '/numpy/numpy/pull/7416/commits/8869c1ace77affefff75c8a772edb2983b68a015', '/madphysicist/numpy/commit/ed90637d9f71b9476da4efeeec92fec7c01e8426']"
7412,[],[],['/numpy/numpy/pull/7412/commits/e42812701d70769b5849c95ae61c3ffd794128d5']
7407,"['/numpy/numpy/issues/7402', '/numpy/numpy/issues/7465', '/numpy/numpy/issues/7468']",[],"['/numpy/numpy/pull/7407/commits/4443c4d2a0186e6580b1849d11129e81c16e5efc', '/jaimefrio/numpy/commit/2df40376a944c39dbd68ac4510c3aa65a31ddf92', '/daniel-perry/numpy/commit/7f329411d446a315c52d41049eea1577bb9b5628']"
7404,[],[],['/numpy/numpy/pull/7404/commits/383a44e5c8e875b671ce5568b635ed0fd00490ad']
7373,"['/numpy/numpy/issues/7229', '/numpy/numpy/issues/7322', '/numpy/numpy/issues/7381', '/numpy/numpy/issues/4696', '/numpy/numpy/issues/5250', '/numpy/numpy/issues/7415']",[],"['/numpy/numpy/pull/7373/commits/df3ed28a6d8410e383f79d8ecb670722b8f5c5c9', '/numpy/numpy/pull/7373/commits/25dd5e5f8ec9b09f4de37e7308eaf179bbb15dc2', '/numpy/numpy/pull/7373/commits/3ed543e996b23418f78fc25e77e06b1f0e29f65f', '/numpy/numpy/pull/7373/commits/9653c05a53327332a481cd697708ae9b6360fbf0']"
7362,[],[],"['/numpy/numpy/pull/7362/commits/d513a10d86a296701e57367c614bfe9c1bb0a061', '/numpy/numpy/pull/7362/commits/2cb5c88ec8a982a16f90c19d78d8e2b076183149']"
7361,[],[],['/numpy/numpy/pull/7361/commits/90fac179e6bd4c855080c61b473103d9611b692d']
7358,[],[],"['/numpy/numpy/pull/7358/commits/8f64328991fa32e02a45e15edebdff8c3245db5f', '/numpy/numpy/pull/7358/commits/3db32cb133e858e48596de29f5693633a7b4dcc4']"
7351,[],[],['/numpy/numpy/pull/7351/commits/6f6f03dc961c15b336242c6600596a8f882ca194']
7350,['/numpy/numpy/issues/5769'],[],['/numpy/numpy/pull/7350/commits/37d301949af456a7aa006ae79bfec910146732f8']
7349,['/numpy/numpy/issues/5706'],[],['/numpy/numpy/pull/7349/commits/fd19bf398ad716cb36476b4fbe3df1ae75466fe9']
7337,"['/numpy/numpy/issues/7336', '/numpy/numpy/issues/7343', '/numpy/numpy/issues/7316']",[],['/numpy/numpy/pull/7337/commits/f552f8546ffe31be49e88936757b0471c685d0dd']
7336,"['/numpy/numpy/issues/7324', '/numpy/numpy/issues/7337', '/numpy/numpy/issues/7338', '/numpy/numpy/issues/7343']",[],[]
7334,['/numpy/numpy/issues/7331'],[],['/numpy/numpy/pull/7334/commits/883c34268c70399a199808601e835b370f78ff23']
7332,[],[],['/numpy/numpy/pull/7332/commits/3fdf3270e6f47e65d8a8b4d995fc21f9b64650ee']
