ref_issue,number,ref_time,ref_author,ref_comment,itype,close_author,close_time,close,close_type,related_pr,#comment,#participants,part_names
astropy/astropy#4548,7258,2016-03-08 20:35:01,mhvk,12,issue,mhvk,2016-03-08T20:37:48Z,,close,['astropy/ci-helpers#59'],15,6,"['olebole', 'mhvk', 'njsmith', 'charris', 'adrn', 'eteq']"
pypa/pip#2494,7194,,,,issue,xavfernandez,2016-02-08T09:07:31Z,,close,[],11,6,"['nlamirault', 'pfmoore', 'msabramo', 'jayvdb', 'asottile', 'xavfernandez']"
matplotlib/matplotlib#5950,7187,2016-02-05 11:54:01,seberg,5,issue,,,,,"['#6260', '#6262', '#6263', '#6558']",21,6,"['jenshnielsen', 'efiring', 'anntzer', 'seberg', 'tacaswell', 'QuLogic']"
scipy/scipy#5808,7166,2016-02-04 20:59:46,madphysicist,0,pr,,,,,[],26,6,"['madphysicist', 'rgommers', 'codecov-io', 'argriffing', 'Eric89GXL', 'ev-br']"
scipy/scipy#5808,7129,2016-02-04 20:59:46,madphysicist,0,pr,,,,,[],26,6,"['madphysicist', 'rgommers', 'codecov-io', 'argriffing', 'Eric89GXL', 'ev-br']"
pypa/pip#3219,7127,2016-01-29 22:02:30,rgommers,18,pr,,,,,['#2195'],22,5,"['rgommers', 'dstufft', 'pfmoore', 'njsmith', 'BrownTruck']"
numba/numba#829,7060,,,,issue,pitrou,2015-01-12T15:20:23Z,ec71b99,close,[],9,3,"['shoyer', 'seibert', 'pitrou']"
matplotlib/matplotlib#5950,7022,2016-01-31 19:20:45,anntzer,4,issue,,,,,"['#6260', '#6262', '#6263', '#6558']",21,6,"['jenshnielsen', 'efiring', 'anntzer', 'seberg', 'tacaswell', 'QuLogic']"
pydata/pandas#12058,7019,,,,pr,,,,,[],6,2,"['jreback', 'shoyer']"
pydata/pandas#12049,7019,,,,issue,jreback,2016-01-16T16:30:52Z,#12058,close,"['#12057', '#12058']",10,3,"['jreback', 'shoyer', 'njsmith']"
pydata/pandas#6581,7019,,,,issue,,,,,"['#6686', '#6693', '#5231', '#4950', '#6813', '#6815', '#6928', '#6930', '#6956', '#7037', '#7088', '#7671', '#7136', '#8140', '#8451', '#9357', '#9582', '#10185', '#10345', '#10890', '#12052', '#12216', '#13418', '#13419', '#13602', '#13669', '#13735']",39,7,"['jsexauer', 'TomAugspurger', 'jreback', 'jorisvandenbossche', 'jtratner', 'janschulz', 'gfyoung']"
scipy/scipy#5527,6976,2016-01-08 23:30:14,argriffing,3,pr,,,,,[],4,3,"['argriffing', 'ev-br', 'alexbrc']"
scipy/scipy#5800,6757,2016-02-07 10:02:13,rgommers,7,issue,pv,2016-05-07T21:02:15Z,,close,[],29,7,"['sciunto', 'pv', 'rgommers', 'slavaGanzin', 'johncant', 'erbridge', 'Tommalla']"
scipy/scipy#4729,6712,,,,pr,,,,,"['#4736', '#4741', '#5527']",14,3,"['rgommers', 'argriffing', 'ev-br']"
astropy/ci-helpers#22,6702,2015-11-20 15:07:24,astrofrog,0,pr,,,,,['#17'],5,1,['astrofrog']
numba/numba#1540,6699,2015-11-20 15:14:50,stuartarchibald,0,pr,,,,,[],2,2,"['stuartarchibald', 'seibert']"
matplotlib/matplotlib#5221,6690,2016-04-15 01:53:06,lzkelley,8,issue,tacaswell,2015-11-04T01:46:56Z,,close,[],12,4,"['anntzer', 'lzkelley', 'tacaswell', 'heroxbd']"
astropy/ci-helpers#22,6662,2015-11-20 16:09:24,astrofrog,1,pr,,,,,['#17'],5,1,['astrofrog']
daducci/AMICO#16,6590,2015-11-21 00:04:27,daducci,1,issue,kohske,2015-11-21T00:21:43Z,,close,[],4,2,"['kohske', 'daducci']"
pypa/setuptools#451,6551,2015-10-22 23:11:20,bb-migration,0,issue,,,,,[],1,1,['bb-migration']
matplotlib/matplotlib#5428,6551,2015-11-07 02:28:26,mdboom,0,issue,,,,,"['#5434', '#5449']",3,4,"['mdboom', 'jenshnielsen', 'embray', 'tacaswell']"
statsmodels/statsmodels#2668,6500,2015-10-20 13:54:33,josef-pkt,3,issue,josef-pkt,2016-06-03T20:21:21Z,,close,['#2679'],11,3,"['jlec', 'josef-pkt', 'bashtage']"
scipy/scipy#5331,6461,,,,issue,rgommers,2015-10-24T12:15:28Z,,close,[],17,4,"['stonebig', 'charris', 'rgommers', 'ev-br']"
h5py/h5py#633,6347,2015-10-20 03:24:41,aragilar,1,issue,andrewcollette,2015-10-24T15:10:51Z,,close,[],2,3,"['nilswagner', 'aragilar', 'andrewcollette']"
wking/pycomedi#3,6330,2015-09-21 22:42:22,wking,1,issue,,,,,['#2'],2,2,"['cjermain', 'wking']"
matplotlib/matplotlib#5768,6127,2015-12-31 05:49:00,anntzer,0,pr,,,,,"['#5841', '#5950']",14,6,"['anntzer', 'mdboom', 'jenshnielsen', 'efiring', 'tacaswell', 'QuLogic']"
matplotlib/matplotlib#6263,6127,2016-04-02 21:10:24,tacaswell,0,pr,,,,,[],7,4,"['tacaswell', 'QuLogic', 'jenshnielsen', 'mdboom']"
matplotlib/matplotlib#6192,6127,2016-03-20 19:54:15,tacaswell,0,pr,,,,,"['#5950', '#5768', '#6263', '#5767']",2,2,"['tacaswell', 'anntzer']"
matplotlib/matplotlib#5950,6127,2016-04-02 22:11:19,tacaswell,18,issue,,,,,"['#6260', '#6262', '#6263', '#6558']",21,6,"['jenshnielsen', 'efiring', 'anntzer', 'seberg', 'tacaswell', 'QuLogic']"
scipy/scipy#5148,6120,2015-08-13 05:29:29,jaimefrio,1,issue,rgommers,2015-10-24T12:42:44Z,,close,[],3,3,"['WarrenWeckesser', 'jaimefrio', 'rgommers']"
Homebrew/homebrew-python#252,6120,2015-10-06 23:16:00,tdsmith,4,pr,,,,,[],6,2,"['jiegec', 'tdsmith']"
scipy/scipy#5173,6120,2015-08-20 20:04:11,rgommers,0,issue,rgommers,2015-10-24T11:36:04Z,c0f6acc,close,"['#5332', '#5387']",3,1,['rgommers']
astropy/astropy#3877,6094,2015-08-21 12:58:07,astrofrog,11,issue,astrofrog,2015-10-05T08:59:13Z,,close,[],16,5,"['astrofrog', 'taldcroft', 'mhvk', 'embray', 'pllim']"
astropy/astropy#3854,5982,2015-06-19 00:06:24,mhvk,23,issue,embray,2015-11-12T20:22:14Z,,close,"['#3860', '#3726', '#4225', '#4228']",58,6,"['mhvk', 'astrofrog', 'embray', 'charris', 'ahaldane', 'eteq']"
pycalphad/pycalphad#24,5963,,,,issue,richardotis,2015-10-17T23:45:56Z,,close,[],3,1,['richardotis']
astropy/astropy#3860,5962,2015-06-18 02:22:37,mhvk,1,pr,,,,,['#3871'],6,3,"['mhvk', 'embray', 'mdboom']"
astropy/astropy#3854,5962,2015-06-17 20:09:19,mhvk,4,issue,embray,2015-11-12T20:22:14Z,,close,"['#3860', '#3726', '#4225', '#4228']",58,6,"['mhvk', 'astrofrog', 'embray', 'charris', 'ahaldane', 'eteq']"
astropy/astropy#3848,5962,2015-06-12 17:11:23,mhvk,1,issue,mhvk,2015-06-20T19:39:05Z,,close,[],4,2,"['mhvk', 'embray']"
astropy/astropy#3854,5947,2015-06-14 00:53:36,mhvk,0,issue,embray,2015-11-12T20:22:14Z,,close,"['#3860', '#3726', '#4225', '#4228']",58,6,"['mhvk', 'astrofrog', 'embray', 'charris', 'ahaldane', 'eteq']"
astropy/astropy#3854,5943,2015-06-14 01:36:51,mhvk,1,issue,embray,2015-11-12T20:22:14Z,,close,"['#3860', '#3726', '#4225', '#4228']",58,6,"['mhvk', 'astrofrog', 'embray', 'charris', 'ahaldane', 'eteq']"
astropy/astropy#3803,5921,2015-05-29 18:45:59,embray,0,issue,embray,2015-06-02T21:53:53Z,,close,[],7,2,"['embray', 'astrofrog']"
astropy/astropy#3419,5921,2015-05-27 15:30:43,embray,14,pr,embray,2015-05-29T18:41:55Z,e3c9398,merge,"['#2960', '#3415', '#3584', '#3803', '#3854']",24,3,"['astrofrog', 'embray', 'mhvk']"
scipy/scipy#3354,5858,2015-05-12 10:21:29,ev-br,1,issue,argriffing,2015-05-12T13:46:14Z,,close,[],4,4,"['josef-pkt', 'ev-br', 'jaimefrio', 'argriffing']"
ohliumliu/gsl-playground#2,5858,2016-07-15 21:38:56,ohliumliu,3,issue,,,,,[],4,1,['ohliumliu']
dfm/python-fsps#48,5812,2015-10-18 06:16:34,nell-byler,0,issue,,,,,[],15,4,"['nell-byler', 'bd-j', 'Nolaa', 'dr-guangtou']"
scipy/scipy#4720,5800,2015-04-28 19:17:15,ev-br,6,issue,xiaoweiz,2016-01-02T09:40:19Z,,close,[],12,4,"['xiaoweiz', 'rgommers', 'ev-br', 'maniteja123']"
numba/numba#1335,5766,2015-11-06 08:29:13,xiaoweiz,4,issue,,,,,[],6,3,"['xiaoweiz', 'seibert', 'pitrou']"
scipy/scipy#4720,5766,,,,issue,xiaoweiz,2016-01-02T09:40:19Z,,close,[],12,4,"['xiaoweiz', 'rgommers', 'ev-br', 'maniteja123']"
scipy/scipy#4589,5762,2015-04-10 16:06:07,astrofrog,2,issue,rgommers,2015-05-05T15:03:04Z,,close,['#4644'],5,3,"['juliantaylor', 'astrofrog', 'rgommers']"
scipy/scipy#5808,5753,2016-02-16 19:27:13,madphysicist,6,pr,,,,,[],26,6,"['madphysicist', 'rgommers', 'codecov-io', 'argriffing', 'Eric89GXL', 'ev-br']"
Theano/Theano#3025,5747,2015-06-12 19:13:14,lamblin,0,issue,lamblin,2015-11-05T22:44:39Z,,close,"['#2718', '#3583']",2,1,['lamblin']
sympy/sympy#9593,5672,2015-07-01 06:51:27,moorepants,7,issue,asmeurer,2016-06-08T18:28:33Z,f710ec7,close,['#11112'],19,4,"['mikeroberts3000', 'moorepants', 'asmeurer', 'jcrist']"
markovmodel/msmtools#18,5655,2015-07-13 21:14:58,marscher,1,pr,,,,,[],7,2,"['marscher', 'franknoe']"
sympy/sympy#7853,5398,,,,issue,asmeurer,2015-10-26T21:17:16Z,,close,"['#9348', '#9657']",3,3,"['jcrist', 'richardotis', 'asmeurer']"
cvxgrp/cvxpy#157,5398,,,,pr,,,,,[],6,3,"['argriffing', 'SteveDiamond', 'alexbrc']"
pypa/pip#2256,5386,2014-12-22 21:55:22,rgommers,0,issue,rgommers,2014-12-23T22:35:35Z,,close,[],24,3,"['rgommers', 'dstufft', 'argriffing']"
scipy/scipy#4168,5316,2014-12-14 16:53:29,pv,56,issue,pv,2014-12-14T16:53:29Z,,close,['#4241'],57,8,"['cournape', 'pv', 'charris', 'juliantaylor', 'rgommers', 'njsmith', 'sturlamolden', 'stonebig']"
enthought/chaco#213,5082,2014-09-19 09:40:31,rkern,3,pr,,,,,[],4,3,"['rkern', 'mdickinson', 'coveralls']"
astropy/astropy#2281,4778,,,,issue,taldcroft,2014-06-05T00:10:46Z,,close,[],12,4,"['astrofrog', 'mdboom', 'taldcroft', 'juliantaylor']"
astropy/astropy#2583,4753,2014-07-09 11:07:57,mhvk,19,pr,,,,,"['#2483', '#3046', '#3045', '#3240', '#3715']",40,5,"['mhvk', 'astrofrog', 'mdboom', 'mwcraig', 'eteq']"
scipy/scipy#3608,4664,2014-05-04 08:04:37,rgommers,1,issue,chebee7i,2014-05-08T20:05:37Z,,close,[],3,2,"['chebee7i', 'rgommers']"
pypa/setuptools#199,4664,2014-05-04 12:27:41,bb-migration,3,issue,bb-migration,2016-03-29T14:15:49Z,,close,[],6,1,['bb-migration']
scipy/scipy#3596,4656,,,,issue,pv,2014-06-14T16:55:56Z,7e67f23,close,['#3647'],10,4,"['foogod', 'rgommers', 'endolith', 'pv']"
scipy/scipy#3596,4655,2014-05-02 17:26:58,foogod,2,issue,pv,2014-06-14T16:55:56Z,7e67f23,close,['#3647'],10,4,"['foogod', 'rgommers', 'endolith', 'pv']"
scipy/scipy#3554,4627,,,,issue,charris,2014-04-22T20:50:51Z,c656841,close,['#3564'],3,2,"['bjodah', 'rgommers']"
nengo/nengo#260,4225,2014-02-19 16:26:53,tcstewar,0,pr,,,,,[],2,2,"['tcstewar', 'tbekolay']"
scipy/scipy#3242,4225,2014-01-25 02:22:07,ev-br,0,issue,,,,,"['#3275', '#5655', '#6362']",1,2,"['ev-br', 'argriffing']"
scipy/scipy#3225,4225,2014-01-24 14:07:44,ev-br,17,pr,,,,,"['#3242', '#4078', '#4997']",41,7,"['ev-br', 'coveralls', 'josef-pkt', 'pbrod', 'pv', 'WarrenWeckesser', 'argriffing']"
scipy/scipy#3275,4225,,,,pr,,,,,[],8,6,"['ligon', 'ev-br', 'rgommers', 'johannes-mueller', 'argriffing', 'pv']"
scipy/scipy.org#48,4192,2014-01-12 14:21:02,juliantaylor,4,pr,rgommers,2014-01-12T19:03:15Z,157a26c,merge,[],8,2,"['juliantaylor', 'rgommers']"
astropy/astropy#1274,4160,2013-12-31 20:29:33,mhvk,5,issue,embray,2014-05-02T18:02:06Z,,close,"['eteq/astropy#10', '#2327', '#2402']",17,5,"['astrofrog', 'mhvk', 'pv', 'embray', 'cdeil']"
astropy/astropy#2492,4160,2014-05-18 18:41:26,mhvk,1,issue,mhvk,2014-07-08T13:36:21Z,,close,['#2583'],7,3,"['astrofrog', 'mhvk', 'embray']"
juliantaylor/numpy#2,4136,,,,pr,,,,,['#4136'],1,1,['juliantaylor']
statsmodels/statsmodels#1069,3985,2013-10-27 14:30:55,jseabold,10,pr,,,,,"['#713', '#1500']",26,4,"['jseabold', 'rgommers', 'josef-pkt', 'argriffing']"
pydata/pandas#7244,3939,2014-05-27 13:17:38,jreback,4,issue,,,,,[],7,2,"['wabu', 'jreback']"
scipy/scipy#2981,3897,,,,issue,rgommers,2013-10-12T06:21:46Z,,close,[],2,2,"['kousu', 'rgommers']"
scipy/scipy#2894,3871,2013-10-06 15:42:26,pv,20,issue,pv,2013-10-06T15:42:26Z,,close,['#2949'],21,5,"['galfan', 'rgommers', 'ev-br', 'WarrenWeckesser', 'pv']"
PyTables/PyTables#271,3581,,,,issue,FrancescAlted,2015-04-27T10:25:42Z,,close,[],8,4,"['potyt', 'scopatz', 'avalentino', 'FrancescAlted']"
dask/dask#297,3484,2015-06-12 02:26:42,jcrist,1,pr,,,,,[],14,5,"['jcrist', 'mrocklin', 'shoyer', 'cowlicks', 'koldunovn']"
scipy/scipy#2673,3368,2013-08-01 18:03:52,WarrenWeckesser,2,pr,,,,,[],8,5,"['josef-pkt', 'WarrenWeckesser', 'pv', 'rgommers', 'katherinehuang']"
scipy/scipy#1949,3368,2013-06-21 13:34:22,WarrenWeckesser,4,issue,rgommers,2013-11-10T14:53:54Z,,close,['#2673'],6,3,"['scipy-gitbot', 'WarrenWeckesser', 'rgommers']"
astropy/astropy#1039,3276,2013-04-30 15:53:59,taldcroft,2,issue,astrofrog,2013-12-08T15:26:13Z,,close,[],5,4,"['mdboom', 'astrofrog', 'taldcroft', 'hamogu']"
pfnet/chainer#125,3259,2015-07-03 09:15:00,beam2d,0,pr,,,,,['#120'],3,3,"['beam2d', 'delta2323', 'okuta']"
pfnet/chainer#125,3254,,,,pr,,,,,['#120'],3,3,"['beam2d', 'delta2323', 'okuta']"
astropy/astropy#2657,3213,2014-12-19 03:30:46,hamogu,1,issue,taldcroft,2014-12-30T18:58:20Z,#3259,close,['#3259'],4,3,"['taldcroft', 'hamogu', 'embray']"
obspy/obspy#536,3175,2013-03-28 11:21:15,megies,0,pr,,,,,[],1,2,"['megies', 'krischer']"
Homebrew/legacy-homebrew#18398,2969,2013-03-11 14:40:19,erg,1,issue,adamv,2013-03-11T22:22:15Z,,close,[],6,3,"['entropyisgood', 'erg', 'adamv']"
scikit-learn/scikit-learn#1663,2969,2013-02-07 18:15:07,mrjbq7,11,issue,mrjbq7,2013-02-07T18:21:20Z,,close,[],16,4,"['mrjbq7', 'erg', 'amueller', 'GaelVaroquaux']"
scikit-learn/scikit-learn#1715,2969,2013-02-26 17:08:56,erg,1,issue,larsmans,2013-02-26T20:55:17Z,,close,[],20,10,"['dan-vine', 'erg', 'larsmans', 'GaelVaroquaux', 'certik', 'mrjbq7', 'cournape', 'njsmith', 'michaelaye', 'amueller']"
scipy/scipy#2295,2750,2013-04-25 18:21:04,scipy-gitbot,6,issue,scipy-gitbot,2013-04-25T17:51:33Z,,close,[],11,1,['scipy-gitbot']
pydata/xarray#12,2686,2014-02-15 01:49:31,shoyer,2,pr,akleeman,2014-02-21T00:36:53Z,6e0b12c,merge,['#13'],6,3,"['shoyer', 'ebrevdo', 'akleeman']"
skuschel/postpic#1,2656,2014-09-22 22:23:43,skuschel,0,issue,skuschel,2015-04-08T19:22:13Z,,close,[],5,1,['skuschel']
,,,,,,,,,,,,,
scipy/scipy#3330,2655,2014-02-25 23:12:58,pv,9,issue,rgommers,2014-02-27T20:07:33Z,,close,"['#3377', '#3386', '#3391', '#3392', '#3408']",16,4,"['ev-br', 'pv', 'rgommers', 'jnothman']"
Blosc/bcolz#268,2611,2015-10-18 08:07:45,cgohlke,1,issue,msarahan,2015-10-19T03:41:08Z,,close,[],5,4,"['msarahan', 'cgohlke', 'FrancescAlted', 'mindw']"
ipython/ipython#2588,2611,2013-01-03 17:40:56,klonuo,3,issue,klonuo,2013-01-03T19:52:43Z,,close,['#2741'],10,3,"['klonuo', 'bfroehle', 'minrk']"
cournape/Bento#62,2579,,,,issue,cournape,2011-11-22T11:24:49Z,,close,[],4,2,"['fabianp', 'cournape']"
scipy/scipy#2066,2561,,,,issue,scipy-gitbot,2013-04-25T17:41:43Z,,close,[],4,1,['scipy-gitbot']
scikit-learn/scikit-learn#3683,2536,,,,pr,,,,,[],18,4,"['dan-blanchard', 'jnothman', 'coveralls', 'larsmans']"
pandegroup/openmm#250,2521,2014-01-13 19:04:58,rmcgibbo,19,issue,rmcgibbo,2014-01-07T00:12:44Z,,close,['#264'],22,5,"['kyleabeauchamp', 'jchodera', 'synapticarbors', 'swails', 'rmcgibbo']"
tensorflow/tensorflow#2034,2521,2016-04-22 20:26:41,tmsimont,5,issue,vrv,2016-04-30T19:34:54Z,#2173,close,"['#2173', '#2178']",77,27,"['chengdianxuezi', 'prb12', 'zhang8473', 'mouendless', 'fxia22', 'tmsimont', 'yaroslavvb', 'girving', 'vrv', 'martinwicke', 'kanwar2preet', 'stephenroller', 'caisq', 'ilblackdragon', 'fivejjs', 'MartinThoma', 'jrock08', 'RobRomijnders', 'lnunno', 'hmartiniano', 'gladys0313']"
xianyi/OpenBLAS#551,2521,2015-04-24 10:26:37,martin-frbg,1,issue,coral1801,2015-04-24T15:43:41Z,,close,[],4,2,"['coral1801', 'martin-frbg']"
pydata/xarray#753,2491,,,,issue,shoyer,2016-02-11T16:11:52Z,,close,[],4,2,"['nedlrichards', 'shoyer']"
pydata/pandas#6166,2485,2014-01-29 11:27:42,jreback,1,pr,,,,,[],16,2,"['wabu', 'jreback']"
pypa/pip#325,2450,,,,issue,carljm,2011-12-12T08:04:04Z,,close,[],2,2,"['embray', 'carljm']"
astropy/astropy#465,2432,2012-11-15 18:23:09,mdboom,4,issue,astrofrog,2013-01-23T21:59:44Z,,close,[],14,2,"['astrofrog', 'mdboom']"
h5py/h5py#666,2414,2016-01-14 10:45:00,ax3l,2,issue,andrewcollette,2016-01-14T04:54:03Z,,close,[],3,2,"['ax3l', 'andrewcollette']"
hashdist/hashstack#562,2411,2014-12-10 18:07:15,ahmadia,9,issue,,,,,['#586'],11,2,"['ahmadia', 'certik']"
obspy/obspy#759,2411,2014-03-20 23:48:06,megies,4,issue,gauteh,2014-06-19T07:34:48Z,,close,['#596'],7,5,"['gauteh', 'krischer', 'petrrr', 'megies', 'QuLogic']"
obspy/obspy#431,2411,2012-10-23 08:13:00,megies,17,pr,,,,,"['#434', '#508', '#759']",22,5,"['krischer', 'barsch', 'megies', 'petrrr', 'mbyt']"
numenta/nupic#1231,2396,2014-08-21 17:42:04,rhyolight,0,issue,,,,,[],2,2,"['rhyolight', 'scottpurdy']"
maciejkula/glove-python#20,2396,2014-12-11 10:06:49,owo,0,issue,maciejkula,2016-02-01T22:44:57Z,,close,[],4,4,"['owo', 'maciejkula', 'geovedi', 'akkineniramesh']"
RaRe-Technologies/gensim#161,2396,2014-02-01 18:42:01,piskvorky,1,issue,stochasticer,2014-02-01T22:25:13Z,,close,[],6,2,"['stochasticer', 'piskvorky']"
c-amr/camr#2,2396,2016-06-24 13:44:55,mdtux89,7,issue,Juicechuan,2016-06-24T15:37:03Z,,close,[],12,3,"['mdtux89', 'Juicechuan', 'IceIceRabbit']"
luispedro/jug#32,2396,2015-08-22 21:47:49,luispedro,1,issue,luispedro,2015-08-24T07:37:13Z,,close,[],4,2,"['samuela', 'luispedro']"
,,,,,,,,,,,,,
scipy/scipy#4704,2221,2015-04-09 12:17:50,sergiopasra,0,issue,pv,2016-05-07T21:03:06Z,,close,[],10,5,"['sergiopasra', 'ev-br', 'pv', 'ewmoore', 'rgommers']"
scipy/scipy#5540,2180,2015-12-02 23:53:32,rgommers,23,issue,,,,,['#5573'],29,4,"['ev-br', 'rgommers', 'matthew-brett', 'pv']"
Toblerity/Shapely#301,2178,2015-08-17 07:10:56,mwtoews,0,pr,,,,,[],3,2,"['mwtoews', 'sgillies']"
visualfabriq/bquery#57,2099,2015-10-26 03:06:16,BrenBarn,5,issue,BrenBarn,2015-10-28T16:42:58Z,,close,['#58'],13,2,"['BrenBarn', 'CarstVaartjes']"
scikit-learn/scikit-learn#3566,2099,2014-08-29 12:25:39,ogrisel,3,issue,ogrisel,2014-09-01T13:34:28Z,455f415,close,['#3611'],11,5,"['Roottan', 'ogrisel', 'cournape', 'cgohlke', 'larsmans']"
scipy/scipy#4294,2091,,,,pr,,,,,['#4469'],23,7,"['argriffing', 'rgommers', 'ewmoore', 'pv', 'larsmans', 'pchanial', 'alexbrc']"
scipy/scipy#3354,2056,2014-02-19 16:05:29,josef-pkt,0,issue,argriffing,2015-05-12T13:46:14Z,,close,[],4,4,"['josef-pkt', 'ev-br', 'jaimefrio', 'argriffing']"
astropy/astropy#451,1989,2012-11-13 11:28:07,astrofrog,9,pr,,,,,['#149'],47,4,"['taldcroft', 'mdboom', 'astrofrog', 'eteq']"
astropy/astropy#451,1930,2012-11-13 11:28:07,astrofrog,9,pr,,,,,['#149'],47,4,"['taldcroft', 'mdboom', 'astrofrog', 'eteq']"
astropy/astropy#451,1929,2012-11-13 11:28:07,astrofrog,9,pr,,,,,['#149'],47,4,"['taldcroft', 'mdboom', 'astrofrog', 'eteq']"
pydata/pandas#9422,1721,2016-01-07 00:20:24,MaximilianR,8,issue,,,,,"['#10270', '#10815', '#9829', '#10986', '#11409', '#11498', '#11528']",21,7,"['shoyer', 'jreback', 'jorisvandenbossche', 'MaximilianR', 'wholmgren', 'kawochen', 'brazilbean']"
liam2/liam2#90,1721,2014-02-13 10:22:02,gdementen,0,issue,gdementen,2015-03-20T13:56:37Z,,close,[],3,1,['gdementen']
chrisdembia/yeadon#51,1458,2013-04-06 16:48:29,moorepants,2,issue,moorepants,2014-01-05T22:49:54Z,,close,[],7,2,"['moorepants', 'chrisdembia']"
dpinney/omf#288,1458,2015-02-25 22:08:16,PoojaSan,5,issue,dpinney,2015-05-06T17:10:09Z,,close,[],14,3,"['jinhw1989', 'dpinney', 'PoojaSan']"
hashdist/hashstack#562,1171,2014-12-10 18:07:15,ahmadia,9,issue,,,,,['#586'],11,2,"['ahmadia', 'certik']"
obspy/obspy#431,1171,2012-10-23 08:13:00,megies,17,pr,,,,,"['#434', '#508', '#759']",22,5,"['krischer', 'barsch', 'megies', 'petrrr', 'mbyt']"
PyTables/PyTables#499,1123,2015-09-09 09:29:15,FrancescAlted,11,issue,,,,,[],15,5,"['dotsdl', 'andreabedini', 'andrewcollette', 'epourmal', 'FrancescAlted']"
pydata/pandas#9670,1063,2015-03-17 09:35:21,musically-ut,0,issue,jreback,2015-03-17T10:25:24Z,,close,[],2,2,"['musically-ut', 'jreback']"
pydata/pandas#9670,1033,2015-03-17 09:35:21,musically-ut,0,issue,jreback,2015-03-17T10:25:24Z,,close,[],2,2,"['musically-ut', 'jreback']"
